Ligand,Bite Angle (Â°),Cone Angle (Â°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(px),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Ea
XENJUX,82.45,178.93,2.49,5.82,7.19,29.6,21.6,12.6,504.24,-3.9946,-0.1189,2.05,2.03,1.89,-0.179,-0.1275,0.1668,-0.1066,1.8255,2.9983,2.1024,1.8397,29.0889,7.3671,8.3832,8.6134,0.8952,0.2673,0.5248,3.0252,3.8635,1.219,1.4023,6.4407,12.455,4.132,4.1922,4.1308,10.283,2.0317,2.0498,2.0632,2.0665,2.0717,1.4986,0.0773,0.013,0.0079,0.022,0.0101,1.5584,1.5908,0.0674,0.0081,0.0194,0.0132,0.0109,22.7
XERPIU,89.67,191.15,1.55,6.64,7.48,32.1,22.2,12.9,512.19,-4.5204,-2.6688,2.02,1.91,1.83,0.0315,-0.0715,0.0004,0.1186,2.1879,3.1351,1.9293,2.1049,28.9265,7.2867,8.3525,8.4065,0.9419,0.3262,0.5893,3.0301,3.7965,1.2888,1.2252,6.3919,12.4333,4.2002,4.1285,4.1047,10.1429,1.9608,2.0831,2.055,2.0584,1.9856,1.4781,0.1129,0.0188,0.0263,0.0329,0.015,1.4037,1.5514,0.0786,0.0109,0.0149,0.0211,0.0121,16.7
XEXNEU,89.4,190.03,1.55,8.62,9.43,30.5,22.6,15.3,670.15,-3.9495,-3.0056,1.96,1.99,1.85,-0.0771,-0.0998,0.1409,0.1573,1.9001,3.0636,2.0552,2.081,28.9791,7.32,8.4764,8.4091,0.9285,0.4464,0.319,3.0159,3.8389,1.3201,1.3449,6.3953,12.4422,4.0717,4.2054,4.1652,10.2393,2.02,2.0284,2.05,2.0212,2.1197,1.5163,0.0785,0.0194,0.0156,0.0135,0.0159,1.4574,1.5429,0.0786,0.0223,0.0161,0.0114,0.0166,13.9
XEXPIA,82.32,225.72,1.78,7.94,6.38,37,27.5,16.3,548.69,-4.2612,-2.0005,2.09,1.98,1.85,-0.1358,-0.1071,0.1656,0.1538,2.0724,3.0735,2.1123,3.0578,29.1491,7.3133,8.3738,7.1331,0.9568,0.298,0.5818,3.0176,3.8474,1.3288,1.1369,6.3964,12.4826,4.166,4.1854,4.1312,10.2565,2.0041,2.0708,2.0491,2.0629,2.0696,1.4559,0.0735,0.0243,0.0132,0.0082,0.0174,1.2692,1.1623,0.2788,0.0418,0.0573,0.0709,0.0423,11.9
XEYXUV,84.05,194.06,2.79,5.56,10.8,33,22,13.1,581.89,-4.1099,-1.6693,1.97,1.99,1.84,-0.1587,-0.1026,0.2187,0.0211,2.2518,3.0612,3.2715,3.1473,29.18,7.2991,7.0992,7.3534,0.9427,0.5609,0.5228,3.0138,3.8402,1.2856,1.2055,6.3874,12.579,4.2,4.2216,4.1575,10.1919,2.0165,2.0396,2.0279,2.051,2.057,1.3233,0.2604,0.058,0.0453,0.0459,0.0606,1.3532,1.165,0.1513,0.0464,0.0192,0.0337,0.0258,25.6
XIFKON01,57.95,164.54,2.27,7.14,9.08,27.9,22.9,15.4,611.76,-4.3317,-0.5726,1.88,2.61,1.85,-0.0385,-0.1266,0.1412,-0.134,1.84,3.0276,3.3701,2.6645,29.2469,7.296,7.0539,7.3828,0.9262,0.7193,0,3.0186,3.8685,1.2243,1.225,6.502,12.4081,4.1766,4.1261,4.1054,10.128,1.9926,2.0079,2.0307,2.062,2.0348,1.2159,0.2515,0.0334,0.0517,0.0671,0.038,1.3543,1.2553,0.1907,0.0191,0.0392,0.0612,0.0296,25.5
XIFMIJ01,58.27,165.3,2.41,6.21,9.13,28,23.1,16,596.71,-4.3368,-0.7913,2.6,1.87,1.84,-0.0341,-0.126,-0.135,0.1476,1.8559,3.0357,2.6659,3.3814,29.2535,7.2865,7.3912,7.0408,0.934,0,0.7193,3.0183,3.8679,1.195,1.3246,6.4992,12.4102,4.1471,4.1315,4.1317,10.1243,1.9929,2.0062,2.0203,2.0522,2.0528,1.2513,0.1919,0.0246,0.0323,0.0483,0.0336,1.1921,1.236,0.2541,0.0473,0.0385,0.0632,0.0409,26.4
XIFNIK02,58.18,184.76,2.24,9.2,6.59,31.2,24.7,14.9,574.71,-4.3287,-0.8769,2.59,1.88,1.85,-0.0396,-0.1214,0.1175,0.1487,1.8783,3.0277,2.8052,3.3643,29.2465,7.285,7.3987,7.0471,0.9273,0,0.7133,3.0171,3.8643,1.3624,1.1332,6.4942,12.4154,4.1478,4.1955,4.0721,10.1297,1.9908,2.0295,2.0211,2.0422,2.0462,1.2302,0.2037,0.0249,0.0275,0.06,0.0209,1.1745,1.2655,0.2528,0.0369,0.0416,0.0686,0.0293,25
XIFNOQ01,57.81,164.45,2.32,6.18,9.13,27.8,22.8,15.4,592.89,-4.3365,-0.68,2.62,1.88,1.84,-0.035,-0.1264,-0.1328,0.1423,1.8434,3.0308,2.6737,3.3749,29.2482,7.2917,7.382,7.0499,0.9296,0,0.7215,3.0184,3.8685,1.2569,1.19,6.5017,12.4075,4.1688,4.1395,4.0991,10.1254,1.9933,2.011,2.0281,2.0602,2.0328,1.275,0.1911,0.0175,0.0437,0.0643,0.0261,1.229,1.2204,0.2521,0.0284,0.0564,0.0693,0.0358,25.8
XIKZUP,87.66,187.8,2.28,12.69,6.9,38.6,32.2,22.7,796.75,-4.2932,-3.1156,2.06,2.08,1.86,-0.1378,-0.1105,0.1916,0.1989,1.7465,2.992,2.1143,2.1375,28.9498,7.4022,8.3729,8.3559,0.8975,0.3157,0.2913,3.0131,3.854,1.2468,1.2095,6.3907,12.4528,4.1297,4.1696,4.1535,10.2941,2.0372,2.0321,2.0363,2.0744,2.1141,1.5431,0.077,0.0177,0.0204,0.0092,0.0203,1.4227,1.4385,0.0764,0.0227,0.017,0.007,0.0216,16.6
XIMCON,86.27,184.76,1.55,10.05,7.29,30.2,20.3,14.3,658.1,-3.8144,-0.781,1.96,2.06,1.89,-0.1349,-0.1342,0.0415,0.1128,1.7795,2.9613,2.0074,2.0474,29.048,7.3785,8.5005,8.4071,0.8655,0.5373,0.2462,3.0296,3.8685,1.3251,1.1122,6.4394,12.4244,4.2028,4.1621,4.0595,10.2708,2.0283,2.0645,2.048,2.1113,2.0186,1.5669,0.0722,0.015,0.0163,0.0149,0.0119,1.3734,1.5419,0.0733,0.0134,0.014,0.0195,0.0123,18.7
XINJAF,87.28,191.12,2.36,7.53,11.38,39.3,29.3,17.1,630.34,-4.2764,-3.0218,1.94,1.96,1.83,-0.038,-0.0875,0.1572,0.1854,2.0834,3.1083,2.01,2.0903,28.9306,7.2991,8.4484,8.3666,0.9841,0.3914,0.3635,3.0135,3.8291,1.3268,1.2744,6.3638,12.4493,4.1431,4.1729,4.1333,10.2244,2.0306,2.0332,2.0681,2.0696,2.023,1.4132,0.0846,0.0155,0.0135,0.0235,0.0099,1.5513,1.4349,0.0823,0.0089,0.0191,0.025,0.0098,2.9
XITCIM,79.12,192,2.07,5.94,11.67,32,24.7,16.4,649.8,-3.8006,-1.589,2.02,2.05,1.86,-0.1431,-0.1247,0.1141,0.0811,1.919,3.0096,2.0837,2.6675,29.1154,7.3332,8.4527,7.24,0.9158,0.4042,0.43,3.0191,3.8638,1.3331,1.2029,6.4241,12.4556,4.1572,4.1635,4.1349,10.263,2.0213,2.0606,2.0448,2.0709,2.0654,1.5607,0.0755,0.0095,0.017,0.019,0.0099,1.3032,0.9814,0.2619,0.0679,0.0249,0.0586,0.0346,21.3
XITCOS,79.7,219.53,2.65,6.87,7.55,36.7,32.4,21.3,618.81,-3.8196,-1.7206,2,2.06,1.86,-0.1551,-0.1244,0.1462,0.085,1.9664,3.0105,2.0353,2.7078,29.1436,7.3313,8.4703,7.2232,0.9062,0.4031,0.4666,3.0191,3.8634,1.2822,1.4161,6.4202,12.46,4.1132,4.1734,4.1734,10.2747,2.0171,2.0251,2.0499,2.0456,2.137,1.5404,0.0775,0.0138,0.0221,0.0097,0.0205,1.2618,1.0262,0.2609,0.0622,0.0298,0.0642,0.0328,15
XITCUY,84.03,205.9,1.7,8.33,9.5,39.6,31.1,20.6,702.51,-4.1666,-2.2929,2.05,1.96,1.84,-0.0741,-0.0967,0.1217,0.1271,2.089,3.0771,3.0542,2.0775,29.0343,7.3129,7.1286,8.4357,0.9523,0.4809,0.3883,3.0164,3.8372,1.3273,1.1735,6.3892,12.4467,4.2205,4.1569,4.0693,10.2378,2.0606,2.0597,2.0466,2.0602,2.0108,1.3124,0.2842,0.0425,0.0572,0.074,0.0477,1.3992,1.5499,0.0805,0.0121,0.0172,0.0218,0.0142,15.1
XIZXAI,82.94,230.93,2.39,9.55,9.7,39.7,29.1,17.9,720.25,-4.171,-2.3847,1.98,1.98,1.85,-0.0797,-0.1007,0.1318,0.1297,2.2634,3.0846,2.0835,3.0697,29.0988,7.2843,8.458,7.1035,0.9411,0.4325,0.5725,3.0193,3.8394,1.2706,1.3972,6.3738,12.4804,4.1349,4.2102,4.1353,10.2252,2.0052,2.0661,2.0633,2.0654,2.0252,1.4774,0.0777,0.0184,0.0082,0.0186,0.0112,1.1882,1.2573,0.2948,0.034,0.0719,0.0549,0.0552,13.1
XOCFAW,82.49,199.27,1.68,5.58,6.1,35.8,23.9,10.6,447.65,-3.977,-1.6842,1.92,2.01,1.84,-0.1283,-0.0965,0.2019,-0.0124,2.3754,3.0553,3.3052,2.7941,29.1673,7.3009,7.0926,7.1304,0.9337,0.5923,0.5246,3.0147,3.8367,1.3729,1.2193,6.3887,12.5606,4.1854,4.1686,4.2066,10.1787,2.0095,2.0463,2.04,2.0486,2.0342,1.3326,0.2586,0.0348,0.052,0.0725,0.0321,1.3622,1.0917,0.2867,0.0502,0.0371,0.0776,0.0497,20.5
XOGWEX,95.48,234.4,2.29,7.82,7.92,42.2,31.8,19.7,622.63,-3.7633,-2.5357,1.88,2.01,1.84,-0.1264,-0.044,0.0669,0.0994,2.2063,3.103,2.0635,3.0106,29.0668,7.26,8.4923,7.1082,0.8579,0.6349,0.4355,3.0125,3.7817,1.335,1.1564,6.372,12.5196,4.2066,4.2139,4.0991,10.2344,2.0936,2.0107,2.0288,2.0514,2.0499,1.5722,0.0794,0.0246,0.0167,0.0077,0.022,1.1925,1.2312,0.3047,0.0825,0.0638,0.0432,0.0641,20.5
XOHMEM,76.44,220.71,1.56,6.65,8.16,45,37.8,22.1,600.7,-4.0727,0.1011,1.92,2.43,1.88,-0.1567,-0.1401,-0.0638,0.1422,1.7437,2.9321,1.8323,2.0751,29.0913,7.404,8.6189,8.3715,0.796,0.6582,0.1153,3.0317,3.87,1.2579,1.4375,6.4818,12.3773,4.0602,4.1694,4.1478,10.2973,2.0416,2.0493,2.0439,2.0443,2.1182,1.6155,0.0724,0.0156,0.0204,0.0102,0.0183,1.4099,1.4734,0.0695,0.0236,0.0102,0.0112,0.0108,27.1
XOKXUS,46.79,134.53,1.69,8.81,8.27,20.2,17,14.3,614.03,-4.3395,-0.2215,3.05,1.86,1.83,-0.0284,-0.1409,-0.0092,0.0575,1.6286,2.9899,1.9636,2.1007,29.1121,7.329,8.5007,8.4506,0.8887,0,0.6533,3.0216,3.8776,1.3518,1.1529,6.5488,12.3621,4.1573,4.1455,4.0593,10.1171,1.9838,2.0107,2.0084,2.066,2.0482,1.4837,0.0644,0.0101,0.0166,0.0149,0.0095,1.5418,1.529,0.0778,0.0055,0.0186,0.0179,0.0119,24.9
XOMCAE,81.56,187.4,1.64,4.93,5.37,34.3,23.7,10.2,446.09,-4.06,-0.8256,2.04,2.09,1.86,-0.1257,-0.112,0.0652,0.0617,1.93,3.0086,3.0855,3.0195,29.0721,7.3523,7.105,7.1293,0.9249,0.4365,0.3472,3.0147,3.8574,1.352,1.2492,6.4151,12.4537,4.1825,4.1514,4.1198,10.2567,2.0563,2.0692,2.0361,2.0477,2.0475,1.3248,0.2833,0.0294,0.0501,0.0961,0.031,1.1633,1.0604,0.282,0.0514,0.0282,0.0947,0.0299,19
XOPCOV,86.27,222.29,2.12,9.99,8.49,42.6,34.5,23.2,759.48,-3.9473,-1.2843,1.97,1.98,1.88,-0.1272,-0.1206,0.1609,0.1323,1.9187,2.9764,1.9654,2.0508,28.9988,7.3578,8.5191,8.4064,0.8076,0.4548,0.3754,3.0244,3.8578,1.1341,1.4053,6.3956,12.4386,4.2199,4.0887,4.13,10.2926,2.0609,2.0971,2.0274,2.048,2.0592,1.4572,0.0775,0.0219,0.0111,0.0141,0.0177,1.4731,1.5139,0.0802,0.02,0.0107,0.0201,0.011,19.9
XOPYOS,98.69,261.62,2.09,6.17,7.76,42,28.8,16.8,552.41,-4.6987,-0.4009,1.93,1.98,1.98,-0.1171,0.0636,0.1395,0.1427,1.8811,3.2208,2.1531,3.1111,29.0262,7.1356,8.3938,7.1201,0.5948,0.4817,0.5426,2.9554,3.7207,1.1626,1.3116,6.3418,12.469,4.123,4.1993,4.1467,10.306,2.0435,2.044,2.0732,2.0605,2.0849,1.5048,0.0794,0.0211,0.0139,0.0156,0.0138,1.1946,1.2971,0.2307,0.0445,0.0467,0.0516,0.0418,33
XORTIJ,100.71,207.63,2.01,4.6,8.49,37.3,22.7,13.1,506.43,-3.827,-0.5794,2.24,2.24,1.91,-0.7115,-0.1197,0.2254,0.2206,2.2527,2.944,2.0501,2.0309,29.117,7.3436,16.5839,16.5972,0.7647,0.6761,0.671,3.0197,3.8603,1.3922,1.143,6.4984,12.7512,4.2095,4.2291,4.3126,10.4616,2.03,2.082,2.1156,2.1066,2.1275,3.3525,0.2147,0.0453,0.038,0.0634,0.0295,3.248,3.4415,0.2133,0.0522,0.0434,0.0329,0.0509,30.8
XOSBOX,86.7,188.1,1.68,7.3,8.67,31.4,22.2,14.1,561.09,-4.2318,-2.5868,2.02,2.03,1.82,-0.1137,-0.1021,0.1155,0.2291,2.042,3.0796,2.0086,3.2247,29.1064,7.2979,8.4992,7.1668,0.9639,0.4005,0.5316,3.0098,3.8402,1.2917,1.1892,6.3863,12.5178,4.1695,4.194,4.1543,10.2092,2.0133,2.0342,2.0398,2.0415,2.0804,1.4717,0.0744,0.0213,0.0104,0.0138,0.0122,1.1553,1.2495,0.2468,0.0375,0.0489,0.0602,0.0323,20.8
XOSHOD,94.05,197.43,2.83,7.19,8.3,33.5,28.4,21.5,642.54,-4.3703,-2.9953,1.88,2.07,1.83,-0.0601,-0.0841,0.2022,0.2268,2.0717,3.1617,2.1814,2.1223,29.0113,7.2759,8.3854,8.3534,1.0067,0.5645,0.276,3.0169,3.8195,1.3078,1.1403,6.3883,12.4827,4.1653,4.1966,4.1208,10.1888,2.0231,2.0534,2.0534,2.0335,2.0253,1.5335,0.0865,0.0184,0.0166,0.0187,0.0142,1.4335,1.5752,0.0786,0.0219,0.0166,0.0094,0.0177,18
XOTCUG,49.32,207.24,2.12,9.69,8.53,35.7,30,21.4,738.42,-4.2472,-0.9981,2.95,1.85,1.84,-0.045,-0.1318,0.0108,0.067,1.6459,2.9721,2.0184,2.0504,29.1278,7.3104,8.4774,8.4613,0.865,0,0.6463,3.0231,3.8686,1.3274,1.3548,6.5173,12.3475,4.1012,4.1639,4.0824,10.1799,1.9802,2.033,2.062,2.0597,2.0449,1.6294,0.0631,0.0107,0.0221,0.0084,0.0141,1.5756,1.4255,0.0771,0.0194,0.006,0.0208,0.0111,11
XOWFEX,47.99,133.93,2.35,6.4,11.22,20.1,13.8,9.1,627.86,-4.2948,-0.208,3,1.84,1.83,-0.0374,-0.1413,-0.0181,0.0365,1.6514,2.9937,2.0027,2.0758,29.1276,7.3303,8.4931,8.4582,0.8847,0,0.6762,3.0211,3.878,1.2736,1.162,6.5492,12.3687,4.1581,4.1507,4.06,10.1191,1.972,2.0203,2.0291,2.0769,2.0208,1.5727,0.0625,0.0016,0.0168,0.0158,0.0078,1.5074,1.4477,0.0767,0.0158,0.01,0.0221,0.0117,10.5
XOXQAD,81.96,181.47,2.29,5.54,8.18,31.5,21.9,12.9,534.93,-4.0589,-0.8953,2.16,1.9,1.85,-0.1462,-0.1224,0.1031,0.1156,2.0117,3.0284,2.0582,3.2663,29.2095,7.334,8.4464,7.0848,0.9279,0.2442,0.6717,3.0213,3.8601,1.2068,1.2971,6.4436,12.4983,4.1453,4.1649,4.1881,10.204,2.025,2.0024,2.0391,2.0537,2.0837,1.5538,0.0705,0.0079,0.0157,0.0187,0.0085,1.1997,1.1972,0.2407,0.0469,0.0304,0.0634,0.0289,33.3
XOYHIC,86.56,207.95,2.21,9.06,9.37,37.7,29.2,16.7,693.38,-3.9902,-2.4759,2.03,1.98,1.85,-0.0911,-0.1003,0.1662,0.1759,2.0305,3.0368,3.0712,2.089,29.0667,7.3335,7.1965,8.3951,0.9131,0.5057,0.3322,3.0178,3.8407,1.2621,1.4272,6.3943,12.4484,4.0677,4.2115,4.1692,10.2481,2.0099,2.0221,2.0906,2.0327,2.0928,1.2444,0.2142,0.0391,0.0476,0.0414,0.0518,1.4335,1.5002,0.0816,0.0204,0.0204,0.0073,0.0258,20.5
XUBMEM,82.69,221.49,1.9,8.67,9.18,47.6,34.4,21.4,712.16,-5.0683,-2.5457,2.03,1.87,1.8,0.0123,0.0203,-0.047,0.0068,3.251,3.1908,1.8736,1.9616,29.0298,7.0831,8.534,8.4724,0.9983,0.4733,0.7641,3.0288,3.6904,1.232,1.1668,6.3147,12.6055,4.2294,4.1585,4.2176,10.0668,2.0463,1.7111,2.1112,2.128,2.0703,1.5086,0.0652,0.0117,0.0144,0.0165,0.0085,1.5163,1.413,0.0735,0.0144,0.007,0.0165,0.0109,-6
XUCLIT,81.81,220.9,1.8,8.27,6.32,37.7,27.9,16.1,611.93,-4.7304,-3.1879,1.9,1.95,1.77,0.0583,-0.0002,0.1811,0.0982,2.7665,3.318,3.256,3.0833,29.1348,7.127,7.1046,6.959,1.0173,0.6974,0.6231,3.0202,3.7157,1.228,1.2751,6.36,12.5797,4.1593,4.2307,4.1897,10.0015,1.9916,1.9785,2.0144,2.0598,1.9573,1.1411,0.2455,0.0508,0.0392,0.0559,0.029,1.185,1.2486,0.303,0.053,0.0559,0.0697,0.0653,28
XUMNID,76.45,164.66,2.86,4.68,8.64,26.8,19.4,12.5,506.97,-4.1161,0.7727,2.74,1.87,1.86,-0.1245,-0.1338,0.034,-0.1136,1.7915,3.0166,1.9555,1.9517,29.1968,7.2969,8.4622,8.5472,0.867,0,0.7894,3.0182,3.8735,1.443,1.233,6.5542,12.3947,4.1373,4.1246,4.1329,10.1752,2.0133,1.9825,2.019,2.0755,2.0848,1.6897,0.0713,0.0065,0.0311,0.0121,0.0081,1.5835,1.441,0.0725,0.0192,0.0094,0.0156,0.0113,9.1
XUQXOW,86.11,228.68,2.03,7.02,7.45,40.3,29.8,17.4,548.87,-3.9156,-1.6282,2,2.04,1.9,-0.1311,-0.1206,0.1479,0.1588,1.9006,2.9579,2.0486,3.1502,29.0829,7.3769,8.4149,7.1754,0.8156,0.319,0.5269,3.0254,3.8608,1.2822,1.408,6.3975,12.4334,4.0819,4.1907,4.1608,10.3,2.0098,2.0501,2.0871,2.0329,2.12,1.5542,0.0791,0.0168,0.0205,0.0052,0.03,1.1998,1.272,0.2322,0.0394,0.0504,0.0531,0.0457,171.3
XURBES,81.64,184.61,1.62,8.2,9.04,33.2,27.3,20.4,643.97,-3.7845,-2.6059,1.9,2.23,1.86,-0.1825,-0.1365,-0.1019,0.1546,1.8483,3.0005,1.8443,2.0798,29.1806,7.3399,8.6035,8.3715,0.9123,0.7105,0.1441,3.0226,3.873,1.245,1.4663,6.4868,12.4295,4.1029,4.1843,4.1424,10.2658,1.9961,2.0514,2.0644,2.0637,2.0902,1.6298,0.0691,0.0098,0.0201,0.0126,0.0118,1.3999,1.4569,0.0726,0.0233,0.0095,0.0124,0.0105,1.8
XURKIG,87.81,185.12,1.97,4.19,8.52,31.6,19.6,12,487.01,-4.3538,-1.4933,2.02,2.03,1.84,-0.112,-0.1157,0.1895,0.1892,1.8364,3.0644,2.1639,2.1642,28.9946,7.3506,8.3291,8.3291,0.9842,0.3293,0.3302,3.0199,3.8523,1.1848,1.3913,6.3877,12.4571,4.1806,4.1569,4.1196,10.2669,2.0304,2.0441,2.0592,2.0622,2.071,1.5046,0.0766,0.0083,0.0173,0.0184,0.0099,1.5439,1.4525,0.0766,0.0113,0.0132,0.0243,0.0125,15.7
XURKUS,88.14,185.47,1.55,8.3,8.86,31.6,20.2,12.5,557.96,-4.34,-1.6169,2.02,2.03,1.83,-0.1071,-0.111,0.1929,0.1911,1.8581,3.0785,2.1676,2.1784,28.9731,7.3425,8.3319,8.3238,0.9897,0.3298,0.3249,3.013,3.8515,1.2442,1.2686,6.3853,12.4684,4.1908,4.1367,4.1409,10.2531,2.0491,2.0362,2.0719,2.0373,2.0588,1.4089,0.0769,0.0097,0.0152,0.0207,0.011,1.4599,1.519,0.0767,0.0138,0.0111,0.0223,0.0109,14.5
XZTCDD,81.37,216.41,3.54,8.03,8.54,34.4,26.9,19.9,663.11,-4.4506,-2.4249,2.2,1.91,1.81,-0.0726,-0.0966,0.1737,0.1708,2.183,3.1308,2.1522,3.2585,29.1638,7.2521,8.3822,7.0855,1.0011,0.2617,0.6974,3.0117,3.8351,1.2653,1.2342,6.4169,12.5014,4.1674,4.2094,4.1247,10.1539,1.9988,2.0572,2.0283,2.018,2.0516,1.4858,0.0717,0.0212,0.0072,0.0147,0.0101,1.1375,1.3057,0.2936,0.0521,0.0568,0.0559,0.0492,24.7
YADJES,81.64,190.96,2.55,7.68,8.41,33,24.2,14.5,592.66,-3.9799,-1.7024,2.03,2.01,1.86,-0.1649,-0.1171,0.15,0.0837,1.9601,3.0288,2.0971,2.8835,29.1311,7.3271,8.4003,7.3127,0.9239,0.3335,0.4829,3.0176,3.8568,1.301,1.1421,6.4119,12.4927,4.1697,4.1738,4.1492,10.26,2.0232,2.0272,2.0478,2.0868,2.075,1.5265,0.075,0.0151,0.0227,0.01,0.0166,1.2009,1.224,0.2241,0.0384,0.0513,0.0442,0.0381,21.2
YAFWAF,81.57,232.11,1.97,8.01,8.85,37.8,27.8,17.5,640.08,-4.2232,-2.0306,2.06,2,1.86,-0.1202,-0.1095,0.1481,0.1261,2.1347,3.0765,2.099,3.1901,29.1291,7.3271,8.415,7.0016,0.9701,0.3365,0.5671,3.0184,3.8503,1.3332,1.1627,6.3972,12.4745,4.1629,4.1763,4.1353,10.2481,2.0173,2.0712,2.0452,2.0528,2.0615,1.4953,0.0767,0.0242,0.0145,0.0089,0.0178,1.1357,1.344,0.2972,0.056,0.0617,0.0524,0.0469,10.9
YAGTIL,80.63,218.23,2.3,9.25,8.71,39.5,28.8,17.8,681.16,-4.1412,-2.8831,2.07,2.01,1.85,-0.1154,-0.1034,0.088,0.151,2.0541,3.0774,3.0378,2.1084,29.0887,7.2979,7.1804,8.4374,0.977,0.4485,0.3893,3.0128,3.8468,1.3161,1.2386,6.3934,12.4708,4.1518,4.1688,4.1501,10.2509,1.9943,2.0766,2.0582,2.056,2.0659,1.3858,0.2928,0.0318,0.0721,0.075,0.0351,1.4119,1.4451,0.0782,0.0234,0.0105,0.0143,0.0134,6
YAHVUA,95.73,196.99,1.55,12.26,6.52,33.1,23.8,16.7,686.19,-4.072,-1.9066,2,2.03,1.85,-0.0686,-0.1208,0.1818,0.1575,1.7884,2.9975,2.1511,2.0987,28.9423,7.3854,8.3769,8.3724,0.9114,0.3912,0.2763,3.0213,3.8593,1.3498,1.2195,6.3915,12.4162,4.1834,4.1258,4.107,10.2607,2.0606,2.0684,2.042,2.0426,2.047,1.5044,0.078,0.0113,0.0129,0.0238,0.0111,1.4335,1.5446,0.0771,0.0049,0.0166,0.0257,0.0092,10.5
YAHYUD,82.51,203.94,1.92,7.53,6.46,34.1,24.9,14.3,514.02,-4.6654,-3.1468,2.09,1.91,1.82,-0.0056,-0.0544,0.159,0.2349,2.3569,3.2325,2.101,3.3697,29.1196,7.2144,8.3825,7.0168,0.9914,0.3046,0.741,3.0202,3.7828,1.3216,1.1419,6.3888,12.4966,4.1899,4.1812,4.1255,10.1197,1.9843,2.0677,2.0453,2.0141,2.0083,1.4598,0.0735,0.0241,0.0136,0.0079,0.0178,1.1614,1.2514,0.2472,0.0334,0.0537,0.0609,0.0423,20.8
YAJMEC,84.41,182.35,1.97,6.94,9.48,28.3,18.5,12,548.71,-4.4127,-2.6701,2.16,1.9,1.79,-0.0663,-0.0991,0.1093,0.1871,1.9697,3.1279,2.0601,2.2089,29.0021,7.2994,8.4551,8.3504,0.9835,0.2794,0.5326,3.012,3.832,1.2953,1.1865,6.4047,12.4774,4.1617,4.1804,4.1353,10.1837,1.9941,2.0422,2.0475,2.0232,2.0766,1.4538,0.0703,0.0207,0.0064,0.0138,0.0099,1.3541,1.5457,0.0835,0.0113,0.0192,0.0183,0.0129,16.5
YALMEF,81.58,231.71,2.01,8.33,8.57,38,28,18,633.26,-4.3155,-2.5375,2.02,2.01,1.85,-0.1071,-0.0954,0.1348,0.1145,2.1473,3.0908,3.1957,1.9967,29.105,7.3237,7.0062,8.5186,0.9529,0.5551,0.366,3.017,3.8353,1.2362,1.4192,6.3852,12.4902,4.1392,4.2079,4.1432,10.2314,1.9844,2.0665,2.0569,2.0568,2.0667,1.333,0.3007,0.0371,0.0669,0.0599,0.0491,1.4426,1.4637,0.0781,0.0172,0.0086,0.0205,0.0104,12.1
YALQOT,80.14,174.46,3.08,9.26,10.04,31.9,25.4,17.6,701.92,-4.0525,-0.3041,1.94,2.24,1.88,-0.1649,-0.1228,-0.077,0.1505,1.7994,3.0311,1.8474,2.0976,29.1629,7.3049,8.6226,8.3916,0.9179,0.6359,0.1707,3.019,3.8636,1.3207,1.1486,6.4833,12.4387,4.1179,4.2101,4.1107,10.2427,2.0235,2.0409,2.0633,2.0498,2.0652,1.5829,0.0648,0.0101,0.0179,0.0119,0.0115,1.4398,1.4348,0.0714,0.0243,0.0106,0.0108,0.0129,25.9
YAPDEA01,81.62,233.49,2.36,7.91,10.68,40.6,30,19.1,745.29,-4.1769,-2.0324,2,1.98,1.84,-0.1143,-0.0976,0.2498,0.217,2.3815,3.1095,3.277,3.2772,29.231,7.2807,7.1236,7.1124,0.9805,0.5617,0.5388,3.0146,3.8375,1.2213,1.4179,6.3766,12.5281,4.165,4.203,4.1602,10.2093,2.0005,2.0447,2.0479,2.0502,2.066,1.2592,0.2459,0.0355,0.05,0.0564,0.0442,1.0917,1.1435,0.2531,0.0544,0.0273,0.0708,0.0279,14.1
