Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpyr) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpyr),Transition State 1 (TSOA),Transition State 2 (TSSig),,,,,,,,,
UCOSEN,0,-20.1,0.8,12.9,-61.4,20.9,33,Not Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UCOVIS,0,-329.7,-285.4,-264.8,-61.4,44.3,64.8,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UCOXOC,0,-20.5,-5.3,17.3,-61.4,15.1,37.8,Not Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UCUBEB,0,-15.4,10.7,10.2,-61.4,26.1,25.6,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UCUHAE,0,-19.3,-0.6,18.7,-61.4,18.7,38.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UCUPEO,0,-18.4,-1.1,22.6,-61.4,17.4,41,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UCUPUE,0,-16.2,-13.7,17.7,-61.4,2.5,33.9,Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UCUZUP,0,-20.3,-2,20.8,-61.4,18.3,41.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDADEJ,0,-18.3,3.6,23.9,-61.4,21.9,42.2,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UDAFEM,0,-21.5,5.2,15,-61.4,26.8,36.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDAFOU,0,-14.4,5.7,31.9,-61.4,20.1,46.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies,,,,,,,,,
UDAHIR,0,-17.4,-2.1,25.3,-61.4,15.4,42.7,Minimum,Minimum,Incorrect TS,Incorrect Imaginary Frequencies,,,,,,,,,
UDAHOX,0,-18.1,3.4,22.5,-61.4,21.5,40.6,Not Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UDAKAN,0,-8709.9,-8690.2,-8740.4,-61.4,19.7,-30.5,Not Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UDAKEP,0,-19.4,0.3,20.1,-61.4,19.7,39.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UDAKIT,0,-19.9,1,20.6,-61.4,20.9,40.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDAMES,0,-20.8,8.1,17.6,-61.4,28.8,38.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UDECEM,0,-3.1,0.1,20.5,-61.4,3.2,23.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDECIQ,0,-18.7,-7.8,21.2,-61.4,10.9,39.9,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDEGUH,0,-2,1,22.2,-61.4,2.9,24.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDEHAO,0,-14.7,-3.4,18.6,-61.4,11.3,33.3,Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UDEHES,0,-15.5,-2.1,17.9,-61.4,13.4,33.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UDEVOR,0,-7.2,-18.4,14.3,-61.4,-11.2,21.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDEWAB,No Value,No Value,No Value,No Value,No Value,No Value,No Value,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDEWEF,0,-12.6,4.4,14.9,-61.4,17,27.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDEXAF,0,-20.4,4.6,19,-61.4,25,39.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UDIDIW,0,-21.9,1.8,12.8,-61.4,23.7,34.8,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDIXAH,0,-13.3,9.4,23.9,-61.4,22.6,37.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies,,,,,,,,,
UDIXEL,0,-13.3,10.3,24,-61.4,23.6,37.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies,,,,,,,,,
UDOJEC,0,-17.6,9.1,22.7,-61.4,26.7,40.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UDOJOP,0,-20.5,-4.7,17.6,-61.4,15.8,38.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDOVIT,0,-14.3,-4.4,20,-61.4,9.8,34.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UDOWOA,0,-9.1,-6.4,14.3,-61.4,2.7,23.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDOWUG,0,-10,-7.3,13.2,-61.4,2.7,23.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDUFAA,0,-22.3,4.9,20,-61.4,27.3,42.3,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UDUHEG,0,-14.7,9.6,23.7,-61.4,24.3,38.5,Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UDUPUH,0,-12.3,8,15.9,-61.4,20.4,28.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDUQIU,0,-24.8,-2.1,6.2,-61.4,22.7,31,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UDUVIZ,0,-17.4,5.5,13.7,-61.4,22.8,31,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFACIQ,0,-18.9,-1.7,20.3,-61.4,17.2,39.2,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UFACOW,0,-19.1,1.9,18.6,-61.4,20.9,37.6,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UFAGOY01,0,-17.2,9.1,25,-61.4,26.3,42.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UFALOF,0,-21,1.1,16.4,-61.4,22.1,37.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFAMAS,0,-20.8,5.3,16.2,-61.4,26.2,37.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFAPAT,0,-18.5,-12.9,16.7,-61.4,5.6,35.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFAXAC,0,-18.6,2.4,23.2,-61.4,20.9,41.7,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFAXOQ,0,-20.2,-4.2,17.8,-61.4,16,38,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFAYUV,0,-26.1,5.3,18.3,-61.4,31.4,44.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFEBIQ,0,-20.1,2.9,18.3,-61.4,23,38.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFEBOW,0,-20.2,-4.2,18.1,-61.4,16,38.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UFECAJ,0,-20.3,2.7,18.1,-61.4,23,38.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFECAL,0,-20.3,1.1,18,-61.4,21.3,38.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFEHEV,0,-27.3,3.8,18.4,-61.4,31,45.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UFEQOM,0,-15.6,5.5,14.4,-61.4,21.1,30,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UFIQOP,0,-15.8,1.1,21.6,-61.4,16.8,37.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFIWOW,0,-14.1,5.8,13.3,-61.4,20,27.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFOCEA,0,-19.1,-4.1,18.8,-61.4,15,37.9,Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UFOMUZ,0,-26.5,-6.1,15.2,-61.4,20.3,41.7,Not Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UFORUE,0,-20.6,-1.3,15.1,-61.4,19.3,35.7,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFOTAK,0,-2180672399,-2180672376,-2180672333,-61.4,23.2,65.9,Not Minimum,Minimum,Correct TS,Calc Fail,,,,,,,,,
UFUJUB,0,-12.7,1.1,21.8,-61.4,13.9,34.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UFUPIV,0,-20.7,-1.5,15.5,-61.4,19.2,36.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFUPUG,0,-19.1,-2.7,21.7,-61.4,16.4,40.7,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFUVOG,0,-19.1,-1,21.5,-61.4,18.1,40.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFUXOJ,0,-18.9,10,20.8,-61.4,28.9,39.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UFUXUP,0,-17.7,10.6,21.2,-61.4,28.4,38.9,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UFUYUR,0,-21.5,-4.8,18.6,-61.4,16.7,40.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UFUZIG,0,-23.2,3.7,16.8,-61.4,26.9,40,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGAFIU,0,-20.1,-0.3,19.3,-61.4,19.8,39.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGALAP,0,-14.3,14.7,26.3,-61.4,29,40.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGAMUN,0,5.3,-16.1,29.3,-61.4,-16.1,29.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGAREC,0,-18.8,9.3,19.8,-61.4,28.1,38.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGASAZ,0,-21.9,7,16.4,-61.4,28.9,38.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGAYUZ,0,-21.4,-2.8,19.3,-61.4,18.6,40.7,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGEGUI,0,-17.2,6.1,23,-61.4,23.3,40.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGEKID,0,-20.4,7.4,-2,-61.4,27.8,18.3,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UGEQEE,0,-19.7,2.8,24,-61.4,22.5,43.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGEREG,0,-2.5,22.8,16.6,-61.4,25.3,19.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UGIBIV,0,-18.4,-2.1,23.7,-61.4,16.3,42.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGICOD,0,-26.1,-10,15.2,-61.4,16.1,41.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGIHIE,0,-34.1,-15.3,9.1,-61.4,18.8,43.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGIPEI,0,-20.3,16.8,18.5,-61.4,37.1,38.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGIVAI01,0,-23.8,12.3,23.9,-61.4,36.1,47.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGODUP,0,-21.7,-3.4,23.3,-61.4,18.3,45,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGOFAX,0,-21.9,0.9,24.4,-61.4,22.8,46.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGOMOS,0,-19,-0.6,22.4,-61.4,18.5,41.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGONIP,0,-20.1,2.4,17.9,-61.4,22.5,38,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGOPUC,0,-24.9,-5.8,10.7,-61.4,19.2,35.7,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGOWOD,0,-20.3,11.2,17.2,-61.4,31.5,37.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGOWUJ,0,-20.8,10,17.2,-61.4,30.7,38,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGOXAQ,0,-20,-4.1,18.9,-61.4,15.9,38.9,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGUJUB,0,-20,7.7,17.6,-61.4,27.7,37.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UGUMAM,0,-15.8,-6.8,17,-61.4,9,32.9,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UGUZOL,0,-20.5,10.3,19.9,-61.4,30.9,40.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UHALUK,0,-25.7,-3.9,10.8,-61.4,21.8,36.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UHAMOF,0,-24.7,-2.7,16.6,-61.4,22,41.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHAPID,0,-17.1,-2.1,21,-61.4,15,38.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UHARAX,0,-29.1,3.5,14,-61.4,32.6,43,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHATON,No Value,No Value,No Value,No Value,No Value,No Value,No Value,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UHAXAF,0,-24.3,18,24.5,-61.4,42.3,48.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UHEGEW,0,-17.3,4.1,20.3,-61.4,21.3,37.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHEGOG,0,-12.2,5.9,31.3,-61.4,18.1,43.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHEHAT,0,-14.4,-3.2,27.5,-61.4,11.2,41.9,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHELAV,0,-19.8,0.1,14.3,-61.4,20,34.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHELUO,0,-20.5,1.8,22.2,-61.4,22.3,42.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHIBES,0,-20.1,-3,16.2,-61.4,17.2,36.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHIGAV,0,-23.9,2.8,20.3,-61.4,26.7,44.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHIJAZ,0,-22.2,10.4,30.5,-61.4,32.6,52.8,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UHIMOO,0,-34.7,-12.7,-13.5,-61.4,22,21.2,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UHISUC,0,-16,9.4,24.4,-61.4,25.4,40.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UHITAG,0,-11.3,7.7,14.2,-61.4,19,25.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UHITEK,0,-19.6,-3.6,18.1,-61.4,16,37.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UHITOV01,0,-18.1,0,19.1,-61.4,18.1,37.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHITUA,0,-19,-2.4,19.6,-61.4,16.6,38.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHOHEH,0,-32.3,-12.6,11.7,-61.4,19.6,44,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHUGUB,0,-20.5,-4.5,19.7,-61.4,16.1,40.2,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UHUHUA,0,-20.1,-4.3,18.3,-61.4,15.9,38.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHUJOY,0,-19.4,2.5,16.9,-61.4,21.9,36.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHUJUE,0,-19.4,1.3,17.6,-61.4,20.7,37,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHUKIR,0,-16.1,15.9,19.9,-61.4,32,35.9,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHULOA,0,-19.7,3,20.7,-61.4,22.7,40.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHUMEP,0,-21.7,-4.3,17.4,-61.4,17.4,39,Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UHUMIT,0,-20.7,4.2,18.5,-61.4,24.9,39.2,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UHUNAM,0,-21.6,-5.1,18,-61.4,16.5,39.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UHUVUP,0,-25.9,-2,13.7,-61.4,23.9,39.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJASEE,0,-77.8,-82.6,-59.1,-61.4,-4.8,18.6,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJASII,0,-20.2,-5.4,17.4,-61.4,14.8,37.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJESEH,0,-32.6,-21.1,5.7,-61.4,11.5,38.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJEWIP,0,-19.1,42.1,20.7,-61.4,61.2,39.8,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJEXIQ,0,-16,9,31.1,-61.4,25,47.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UJEYIU,0,-10.6,-8.3,14.5,-61.4,2.3,25.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJEYUG,0,-15.6,-1.7,20.8,-61.4,13.8,36.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJEZOB,0,-17.1,7.4,22.9,-61.4,24.4,40,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJEZUE,0,-2360249.7,-2360249.3,No Value,-61.4,0.4,No Value,Not Minimum,Minimum,Incorrect TS,Incorrect TS,,,,,,,,,
UJIBEV,0,-23.5,-1.6,20,-61.4,21.9,43.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJICUL,0,-20.3,0.5,19,-61.4,20.8,39.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJIHIF,0,-86.9,-76.9,-80.6,-61.4,10.1,6.4,Not Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UJIRIO,0,-23.9,1.8,19,-61.4,25.7,42.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJIRUC,0,-24.6,-10.2,7.9,-61.4,14.3,32.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJOBOL,0,-15.1,17.8,9.6,-61.4,32.9,24.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UJOBUR,0,-15.4,19.4,10.6,-61.4,34.7,26,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UJOCAY,0,-16,19.9,11.2,-61.4,35.8,27.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS,,,,,,,,,
UJODON,0,-13.6,-3.8,17.2,-61.4,9.7,30.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJOFIJ,0,-16.7,-0.1,22,-61.4,16.6,38.7,Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UJOJOT,0,-20.2,9.6,16.4,-61.4,29.8,36.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJUKOZ,0,-16.7,7.9,27.8,-61.4,24.6,44.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJULEQ,0,-17.4,9.2,27.3,-61.4,26.6,44.8,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UJULIU,0,-18.5,1.2,27.7,-61.4,19.7,46.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJULOA,0,-14.7,3.3,25.7,-61.4,18,40.5,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UJULUJ,0,-14.4,1.7,21.3,-61.4,16.1,35.7,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJUNIZ,0,-21,28,22.8,-61.4,49,43.8,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UJUQEX,0,-21.9,-2.3,16.1,-61.4,19.6,38,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJUWEB01,0,-21.2,-3.3,14.4,-61.4,17.9,35.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UJUZAB,0,-25,-9.6,7.8,-61.4,15.4,32.7,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKADIW,0,-19.3,0.1,18.3,-61.4,19.4,37.6,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKALIE,0,-24.6,11,23.1,-61.4,35.5,47.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKAXUA,0,-21.2,7.3,16,-61.4,28.6,37.2,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKEKOK,0,-17.5,17.3,36,-61.4,34.8,53.6,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKEQIM,0,-18,-1,22.5,-61.4,17,40.5,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UKEVEN,0,-1164,-1141.1,-1176.1,-61.4,22.9,-12.1,Not Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UKEWOZ,0,-21.8,-10.5,12.4,-61.4,11.3,34.1,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKEYOA,0,-16.4,1.4,20.9,-61.4,17.7,37.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKIJIJ,0,-24.9,-1.6,20,-61.4,23.3,44.8,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKIQEM,0,-17.5,2.3,19.8,-61.4,19.8,37.3,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKITEQ,0,-20.1,-4.7,18.4,-61.4,15.4,38.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKITIU,0,-24.4,-3,18.6,-61.4,21.4,43,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKIZEU,0,-20.4,-5.3,17.7,-61.4,15.1,38,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKOHEK,0,-21.4,8.3,20.9,-61.4,29.7,42.3,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKOSAP01,0,-19.4,-14.1,15.4,-61.4,5.4,34.9,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKOXIB,0,-18.9,-0.5,16.1,-61.4,18.4,35,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKOZIE,0,-30,-5.1,12.7,-61.4,24.9,42.7,Minimum,Minimum,Incorrect TS,Correct TS,,,,,,,,,
UKUBAD,0,-12.4,12.9,25.2,-61.4,25.3,37.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKUBOR,0,-20.3,2,20.7,-61.4,22.3,41,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKUFIR,0,-22.5,-2.6,18.8,-61.4,19.9,41.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKUFOX,0,-19.8,-2.9,19,-61.4,17,38.9,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKUJEQ,0,-23.4,4,19.9,-61.4,27.3,43.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKUROJ,0,-21.7,-2.1,19.8,-61.4,19.6,41.5,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UKUTEZ,0,-30.1,15.2,23,-61.4,45.3,53.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKUTIG,0,-18.5,3.6,26.2,-61.4,22.1,44.7,Not Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
UKUVAA,0,-18.9,2.3,21,-61.4,21.2,39.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
UKUVOO,0,-19.6,3.1,20.9,-61.4,22.7,40.5,Not Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies,,,,,,,,,
UKUVUS,0,-19.5,-2,19.1,-61.4,17.5,38.6,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
UKUVUT,0,-140.4,-113.8,-130.8,-61.4,26.6,9.6,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies,,,,,,,,,
UKUWAA,0,-8.5,-3.7,14.3,-61.4,4.8,22.8,Not Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
ULABAM,0,-19.3,10.2,19.9,-61.4,29.5,39.2,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
ULAGEV,0,-20.5,15.1,15.9,-61.4,35.7,36.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
ULAVIO,0,-19.8,8.7,13.9,-61.4,28.5,33.7,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
ULAVIP,0,-19.8,8.1,19,-61.4,28,38.8,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
ULAWEL,0,-28.4,-14,15.8,-61.4,14.4,44.2,Not Minimum,Not Minimum,Correct TS,Correct TS,,,,,,,,,
ULAZUC,0,-20.8,-3,17.6,-61.4,17.8,38.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
ULEDOG,0,-21.3,-3.4,18.7,-61.4,17.9,40,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
ULEJEC,0,-17.4,-1.6,18,-61.4,15.8,35.4,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
ULEKAY,0,-21.3,-4,19.1,-61.4,17.3,40.5,Minimum,Minimum,Correct TS,Correct TS,,,,,,,,,
ULENEE,0,-12.7,25.8,24.6,-61.4,38.5,37.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
ULEPUX,0,-11.2,-12.9,17.5,-61.4,-1.7,28.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
ULEPUY,0,-21.8,-2.5,19.7,-61.4,19.3,41.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS,,,,,,,,,
