Ligand,Starting material (CuLI),Ligand Exchange (CuLpyr),Transition State 1 (TSOA),Transition State 2 (TSSig)
ZAHNOO,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAHPEG,Minimum,Minimum,Correct TS,Correct TS
ZAHSIN,Minimum,Minimum,Correct TS,Correct TS
ZAJTUC,Minimum,Minimum,Incorrect TS,Correct TS
ZAJWIT,Minimum,Not Minimum,Correct TS,Correct TS
ZAJZAL,Minimum,Minimum,Correct TS,Correct TS
ZAKBAR,Minimum,Minimum,Correct TS,Correct TS
ZAKDOH,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZAKMEG,Minimum,Minimum,Correct TS,Correct TS
ZAKMOQ,Minimum,Minimum,Correct TS,Correct TS
ZAKTAJ,Minimum,Minimum,Correct TS,Correct TS
ZAKTIO,Minimum,Minimum,Correct TS,Correct TS
ZAKZOD,Minimum,Minimum,Correct TS,Correct TS
ZALYOA,Minimum,Minimum,Correct TS,Correct TS
ZAMKIH,Minimum,Minimum,Correct TS,Correct TS
ZAMLUU,Minimum,Minimum,Correct TS,Correct TS
ZAMMAB,Not Minimum,Minimum,Correct TS,Correct TS
ZAMRUA,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAMVAN,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZAMXOA,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZAMXUG,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZANHOO,Minimum,Minimum,Correct TS,Correct TS
ZANREO14,Minimum,Minimum,Correct TS,Correct TS
ZAPGUU,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAPHAZ,Minimum,Minimum,Incorrect TS,Correct TS
ZAPHIJ,Minimum,Minimum,Correct TS,Correct TS
ZAPKEJ,Minimum,Minimum,Correct TS,Correct TS
ZAPKIM,Minimum,Not Minimum,Correct TS,Correct TS
ZAPKOS,Minimum,Minimum,Correct TS,Correct TS
ZAPNOV,Minimum,Minimum,Correct TS,Correct TS
ZAPWUK01,Minimum,Minimum,Correct TS,Correct TS
ZAPYEU,Minimum,Minimum,Correct TS,Correct TS
ZAQCEB,Minimum,Minimum,Correct TS,Correct TS
ZAQDEC01,Minimum,Minimum,Correct TS,Correct TS
ZAQHIK,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAQKUZ,Minimum,Minimum,Correct TS,Correct TS
ZAQLOS,Minimum,Minimum,Correct TS,Correct TS
ZAQQUG,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAQSIV,Minimum,Minimum,Correct TS,Correct TS
ZARBIF,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZARDIH,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZARJEJ,Minimum,Minimum,Correct TS,Correct TS
ZARKAE,Minimum,Minimum,Correct TS,Correct TS
ZARNOY,Minimum,Minimum,Correct TS,Correct TS
ZARNUE,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZARPAM,Minimum,Minimum,Correct TS,Correct TS
ZARWAS,Minimum,Minimum,Correct TS,Correct TS
ZASGUY,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZASJIO,Minimum,Minimum,Correct TS,Correct TS
ZASJOV,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZASWUO,Minimum,Minimum,Correct TS,Correct TS
ZASXAV,Not Minimum,Minimum,Correct TS,Correct TS
ZATKUA,Not Minimum,Minimum,Correct TS,Correct TS
ZATNIT,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZATYEY,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAVMIV,Minimum,Minimum,Correct TS,Correct TS
ZAVXOJ,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAWFOV,Minimum,Minimum,Correct TS,Correct TS
ZAXBEI,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZAXBIM,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZAXLAN,Minimum,Minimum,Incorrect TS,Correct TS
ZAXVAY,Minimum,Minimum,Correct TS,Correct TS
ZAYKIT,Minimum,Minimum,Correct TS,Correct TS
ZAYPIY,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZAYRIA,Minimum,Minimum,Correct TS,Correct TS
ZAYROG,Minimum,Minimum,Incorrect TS,Correct TS
ZAYSUN,Minimum,Minimum,Correct TS,Correct TS
ZAYTIC,Not Minimum,Minimum,Incorrect TS,Correct TS
ZAYTOI,Minimum,Minimum,Correct TS,Correct TS
ZAYWUR,Minimum,Not Minimum,Incorrect TS,Incorrect Imaginary Frequencies
ZAZFUE01,Minimum,Minimum,Correct TS,Correct TS
ZAZGAK,Minimum,Minimum,Correct TS,Correct TS
ZAZLET,Minimum,Minimum,Correct TS,Correct TS
ZAZSAX,Minimum,Minimum,Correct TS,Correct TS
ZEARLN02,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEBBEQ,Not Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZEBJEY,Minimum,Minimum,Correct TS,Correct TS
ZEBQUU,Minimum,Minimum,Correct TS,Correct TS
ZEBWEI,Minimum,Minimum,Correct TS,Correct TS
ZEBWUA,Minimum,Minimum,Correct TS,Correct TS
ZECCIT,Minimum,Minimum,Correct TS,Correct TS
ZECJOI,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZECJUO,Minimum,Minimum,Incorrect TS,Correct TS
ZECKAV,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZECKEZ,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEDFOF,Minimum,Not Minimum,Correct TS,Correct TS
ZEDRIL,Minimum,Not Minimum,Correct TS,Calc Fail
ZEFBOD,Minimum,Minimum,Correct TS,Correct TS
ZEFMOP,Minimum,Minimum,Incorrect TS,Correct TS
ZEFZAL10,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEFZUI,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZEGBEV,Minimum,Minimum,Correct TS,Correct TS
ZEGFAU,Minimum,Minimum,Correct TS,Correct TS
ZEHFEX,Minimum,Minimum,Correct TS,Correct TS
ZEHZEU,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEJCUM,Not Minimum,Minimum,Correct TS,Incorrect TS
ZEJDAT,Minimum,Minimum,Correct TS,Correct TS
ZEJDOK,Minimum,Minimum,Correct TS,Correct TS
ZEJLOS,Minimum,Minimum,Correct TS,Correct TS
ZEJMOQ01,Minimum,Minimum,Incorrect TS,Correct TS
ZEJNAD,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEJPAI,Minimum,Minimum,Correct TS,Correct TS
ZEKBIA,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEKLOS,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZELFOO,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZELMOV,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZELMUB,Minimum,Minimum,Correct TS,Correct TS
ZELPAK,Not Minimum,Minimum,Correct TS,Correct TS
ZELRIT,Minimum,Minimum,Correct TS,Correct TS
ZEMHUU,Not Minimum,Minimum,Correct TS,Correct TS
ZEMJIK,Minimum,Minimum,Correct TS,Correct TS
ZEMNAG,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZEMRAK,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZEMRUE,Minimum,Minimum,Correct TS,Correct TS
ZEMSIW,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZENKEI,Minimum,Minimum,Incorrect TS,Correct TS
ZENLEJ,Minimum,Minimum,Correct TS,Correct TS
ZENMUA,Not Minimum,Minimum,Incorrect TS,Incorrect TS
ZENQDX01,Minimum,Minimum,Correct TS,Correct TS
ZENTOB,Minimum,Minimum,Correct TS,Correct TS
ZEPFAE,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEQREV,Minimum,Minimum,Correct TS,Correct TS
ZEQRUL,Minimum,Minimum,Correct TS,Correct TS
ZEQSAS,Minimum,Minimum,Correct TS,Correct TS
ZEQVOI,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEQWOJ,Minimum,Minimum,Correct TS,Correct TS
ZERCAC,Minimum,Minimum,Correct TS,Correct TS
ZERHOT,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZERLEP,Minimum,Minimum,Correct TS,Correct TS
ZERXAY,Minimum,Minimum,Correct TS,Correct TS
ZERZAA,Minimum,Not Minimum,Correct TS,Correct TS
ZERZIH,Minimum,Minimum,Correct TS,Correct TS
ZESJAK,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZESPES,Minimum,Minimum,Incorrect Imaginary Frequencies,Calc Fail
ZESQOF,Not Minimum,Minimum,Correct TS,Correct TS
ZESRAS,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZESREW,Not Minimum,Minimum,Correct TS,Calc Fail
ZESYOO,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZESZUS,Minimum,Minimum,Incorrect Imaginary Frequencies,Calc Fail
ZETDAD,Minimum,Minimum,Correct TS,Correct TS
ZETGUC,Not Minimum,Not Minimum,Correct TS,Correct TS
ZETHOV,Not Minimum,Minimum,Correct TS,Correct TS
ZETLAL,Minimum,Minimum,Correct TS,Correct TS
ZEVDAF,Minimum,Minimum,Correct TS,Correct TS
ZEVPIB,Minimum,Minimum,Correct TS,Correct TS
ZEVTID,Minimum,Minimum,Correct TS,Correct TS
ZEWGOA,Minimum,Not Minimum,Correct TS,Incorrect TS
ZEWGUG,Minimum,Minimum,Incorrect TS,Correct TS
ZEWYUX,Minimum,Minimum,Correct TS,Correct TS
ZEXJAP,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEXKAO,Not Minimum,Minimum,Incorrect TS,Correct TS
ZEXYOQ,Minimum,Minimum,Incorrect TS,Correct TS
ZEYBEN,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEYLEW,Minimum,Minimum,Correct TS,Correct TS
ZEYRIG,Minimum,Minimum,Correct TS,Correct TS
ZEZJUJ,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEZLEV,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZEZQOM,Minimum,Minimum,Correct TS,Correct TS
ZEZREB,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZEZVIM,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZIBCOE,Minimum,Minimum,Correct TS,Correct TS
ZIBDAR,Minimum,Minimum,Correct TS,Correct TS
ZIBDOF,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIBSUB,Minimum,Minimum,Correct TS,Correct TS
ZIBWAL,Not Minimum,Not Minimum,Correct TS,Incorrect Imaginary Frequencies
ZIBYAK,Minimum,Minimum,Correct TS,Correct TS
ZIBYIS,Minimum,Not Minimum,Correct TS,Correct TS
ZIBYUE,Minimum,Minimum,Correct TS,Correct TS
ZICBAQ,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZICBES,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZICCOD,Minimum,Minimum,Correct TS,Incorrect TS
ZICHEB,Minimum,Minimum,Correct TS,Correct TS
ZIDLUV,Minimum,Minimum,Correct TS,Correct TS
ZIDQIP,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIFKIK,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIGCEX,Minimum,Minimum,Correct TS,Correct TS
ZIHFII,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIHRAJ,Minimum,Minimum,Incorrect TS,Incorrect TS
ZIHTOZ,Not Minimum,Minimum,Incorrect TS,Correct TS
ZIJDED,Minimum,Minimum,Correct TS,Correct TS
ZIJMEM,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIJQAN,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIKMUD,Minimum,Minimum,Correct TS,Correct TS
ZIKNEM,Minimum,Minimum,Correct TS,Correct TS
ZIKREQ,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZIKROD,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZILBOL,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZILCOO,Minimum,Minimum,Correct TS,Correct TS
ZILDON,Minimum,Minimum,Correct TS,Correct TS
ZILGOT,Minimum,Minimum,Incorrect TS,Incorrect TS
ZILGUZ,Minimum,Minimum,Correct TS,Correct TS
ZILHEK,Minimum,Minimum,Incorrect TS,Incorrect Imaginary Frequencies
ZILMUC,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Calc Fail
ZILRER,Minimum,Minimum,Correct TS,Correct TS
ZILYEB,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIMGUA,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIMLAL,Minimum,Minimum,Incorrect TS,Correct TS
ZIMQAP01,Minimum,Minimum,Correct TS,Correct TS
ZIMTAT,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIMWIE,Minimum,Minimum,Correct TS,Correct TS
ZINGUA,Minimum,Minimum,Correct TS,Correct TS
ZIPBAB,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIPBIJ,Not Minimum,Not Minimum,Calc Fail,Calc Fail
ZIPKOA03,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIPLAN01,Not Minimum,Minimum,Correct TS,Correct TS
ZIPNOE,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIPREX,Minimum,Minimum,Correct TS,Correct TS
ZIPSIC,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIPWUQ,Minimum,Minimum,Correct TS,Correct TS
ZIPXUT,Minimum,Minimum,Correct TS,Correct TS
ZIQFOX,Minimum,Minimum,Correct TS,Correct TS
ZIRKES,Minimum,Minimum,Correct TS,Calc Fail
ZIRWEF,Minimum,Minimum,Correct TS,Correct TS
ZISDAJ,Not Minimum,Minimum,Correct TS,Correct TS
ZISGOA,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZISPOI,Minimum,Minimum,Incorrect TS,Correct TS
ZISPOJ,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZISQOK,Minimum,Minimum,Correct TS,Correct TS
ZITNUL,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZITPAT,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZITPEZ,Minimum,Minimum,Incorrect TS,Incorrect TS
ZITVUW,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIVBIP,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIVHOD,Minimum,Minimum,Correct TS,Correct TS
ZIVJAP,Minimum,Minimum,Correct TS,Correct TS
ZIVJET,Minimum,Minimum,Correct TS,Correct TS
ZIVLAT,Not Minimum,Minimum,Correct TS,Correct TS
ZIVSUU,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIVZOV01,Minimum,Minimum,Correct TS,Correct TS
ZIWQAZ,Minimum,Minimum,Correct TS,Correct TS
ZIXBOZ,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIXCOY,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZIXMIC,Minimum,Minimum,Correct TS,Correct TS
ZIYDES,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIYFEV,Not Minimum,Minimum,Incorrect TS,Incorrect TS
ZIYKUQ,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZIYLAX,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZIYSOS,Not Minimum,Minimum,Correct TS,Correct TS
ZIYTUZ,Minimum,Minimum,Correct TS,Correct TS
ZIYVOU,Minimum,Minimum,Correct TS,Correct TS
ZIYWOT,Minimum,Minimum,Correct TS,Correct TS
ZIYZOY,Minimum,Minimum,Incorrect TS,Correct TS
ZIZCOA,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIZDIX,Minimum,Minimum,Correct TS,Correct TS
ZIZFUJ,Minimum,Minimum,Correct TS,Correct TS
ZIZROP,Minimum,Minimum,Correct TS,Correct TS
ZIZSEG,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIZYIT,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZIZZIU,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOBDAX,Not Minimum,Minimum,Correct TS,Incorrect TS
ZOBDEB,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOBDOL,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOBDUR,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOBFAZ,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOBFED,Minimum,Minimum,Correct TS,Incorrect TS
ZOBGOP,Not Minimum,Not Minimum,Correct TS,Correct TS
ZOBJAB,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZOCBOL,Minimum,Minimum,Correct TS,Correct TS
ZOCJAE,Minimum,Minimum,Incorrect TS,Correct TS
ZOCNIQ,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZOCPAK,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOCPUE01,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOCQIU,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOCZOI,Minimum,Minimum,Correct TS,Correct TS
ZODMOU,Minimum,Not Minimum,Correct TS,Correct TS
ZOFCUU,Minimum,Minimum,Correct TS,Correct TS
ZOFDIJ,Minimum,Minimum,Correct TS,Correct TS
ZOFKAJ,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZOFKEN,Minimum,Minimum,Calc Fail,Correct TS
ZOGCEG,Minimum,Minimum,Correct TS,Correct TS
ZOGCIK,Not Minimum,Minimum,Correct TS,Correct TS
ZOGDEH,Minimum,Minimum,Correct TS,Correct TS
ZOGHAH,Not Minimum,Minimum,Correct TS,Incorrect TS
ZOGNAK,Minimum,Minimum,Correct TS,Correct TS
ZOGSOD,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOGVAU,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOGVUO,Minimum,Minimum,Correct TS,Correct TS
ZOHBAB,Minimum,Minimum,Correct TS,Correct TS
ZOHLEP,Minimum,Minimum,Correct TS,Correct TS
ZOHSAQ,Minimum,Minimum,Correct TS,Correct TS
ZOHZUR,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOJREY,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOKQAU,Minimum,Minimum,Correct TS,Correct TS
ZOKSOH,Minimum,Not Minimum,Correct TS,Correct TS
ZOKTOI,Minimum,Minimum,Correct TS,Correct TS
ZOKXAA,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOKXEC01,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOLGEM,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOLRAW,Minimum,Minimum,Correct TS,Correct TS
ZOLWEE,Minimum,Minimum,Correct TS,Correct TS
ZOLXIH,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOLXIK,Minimum,Minimum,Correct TS,Correct TS
ZOLXOQ,Minimum,Minimum,Correct TS,Correct TS
ZOMDIR,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOMTIH,Minimum,Minimum,Correct TS,Correct TS
ZOMZAE,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZONBUB,Minimum,Minimum,Correct TS,Correct TS
ZOPYAE,Minimum,Minimum,Incorrect TS,Correct TS
ZOQCIT,Minimum,Minimum,Correct TS,Correct TS
ZOQWAF,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZORJUL,Not Minimum,Minimum,Correct TS,Correct TS
ZOSBUE,Minimum,Minimum,Correct TS,Correct TS
ZOSTIK,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOSVUY,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOTCEQ,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZOTSAC,Minimum,Minimum,Incorrect TS,Correct TS
ZOTYOW,Minimum,Minimum,Correct TS,Correct TS
ZOVQOT,Not Minimum,Minimum,Correct TS,Correct TS
ZOWJEA,Minimum,Minimum,Correct TS,Correct TS
ZOWJIE,Minimum,Minimum,Correct TS,Correct TS
ZOWJOK,Minimum,Minimum,Correct TS,Correct TS
ZOWJUQ,Minimum,Minimum,Correct TS,Correct TS
ZOXHAY,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOXKAY,Not Minimum,Not Minimum,Correct TS,Calc Fail
ZOXLAZ,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOXMAA,Minimum,Minimum,Correct TS,Correct TS
ZOXNOP,Minimum,Minimum,Incorrect TS,Incorrect TS
ZOYRUA,Minimum,Minimum,Incorrect TS,Correct TS
ZOYVUH,Minimum,Minimum,Correct TS,Correct TS
ZOZLOR,Minimum,Minimum,Correct TS,Correct TS
ZOZQOU,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZOZTOA,Minimum,Minimum,Correct TS,Correct TS
ZOZZET,Minimum,Not Minimum,Correct TS,Correct TS
ZSPUNT,Minimum,Minimum,Incorrect TS,Correct TS
ZUBBUT,Minimum,Minimum,Correct TS,Correct TS
ZUBHOV,Minimum,Minimum,Incorrect TS,Incorrect TS
ZUCHEM,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZUCLAN,Minimum,Minimum,Correct TS,Correct TS
ZUCLER,Minimum,Minimum,Correct TS,Correct TS
ZUCQUJ,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUDBIJ,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZUDDAF,Minimum,Minimum,Correct TS,Correct TS
ZUDKIV,Minimum,Minimum,Correct TS,Correct TS
ZUDQAT,Not Minimum,Minimum,Correct TS,Correct TS
ZUDTEA,Not Minimum,Minimum,Correct TS,Correct TS
ZUDTUQ,Minimum,Minimum,Correct TS,Correct TS
ZUDVEC,Minimum,Minimum,Incorrect TS,Correct TS
ZUDXEB,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZUFFOY,Minimum,Minimum,Correct TS,Correct TS
ZUFHOA,Not Minimum,Not Minimum,Correct TS,Correct TS
ZUFJUH,Not Minimum,Not Minimum,Correct TS,Correct TS
ZUFRAV,Minimum,Minimum,Correct TS,Incorrect TS
ZUGJEQ,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUGNAS,Minimum,Minimum,Correct TS,Correct TS
ZUHDUE,Minimum,Minimum,Correct TS,Correct TS
ZUHGOY,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
ZUHKIW,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUHKOC,Minimum,Minimum,Correct TS,Correct TS
ZUHQAU,Minimum,Minimum,Correct TS,Correct TS
ZUHTAX,Minimum,Minimum,Correct TS,Correct TS
ZUKCIU,Minimum,Minimum,Correct TS,Correct TS
ZUKCUF,Not Minimum,Minimum,Incorrect TS,Incorrect TS
ZUKKEV,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZUKNIC,Minimum,Minimum,Correct TS,Correct TS
ZUKSAZ,Not Minimum,Minimum,Correct TS,Correct TS
ZUKWAD,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUKYEL,Minimum,Minimum,Incorrect TS,Incorrect TS
ZULTAE,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZULWAG,Minimum,Minimum,Correct TS,Correct TS
ZULWEK,Minimum,Minimum,Correct TS,Correct TS
ZULXUC,Minimum,Minimum,Correct TS,Correct TS
ZUMBIS,Minimum,Minimum,Incorrect TS,Incorrect TS
ZUMXIQ02,Minimum,Minimum,Correct TS,Correct TS
ZUNKIC,Minimum,Minimum,Correct TS,Correct TS
ZUNPOP,Minimum,Not Minimum,Correct TS,Correct TS
ZUNTAD,Minimum,Minimum,Correct TS,Correct TS
ZUNVUC,Minimum,Minimum,Correct TS,Correct TS
ZUNXUD,Minimum,Minimum,Correct TS,Correct TS
ZUNYAL,Minimum,Minimum,Correct TS,Correct TS
ZUPCOE,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUPMOM,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZUQCUM,Minimum,Minimum,Correct TS,Correct TS
ZUQDAT,Minimum,Minimum,Correct TS,Correct TS
ZUQJUT,Not Minimum,Minimum,Correct TS,Correct TS
ZUQTEM,Minimum,Minimum,Correct TS,Correct TS
ZUQTOW,Minimum,Minimum,Correct TS,Correct TS
ZUQVAK,Minimum,Minimum,Correct TS,Correct TS
ZUSFAW,Not Minimum,Minimum,Correct TS,Correct TS
ZUSYET,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZUVZOH,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUWBEA,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUWBIE,Minimum,Minimum,Incorrect TS,Correct TS
ZUWFEC,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZUWGAC,Not Minimum,Minimum,Correct TS,Correct TS
ZUWGEG,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZUWMEL,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
ZUWTOA,Minimum,Not Minimum,Correct TS,Correct TS
ZUXJEK,Minimum,Minimum,Correct TS,Correct TS
ZUXPOA,Minimum,Minimum,Correct TS,Calc Fail
ZUXRAO,Minimum,Minimum,Correct TS,Correct TS
ZUXRIW,Minimum,Minimum,Correct TS,Correct TS
ZUZCOO,Not Minimum,Minimum,Correct TS,Correct TS
ZUZJEM,Minimum,Minimum,Correct TS,Correct TS
ZUZVIZ,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZUZXAT,Minimum,Minimum,Correct TS,Correct TS
ZUZXEX,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZUZZUP,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
ZZZAKD10,Minimum,Minimum,Correct TS,Correct TS
ZZZAUM10,Minimum,Minimum,Correct TS,Correct TS
ZZZBLS01,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
ZZZBPY01,Minimum,Minimum,Correct TS,Correct TS
ZZZBWY10,Minimum,Minimum,Incorrect TS,Correct TS
ZZZDDJ02,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
