Ligand,Cone Angle (°),% Buried Volume (3.5A),HOMO Energy (eV),LUMO Energy (eV),Cu-N (A),Lowdin Charge (N),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Orbital Charge Cu(d),Orbital Charge Cu(dxy),Orbital Charge L1(dxy),Orbital Charge L2(py),Ea
DXMTAS,181.4,29.5,-2.3215,-2.3022,1.87,-0.4489,2.7542,28.8472,7.3626,0.7438,9.782,1.9751,0.0948,1.7226,14
ZAMRUA,202.49,42.2,-2.8839,-2.2545,1.85,-0.3773,2.8695,28.841,7.2797,0.8068,9.7032,1.9284,0.1058,1.7236,21.8
GIDFAD,187.51,31.5,-3.7719,-3.65,1.85,-0.3253,2.9835,28.691,7.3028,0.8115,9.744,1.9751,0.0793,1.0419,22.3
DAPTIA,196.3,35,-2.9119,-2.2082,1.84,-0.4154,2.827,28.8044,7.352,0.7644,9.7551,1.9427,0.0237,1.4001,19.5
VUDFAC,191.93,32.5,-2.9246,-2.3133,1.84,-0.3933,2.8596,28.7355,7.3346,0.7736,9.7254,1.9459,0.0777,1.6166,19
LIVJEG,235.44,37.8,-3.6855,-3.1439,1.84,-0.3639,2.9393,28.7754,7.3334,0.8228,9.7628,1.9635,0.0572,1.1584,18.4
TASHAW01,195.6,31.9,-2.8803,-2.4596,1.88,-0.4104,2.8152,28.8301,7.3315,0.7307,9.7575,1.9801,0.0923,1.2804,29.2
ATETCY10,192.21,32.4,-3.1212,-2.8208,1.84,-0.3936,2.8541,28.7961,7.348,0.7881,9.7617,1.9709,0.0687,1.2015,1.3
YEBSEG,231.09,42.1,-2.3838,-1.5509,1.92,-0.4445,2.7887,28.8814,7.3355,0.7416,9.7924,1.9633,0.0704,1.2241,13.9
CEKQIS,188.67,32,-2.8041,-2.0928,1.87,-0.4314,2.8092,28.7761,7.3684,0.8007,9.7327,1.9672,0.0587,1.7472,23.5
YILJIP,187.08,33.7,-2.7468,-2.2987,1.85,-0.4015,2.8259,28.7901,7.3398,0.7413,9.7211,1.9692,0.1028,1.539,20.1
EVODID,209.83,40.1,-3.344,-2.5855,1.85,-0.4148,2.8608,28.8285,7.3479,0.8573,9.7618,1.9605,0.1071,1.0675,23.7
BODFOR01,235.05,43.2,-3.7209,-3.1902,1.81,-0.3225,2.9854,28.7099,7.2892,0.8175,9.7164,1.9402,0.0214,1.3889,17.2
DIYJUR,183.15,29.9,-1.8295,0.7227,1.93,-0.4799,2.723,28.9803,7.368,0.6848,9.7969,1.9774,0.0882,1.7798,28.2
UWAHUW,182.47,33.3,-1.5408,0.6238,1.94,-0.4835,2.6958,28.9906,7.3455,0.669,9.801,1.9769,0.061,1.7171,20.9
QEWDUT,175.96,29.9,-2.9241,-1.8126,1.88,-0.4803,2.7596,28.8762,7.383,0.8116,9.7978,1.985,0.0549,1.3004,26.3
LETDUJ,193.78,30.6,-2.4332,-0.4682,1.93,-0.4748,2.716,28.8758,7.3714,0.669,9.8124,1.969,0.0865,1.228,23.4
QINCEY,192.6,34,-3.4953,-3.0317,1.85,-0.3379,2.9656,28.8252,7.2996,0.8443,9.7022,1.9753,0.1151,1.259,21.8
ISOXAQ,198.09,32.3,-3.4748,-2.9909,1.84,-0.3214,2.9537,28.6861,7.2648,0.8067,9.6625,1.9222,0.1358,1.6992,21.8
QUOLSA,194.89,32.8,-2.8928,-1.787,1.84,-0.4268,2.8016,28.8938,7.3374,0.8027,9.7631,1.9552,0.0908,1.3298,25.4
PAZFIH,235.52,42.5,-2.1964,-1.4349,1.93,-0.4428,2.7395,28.805,7.3244,0.6702,9.7374,2.0018,0.0581,1.2225,10
YUYHAD,197.82,31.1,-3.1875,-2.8323,1.84,-0.3426,2.9128,28.6694,7.2939,0.7781,9.6745,1.9575,0.0733,1.7268,24
TASKED,230.55,36.2,-3.9687,-3.6841,1.82,-0.2686,3.0243,28.6118,7.2438,0.8319,9.7293,1.9708,0.024,1.5471,29.5
CAGLYD01,178.72,30.3,-2.2885,0.5386,1.91,-0.4717,2.7383,28.9116,7.3565,0.7078,9.7991,1.9594,0.0753,1.5317,24.4
NEQGEY,195.44,33.6,-2.8733,-2.1799,1.87,-0.4501,2.7932,28.8705,7.3683,0.791,9.806,1.9553,0.0204,1.2923,18.1
HALVEX,237.02,41.2,-3.6372,-2.607,1.84,-0.3676,2.8474,28.7754,7.3501,0.7691,9.7628,1.9812,0.0217,1.684,15.8
JABPIP,197.57,32.3,-3.6227,-3.1803,1.83,-0.3052,2.964,28.6701,7.2633,0.8155,9.6595,1.9516,0.1265,1.6805,24.7
SANVUY,199.19,31.5,-3.4431,-2.9942,1.84,-0.3207,2.9429,28.6785,7.2618,0.8101,9.6594,1.9366,0.1153,1.6934,24.9
JIPPOQ,236.9,43.2,-3.8441,-3.3377,1.8,-0.3108,2.9994,28.6968,7.2841,0.8253,9.7105,1.9746,0.0261,1.3349,17.3
TUNBAH,204.64,39.8,-2.7564,-1.9594,1.87,-0.3923,2.9115,28.8529,7.2898,0.8143,9.7459,1.9708,0.0233,1.204,13
WOJLIT,200.51,39.9,-2.6685,-2.3179,1.84,-0.3985,2.8116,28.8221,7.34,0.7454,9.7225,1.9643,0.0941,1.5377,22.7
VUDVEX,204.12,36.7,-3.8918,-3.3638,1.82,-0.3366,2.9846,28.7002,7.3019,0.8396,9.7158,1.9608,0.0266,1.3718,20.6
QIZBAD,214.04,36.9,-3.1106,-2.1967,1.84,-0.4242,2.8427,28.8101,7.3591,0.797,9.801,1.9725,0.0314,1.3116,17.2
BEMSAP,181.75,32.3,-2.5027,-1.3583,1.87,-0.4539,2.7452,28.8752,7.3708,0.7316,9.7838,1.9366,0.0804,1.7069,18
LOGROR,200.07,40.3,-1.6132,-0.0989,1.95,-0.4765,2.7061,28.89,7.4136,0.6653,9.7997,1.9777,0.0903,1.7104,20.3
SICZIQ,182.18,29.9,-2.3074,-2.2941,1.87,-0.4504,2.7491,28.8595,7.3627,0.7423,9.7819,1.9775,0.0882,1.7237,14.4
DEDDEV,194.55,32.1,-3.3025,-2.7636,1.84,-0.3459,2.9241,28.7164,7.2695,0.8062,9.6739,1.9374,0.1205,1.7234,20.7
ATRTAX10,190.16,29.1,-2.1039,-2.0215,1.86,-0.4303,2.7763,28.8097,7.3502,0.6897,9.7384,1.967,0.088,1.6976,19.1
INAKAL,251.37,41.3,-3.6812,-1.3787,1.95,-0.3464,2.9012,28.8087,7.4137,0.5636,9.8621,1.9788,0.0243,1.3793,40.6
MAZMIM,198.5,34.5,-3.5941,-3.3176,1.82,-0.3564,2.9218,28.801,7.3172,0.8258,9.7718,1.9496,0.0745,1.2104,24.4
DECYAM,232.12,39.9,-3.4346,-2.8349,1.82,-0.3611,2.9612,28.7995,7.3195,0.8281,9.7203,1.9637,0.0304,1.3869,18.1
KAKXAY,189.57,35.5,-1.9814,-0.554,1.95,-0.4785,2.7236,28.8964,7.4184,0.7064,9.8088,1.9834,0.0667,1.5965,22.3
QOQVAT,187.67,31.2,-3.244,-2.7664,1.83,-0.4112,2.8587,28.827,7.3491,0.8396,9.7798,1.9684,0.0659,1.1922,20.3
HURNEO,165.88,27.5,-2.9697,-1.2976,1.86,-0.4645,2.7821,28.9081,7.3697,0.8326,9.7936,1.9806,0.0716,1.2119,24.4
VUMXAF,180.97,28.3,-3.3878,-2.9376,1.8,-0.3765,2.9098,28.7437,7.316,0.8363,9.7459,1.9661,0.0695,1.5534,19.6
WUQYOY,249.06,38.7,-2.3725,-2.2919,1.9,-0.4466,2.7994,28.9473,7.2699,0.7981,9.8067,1.9778,0.0832,1.1621,10.9
DUJDUJ,191.16,32.5,-3.5579,-2.9223,1.81,-0.3727,2.9135,28.7715,7.3214,0.8428,9.7458,1.9452,0.0867,1.2028,19.5
LIKYEL01,182.57,31.6,-3.4361,-2.5508,1.82,-0.4084,2.8783,28.8165,7.3589,0.8557,9.794,1.9709,0.0276,1.1335,19.2
DACHEU01,182.4,29.9,-1.8507,0.5206,1.92,-0.4859,2.7079,28.998,7.3316,0.7111,9.7882,1.9612,0.0904,1.6987,33.5
AQIWUU,174.24,28.2,-2.4375,-1.7257,1.89,-0.4663,2.728,28.8486,7.3678,0.7085,9.811,1.9802,0.1028,1.3965,14.7
XUDGEI,184.27,34.4,-1.6268,0.5847,1.93,-0.4888,2.7556,29.0109,7.3929,0.7223,9.7957,1.9806,0.0799,1.7105,23.1
LURRUN,186.7,30.6,-2.5902,-2.1434,1.84,-0.4155,2.7862,28.8045,7.3605,0.7394,9.7351,1.9716,0.1059,1.6939,17.5
ATUNEJ,219.58,42.6,-3.7117,-3.1808,1.81,-0.3364,2.9645,28.7428,7.3086,0.8292,9.7218,1.9858,0.0248,1.2973,-3
URUQUU,181.27,32.6,-2.4195,-1.2107,1.89,-0.4603,2.7606,28.8938,7.381,0.7633,9.7829,1.9884,0.1082,1.7203,14.4
UJULEQ,189.86,29.3,-1.6431,-1.3866,1.92,-0.4807,2.7048,28.9639,7.3981,0.695,9.7903,1.9826,0.0928,1.3579,19.2
TOPJAL,228.31,38.6,-3.4171,-2.8722,1.83,-0.3656,2.9308,28.7636,7.3027,0.8392,9.7382,1.9612,0.0964,1.141,14.7
DEYQEF,193.44,35.6,-2.643,-1.5086,1.88,-0.44,2.766,28.8634,7.3318,0.7475,9.7517,1.9486,0.0999,1.6541,14.9
KUJBEW,180.84,29,-2.4385,-1.7229,1.86,-0.4526,2.7539,28.8171,7.3674,0.7183,9.7745,1.9576,0.0897,1.3374,14.4
LOBTEE,197.49,34.6,-3.226,-2.5933,1.85,-0.3685,2.8757,28.7191,7.3127,0.7769,9.7049,1.9644,0.0563,1.5635,19.3
AREVAW,241.22,41.6,-2.5607,-2.0693,1.91,-0.4458,2.7702,28.8771,7.3533,0.7412,9.7659,1.98,0.0686,1.2036,13.1
SAHZAF,179.82,29.4,-2.6095,-1.4829,1.86,-0.4561,2.7485,28.8367,7.3651,0.7441,9.7854,1.9769,0.0873,1.7172,21.6
GUTZUS,230.65,37.8,-3.564,-3.282,1.83,-0.3476,2.973,28.7524,7.3093,0.8343,9.7293,1.9913,0.0287,1.1506,18.8
NEKRUT,210.01,34.4,-3.1424,-2.7561,1.87,-0.4056,2.8535,28.8099,7.3483,0.8018,9.7697,1.9671,0.0616,1.0641,18.4
DUBJIV,241.44,40,-2.4371,-1.9013,1.9,-0.4479,2.797,28.9283,7.268,0.7891,9.8033,1.9833,0.0471,1.4146,14.4
KAXTAH,196.1,31.5,-3.4046,-2.9559,1.84,-0.3352,2.9605,28.7168,7.2845,0.8535,9.6641,1.9155,0.0844,1.7732,22.1
RAKXAE,223.52,36.3,-3.4109,-3.3022,1.84,-0.3895,2.8916,28.7887,7.3328,0.8293,9.779,1.9601,0.0818,1.1842,16.7
ROGKAA,225.03,34.5,-3.3243,-2.7871,1.84,-0.396,2.8817,28.7974,7.3275,0.8227,9.7539,1.9796,0.074,1.1275,17.2
YOHNOB,229.47,42,-2.3486,-1.6254,1.93,-0.4451,2.7765,28.8834,7.3353,0.7328,9.7946,1.9629,0.0707,1.2097,13.1
DEKKIO,197.45,33,-3.3991,-3.1299,1.84,-0.3388,2.9615,28.7087,7.3103,0.8281,9.7002,1.9744,0.0658,1.2317,22.3
LINBES,232.98,40.1,-2.8026,-2.1234,1.88,-0.4386,2.7759,28.8322,7.3817,0.7596,9.8154,1.97,0.0321,1.3768,15
YIFJAZ,233.52,38.8,-3.1965,-2.5138,1.87,-0.4166,2.8325,28.8743,7.3492,0.8256,9.7858,1.9668,0.0844,1.1687,15.9
DUGPEA,177.58,30,-2.1526,0.4674,1.92,-0.4758,2.7337,28.9244,7.398,0.7424,9.7966,1.9384,0.0822,1.6904,24.7
IZOXAX,188.41,32,-2.935,-2.3963,1.85,-0.3961,2.8478,28.7815,7.3359,0.7671,9.7224,1.9373,0.0935,1.5996,20.6
YEJKED,185.57,32.1,-2.8804,-1.7689,1.84,-0.4414,2.7925,28.884,7.3603,0.8116,9.7876,1.9794,0.063,1.2979,30.4
PODZAM,173.89,27.7,-2.5251,-0.091,1.89,-0.4652,2.7343,28.8923,7.3508,0.7168,9.7912,1.9469,0.0922,1.7052,20.7
YAJMEC,182.35,28.3,-3.5517,-3.0163,1.79,-0.3599,2.9368,28.7271,7.3141,0.8522,9.7354,1.9614,0.0765,1.5376,20.1
LOPHAC,225.28,37.2,-2.4347,-1.8058,1.91,-0.4654,2.7465,28.8704,7.3682,0.7521,9.7997,1.9667,0.078,1.2605,13.8
KEGLEQ,241.41,42.6,-2.7327,-2.3673,1.9,-0.4236,2.8058,28.8688,7.3363,0.754,9.749,1.9648,0.0779,1.1822,13
UXILOE02,184.97,39.6,-3.0859,-2.9636,1.86,-0.4169,2.857,28.8239,7.336,0.8258,9.7397,1.9942,0.0992,1.4711,18.3
ZENQDX,199.93,35.2,-2.9891,-2.2084,1.86,-0.4055,2.8584,28.7864,7.3512,0.8175,9.703,1.9617,0.0574,1.1225,19.4
RUWDUJ,187.58,30.2,-1.4114,-1.0472,1.9,-0.4773,2.7025,28.9496,7.3504,0.6671,9.7957,1.9761,0.0751,1.7201,26
PAXCEZ,195.55,30,-3.9245,-3.547,1.78,-0.2802,3.0431,28.6468,7.2556,0.8667,9.6644,1.9912,0.0808,1.7057,20.8
ETIGEV01,196.58,32.8,-3.3167,-2.7776,1.85,-0.3433,2.9209,28.7234,7.2721,0.8009,9.6742,1.9485,0.1034,1.5689,23.3
DOZDUT,215.6,44.9,-2.3395,-1.4235,1.92,-0.4541,2.7486,28.8382,7.3605,0.7203,9.7814,1.9506,0.0817,1.2797,14.5
ROCMOO,190.78,33.5,-3.492,-2.8415,1.81,-0.3847,2.8902,28.697,7.3141,0.8356,9.7334,1.893,0.0532,1.4879,19
LAHMOX,173.72,27.8,-2.5097,-0.1268,1.9,-0.4678,2.7446,28.9145,7.3793,0.7657,9.7908,1.9673,0.0693,1.6945,22.4
BABFUI,181.65,30.9,-3.6839,-3.0382,1.81,-0.365,2.9207,28.7514,7.3236,0.8471,9.7567,1.9721,0.0669,1.2204,24.8
VEYGEL02,173.54,28.7,-2.5924,-1.5889,1.87,-0.4604,2.7438,28.8231,7.3755,0.7331,9.8015,1.9791,0.1104,1.411,15.3
VINXEW,205.16,33.6,-2.8065,-1.7469,1.84,-0.4486,2.8042,28.8347,7.3781,0.8164,9.7916,1.9648,0.074,1.1925,22.7
GATDEM,196.62,32,-3.2676,-2.8177,1.85,-0.3415,2.9281,28.7198,7.2644,0.804,9.6707,1.9267,0.0994,1.6023,22.4
LACTOZ,208.44,44.4,-2.7706,-1.5094,1.92,-0.4431,2.7737,28.8687,7.348,0.7533,9.7532,1.9729,0.0572,1.6096,15.2
MOYWOO,210.54,38.8,-2.6494,-1.2366,1.9,-0.4541,2.7299,28.8104,7.3618,0.7678,9.752,1.9653,0.0839,1.6747,17.1
HONYAM,197.28,42.4,-2.1392,-1.6086,1.9,-0.4013,2.8745,28.8835,7.2753,0.8161,9.7304,1.9505,0.1072,1.6624,15.6
DHNAPH17,197.66,31.3,-3.3897,-2.9418,1.83,-0.3253,2.9423,28.676,7.2783,0.8091,9.6602,1.9407,0.1164,1.7065,23.5
TRIPDI,198.25,33.9,-2.3671,-1.6486,1.91,-0.4559,2.75,28.8888,7.3734,0.7493,9.7738,1.9483,0.0916,1.653,28.7
KUFLEF,199.07,32.1,-3.5079,-3.17,1.82,-0.38,2.9152,28.762,7.3331,0.8467,9.7669,1.9648,0.0715,1.1864,23.7
HEGJAE,224.24,41.4,-2.3737,-1.6035,1.92,-0.4609,2.7624,28.8776,7.3606,0.7257,9.7938,1.9805,0.0788,1.2019,15.8
SABQAP,191.97,37.5,-2.9676,-2.8025,1.85,-0.3599,2.9109,28.7915,7.3093,0.8141,9.6684,1.9858,0.1083,1.5897,21.9
MUDYEP,219.68,47.8,-2.4719,-2.2765,1.91,-0.4175,2.822,28.8907,7.3358,0.7342,9.7382,1.9802,0.103,1.1594,10
UXAMOX02,232.48,37.8,-3.3631,-2.7211,1.86,-0.401,2.8667,28.8113,7.3467,0.8257,9.7711,1.983,0.0678,1.1346,16.7
SIWFAF,187.14,31.5,-4.1291,-3.66,1.77,-0.2693,3.0456,28.6297,7.2549,0.8685,9.6592,1.9122,0.0863,1.7232,23.6
QUDPOW,188.49,32.1,-2.7906,-0.9895,1.9,-0.4651,2.7716,28.8744,7.3859,0.7947,9.803,1.9783,0.077,1.1292,21.7
WUKPIB,189.03,31.4,-2.657,-2.211,1.85,-0.4045,2.822,28.7809,7.3412,0.7288,9.7095,1.9448,0.1127,1.7101,21.3
RAWTIU,211.02,36.3,-3.6914,-3.1007,1.81,-0.3559,2.9521,28.739,7.3291,0.8306,9.7203,1.9817,0.028,1.2308,24.9
SILZIW,245.52,41.1,-3.4263,-1.0893,1.98,-0.3164,2.8555,28.8108,7.416,0.5274,9.8525,1.9891,0.0293,1.386,44.3
BINGIR,184.59,32.4,-2.5251,-1.7409,1.89,-0.4605,2.7582,28.9181,7.4041,0.7873,9.7664,1.9596,0.0518,1.7039,18.9
RUZGUR,210.64,39,-3.6417,-2.9824,1.83,-0.3473,2.9717,28.7556,7.2901,0.8386,9.7058,1.9443,0.0326,1.1351,25.4
DIDBAU,218.22,39.2,-2.6391,-1.8432,1.86,-0.4158,2.814,28.8264,7.3148,0.7442,9.7778,1.989,0.0273,1.416,17.4
SUYWOA,225.01,37.5,-3.5653,-2.8787,1.83,-0.3502,2.9367,28.8134,7.2963,0.8619,9.749,1.9439,0.0566,1.2504,18.5
QUWQOQ,178.31,34,-2.2461,0.0876,1.91,-0.4707,2.7417,28.9347,7.3501,0.7147,9.797,1.9718,0.0782,1.7049,25.1
ROVTEE,231.98,42.6,-2.2302,-1.5959,1.94,-0.4496,2.7554,28.8823,7.3309,0.7103,9.8005,1.9844,0.0624,1.2143,13
GAPCUY,212.98,35.6,-3.0247,-1.8128,1.91,-0.4391,2.7587,28.9102,7.361,0.7561,9.8019,1.9876,0.032,1.416,16.5
KITZOF,227.59,38.5,-3.7509,-3.4593,1.85,-0.3396,2.971,28.7887,7.2949,0.8297,9.7534,1.9732,0.0785,1.1413,17.9
KGULAM,182.69,36.2,-1.5907,-0.0292,1.93,-0.4833,2.7039,28.9678,7.3541,0.6842,9.7931,1.9783,0.0612,1.7094,22.3
XACSOL,193.36,32.5,-3.4405,-3.0226,1.84,-0.3242,2.964,28.7533,7.2778,0.8536,9.6498,1.9177,0.0944,1.581,32.6
DESKOB,192.59,32.4,-2.0819,-0.0451,1.95,-0.4714,2.7334,28.9465,7.4063,0.7228,9.8066,1.9823,0.0734,1.5681,26.8
MUGNOR,193.83,32.5,-2.0466,-0.7858,1.94,-0.4728,2.7312,28.9525,7.4144,0.7259,9.8068,1.9769,0.0991,1.7642,19.3
JUKDIC,181.17,33.5,-2.6588,-2.2844,1.84,-0.4254,2.7745,28.8277,7.3594,0.7607,9.7661,1.9414,0.0661,1.7187,15.9
FIPLUO,190.62,32.6,-3.2254,-2.0519,1.83,-0.4282,2.8383,28.8036,7.3643,0.8304,9.7927,1.9676,0.0258,1.1732,12.2
ARADED,180.83,30,-3.0448,-2.3867,1.84,-0.4399,2.8028,28.8436,7.3633,0.8328,9.7847,1.967,0.0686,1.1713,20.7
ELUFUN,210.97,36.2,-3.734,-3.1527,1.81,-0.3518,2.9549,28.7393,7.3244,0.8323,9.7192,1.9834,0.0332,1.2223,22.4
SAZFOQ,194.24,34.5,-2.4379,-0.9746,1.89,-0.4562,2.7417,28.8717,7.344,0.729,9.7749,1.9549,0.0955,1.6816,15.9
FUGSOQ,201.33,33.7,-3.3394,-2.8655,1.84,-0.337,2.9225,28.6977,7.2958,0.7989,9.6701,1.9403,0.0959,1.6202,22.3
QEBFOS,197.28,39.4,-2.5459,-0.1399,1.91,-0.4872,2.7432,28.965,7.4,0.7404,9.874,1.9744,0.0074,3.6234,17.4
HIRREH01,234.25,46,-1.9409,-0.853,1.93,-0.4593,2.7599,28.908,7.3403,0.6971,9.8111,1.9642,0.031,1.7354,18.3
DOXJOR,189.44,33.9,-2.7855,-2.4984,1.86,-0.4192,2.8329,28.9133,7.3507,0.7932,9.7523,1.9919,0.0833,1.3205,23.7
CADHOH,194.96,33.4,-2.5563,-1.4958,1.9,-0.4445,2.778,28.8767,7.3554,0.7701,9.7411,1.9326,0.1152,1.7203,17.3
PANGIV,231.73,37.7,-3.3436,-2.7212,1.86,-0.4022,2.8638,28.8392,7.3469,0.8292,9.7749,1.9734,0.0707,1.0996,17.1
KIGQAS,197.88,32.2,-3.3711,-2.9171,1.84,-0.3312,2.9332,28.6888,7.2758,0.7997,9.667,1.9446,0.0935,1.6277,22.6
SODDIY,188.39,33.3,-1.6443,-1.5448,1.89,-0.4656,2.7255,28.93,7.3598,0.6869,9.7726,1.9795,0.0979,1.7272,20.7
PIDMEU,215.67,47.1,-2.6095,-2.1022,1.9,-0.3638,2.8396,28.8979,7.2512,0.7467,9.6717,1.9522,0.0832,1.6558,24.3
XUQHUM,249.85,42.4,-3.1038,-0.9514,2,-0.3337,2.8943,28.8807,7.3829,0.5085,9.8572,1.9815,0.0238,1.4035,44.1
AZILOM,234.03,38,-3.73,-3.399,1.85,-0.3365,2.9587,28.8194,7.3109,0.8452,9.7425,1.9764,0.092,1.1192,14.3
GUHRIK,202.49,35.7,-3.5742,-2.9057,1.82,-0.3765,2.91,28.7591,7.3329,0.8303,9.7524,1.9667,0.0262,1.3287,17.4
WAJQEG,191.7,32.8,-2.7627,-0.5862,1.91,-0.4705,2.7525,28.8738,7.3598,0.7371,9.8065,1.963,0.0712,1.2353,23.5
IXIMEI,194.65,39.7,-2.7372,-1.119,1.88,-0.4476,2.777,28.8807,7.3571,0.7959,9.7626,1.9741,0.1023,1.6233,14.9
BIJFOR,230.62,41.4,-3.0742,-2.3012,1.84,-0.405,2.8975,28.7755,7.322,0.8095,9.7932,1.9484,0.0248,1.1655,10.2
TUCGED,207.38,45.8,-3.0218,-1.1647,1.88,-0.4278,2.8347,28.9868,7.3262,0.8331,9.7221,1.9607,0.0479,1.397,20.3
CAZZEI,184.22,28.4,-1.7805,0.5833,1.92,-0.4867,2.7029,28.997,7.3294,0.7205,9.7831,1.9731,0.0943,1.7059,28.5
VEBBOT,176.08,28.6,-2.6738,-1.9355,1.86,-0.443,2.7699,28.7931,7.3714,0.7358,9.7838,1.9777,0.1013,1.4432,14.3
PIBVEE,190.7,34,-2.8473,-1.8185,1.86,-0.4332,2.7879,28.8138,7.3397,0.7753,9.7406,1.989,0.0978,1.4801,16.1
BZOINN03,186.4,31.4,-2.6984,-2.2222,1.86,-0.4099,2.818,28.8001,7.3434,0.726,9.7176,1.9561,0.1172,1.7479,19.9
OXAMID04,174.7,27.9,-2.7592,-1.179,1.86,-0.4588,2.7721,28.9213,7.3554,0.7875,9.7894,1.9428,0.0551,1.3339,22.8
QIVYAY,201.29,35.5,-3.3136,-2.8261,1.82,-0.3531,2.9009,28.6701,7.3129,0.778,9.6911,1.9852,0.0612,1.5914,18
VURXAJ,206.33,41,-1.7872,-1.6835,1.89,-0.4362,2.7764,28.8304,7.3277,0.7057,9.7234,1.972,0.0587,1.661,18.4
EROMAA01,198.15,32.3,-2.8487,-1.755,1.84,-0.4453,2.7953,28.899,7.351,0.8176,9.7909,1.9616,0.0627,1.3354,21
JEDJIM,191.3,29.1,-4.1763,-3.7806,1.77,-0.2477,3.0494,28.5926,7.2492,0.872,9.6385,1.9934,0.0832,1.5767,16.4
ZAKMEG,181.47,30.9,-3.6191,-2.9611,1.81,-0.373,2.9125,28.7654,7.3336,0.8439,9.7597,1.9681,0.0727,1.2361,25.1
KILKAS,185.81,33,-2.4402,0.4181,1.9,-0.4641,2.7438,28.9148,7.3536,0.7191,9.7956,1.951,0.0478,1.639,19.5
PADDIL,181.8,29.9,-2.9893,-2.3885,1.85,-0.4338,2.8072,28.8979,7.355,0.8175,9.7946,1.9626,0.0676,1.2209,22.2
TUKMAQ,206.04,33.9,-3.4371,-3.0948,1.83,-0.3236,2.9466,28.7243,7.2931,0.792,9.6897,1.9214,0.0191,1.627,21.3
WULTEF,158.88,27.2,-3.0426,-1.8331,1.84,-0.4509,2.807,28.9104,7.3582,0.8298,9.7719,1.943,0.0729,1.2809,23.2
VIRDOP,221.87,43.8,-3.062,-2.0955,1.83,-0.3864,2.9065,28.8116,7.2915,0.8204,9.7465,1.9717,0.0245,1.1058,17
WELKEF,247.1,43.5,-3.367,-3.2241,1.83,-0.2738,2.9881,28.7789,7.2698,0.8416,9.6993,1.9906,0.026,1.6523,18.9
DXSORF,180.84,33.4,-1.7004,0.5594,1.93,-0.4849,2.7071,28.9775,7.3398,0.6834,9.7941,1.9534,0.0966,1.7205,24.7
QEJYUC,204.15,35,-3.4905,-2.9972,1.84,-0.3047,2.9362,28.6289,7.227,0.8013,9.6208,1.9106,0.0589,1.674,25.2
KULWIY,184.14,29,-3.8399,-3.3493,1.78,-0.3202,2.9884,28.6781,7.2812,0.8503,9.711,1.9774,0.0678,1.5905,22.8
OYIGEK02,187,30.5,-3.2384,-2.4862,1.86,-0.3982,2.8751,28.8477,7.3516,0.8222,9.7587,1.9671,0.0517,1.1719,24.3
WAHGUI,193.03,32.5,-3.296,-2.9127,1.83,-0.3671,2.9229,28.75,7.3295,0.8258,9.7303,1.9617,0.0731,1.2083,20.7
WUSVIR,184.43,28.5,-3.8021,-3.3075,1.78,-0.3243,2.9853,28.6745,7.2828,0.8495,9.7115,1.9596,0.072,1.5558,23
DIVLUS,238.35,43.7,-3.4199,-2.8871,1.87,-0.3585,2.9027,28.7839,7.3093,0.8195,9.7459,1.9854,0.0935,1.205,15.4
TIRGEI,193.53,33.3,-2.4913,-0.6749,1.91,-0.4665,2.7374,28.8798,7.3768,0.7588,9.7751,1.9682,0.0845,1.5514,15.4
WEGQOQ,253.67,42,-3.2588,-1.037,1.96,-0.3197,2.9019,28.846,7.396,0.5162,9.8712,1.9815,0.0244,1.3336,30.2
VICVOV,195.96,35.8,-2.6606,-1.1138,1.92,-0.4602,2.7401,28.9219,7.3874,0.7624,9.7852,1.9619,0.0544,1.6644,16.8
MADDEE,194.51,33.8,-2.6555,-1.5361,1.9,-0.4527,2.7343,28.8855,7.3462,0.7569,9.7756,1.9659,0.0642,1.6912,21
VUXRAH,191.14,30.5,-3.1525,-2.8037,1.84,-0.3471,2.9079,28.7259,7.297,0.7731,9.6714,1.9263,0.0617,1.7154,24.8
RAYWAR,181.29,33.1,-2.3453,-1.5483,1.89,-0.4636,2.7505,28.9102,7.3336,0.7217,9.7721,1.9651,0.1143,1.7431,16.2
XOXQAD,181.47,31.5,-2.8064,-1.5225,1.85,-0.4503,2.7887,28.9178,7.3724,0.8152,9.7886,1.9474,0.0986,1.3363,29.2
DALZIA,191.14,37.9,-3.4683,-2.6524,1.78,-0.4138,2.9086,28.7839,7.2737,0.8597,9.741,1.9736,0.0394,1.683,11.7
DETRAW,194.43,38.3,-2.8408,-2.3057,1.9,-0.3984,2.8166,29.0667,7.3121,0.7296,9.6927,1.9582,0.119,1.049,13.9
YIZNOK,175.89,35.1,-2.5986,-0.9531,1.89,-0.4665,2.7521,28.934,7.3721,0.7735,9.7849,1.9143,0.0634,1.6798,25.3
HUDWEK,229.11,40.5,-3.5839,-3.1136,1.83,-0.356,2.9625,28.7346,7.3126,0.8219,9.7276,1.9834,0.0212,1.2036,18.6
GUVBIK,230.19,38.6,-2.8954,-2.216,1.85,-0.4268,2.8423,28.8313,7.3467,0.7946,9.7485,1.9816,0.0355,1.1687,16.4
CUFRIH,198.71,33.7,-3.2545,-2.4359,1.84,-0.4123,2.8613,28.8239,7.3629,0.828,9.7843,1.9507,0.0209,1.1303,19.6
