Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
NIRJII04,84.08,204.16,2.07,7.25,6.95,37.1,27,15.8,539.12,-2.5723,-1.3933,2.03,1.99,1.88,0.3404,-0.4404,0.1136,-0.7895,1.9892,2.773,3.0363,1.9573,28.7945,7.3631,7.0024,8.5675,0.7267,0.4804,0.4657,3.198,1.1975,1.4355,1.5361,6.4067,12.4716,4.0829,4.2067,4.1819,9.7813,1.9464,1.9482,1.9403,1.9642,1.9822,1.2816,1.2083,0.022,0.0212,0.0239,0.0317,0.0192,1.478,1.6999,1.6169,0.4706,0.0979,0.1103,0.0693,0.1131,0.08,18.9
NIVJIM,56.67,203.83,1.55,6.67,7.03,38,27.2,16.1,524.37,-3.8631,-2.296,1.8,3.84,1.83,0.305,-0.3851,-0.8375,-0.582,2.5002,2.9113,1.9544,2.1305,28.8029,7.2622,8.539,8.4409,0.8228,0.7201,0,3.2253,1.4394,1.2582,1.3866,6.4406,12.5619,4.1819,4.1614,4.2185,9.6925,1.9811,1.9326,1.8621,1.9179,1.9989,1.4743,1.6865,0.0978,0.0973,0.0713,0.1147,0.0513,1.5015,1.6044,1.6277,0.2985,0.081,0.0628,0.0443,0.079,0.0313,42.8
NOBYEI,82.6,181.13,1.67,4.91,7.7,30.5,19.5,10.1,454.4,-2.8317,-2.057,2.09,1.97,1.86,0.2215,-0.4506,-0.5751,-0.127,1.8727,2.7791,2.0018,3.2641,28.8698,7.3733,8.4847,7.1292,0.8122,0.331,0.5082,3.2023,1.4513,1.4717,1.2502,6.4434,12.5228,4.1878,4.1674,4.1676,9.8123,1.9002,1.9749,1.971,1.9747,1.9916,1.5028,1.5099,0.0712,0.0787,0.0603,0.0753,0.0638,1.3563,1.3178,1.1948,0.0955,0.0114,0.0286,0.0234,0.0166,0.0155,26.1
NODHAR,86.91,186.93,1.55,13.79,7.59,31.6,22.9,16.3,811.91,-3.4645,-2.947,1.94,2.03,1.83,0.494,-0.3729,-0.6072,-0.5575,2.1254,2.9199,2.1118,1.9988,28.7342,7.3344,8.5063,8.4721,0.8616,0.4928,0.4082,3.2119,1.4241,1.3875,1.2739,6.3494,12.4296,4.2104,4.1484,4.0708,9.727,1.9,1.9576,1.9807,1.9587,1.93,1.5799,1.6293,0.0711,0.069,0.0955,0.0596,0.0864,1.4506,1.6157,1.6039,0.3665,0.0675,0.0727,0.0818,0.0735,0.071,15.3
NODHOG,85.46,205.04,2.11,6.4,10.66,38.3,29.4,18.1,626.14,-2.578,-1.6442,2.04,2.03,1.9,0.3459,-0.4603,-0.5887,-0.1548,1.9026,2.7679,1.9562,2.9938,28.8553,7.3898,8.475,7.2916,0.7985,0.3602,0.4377,3.2177,1.2052,1.3492,1.6154,6.4154,12.4438,4.0515,4.2183,4.174,9.795,1.9723,1.9656,1.9518,1.9518,1.9535,1.4951,1.6646,0.0908,0.0871,0.0662,0.0869,0.0653,1.1945,1.4051,1.3457,0.0831,0.0275,0.016,0.0117,0.0204,0.0074,22.3
NOGMIF,86.93,202.63,2.59,8.61,8.24,38.8,30.9,22.2,724.87,-3.2883,-2.8072,1.99,1.98,1.86,0.3814,-0.3896,0.0184,-0.6497,2.1775,2.8569,3.1193,2.0594,28.773,7.3433,7.0251,8.4606,0.7897,0.5475,0.4731,3.2024,1.3124,1.2828,1.5194,6.3801,12.48,4.1805,4.1317,4.1678,9.7585,1.9204,1.9726,1.9713,1.9263,1.9679,1.3667,1.195,0.0184,0.0378,0.0351,0.0333,0.0297,1.4963,1.7457,1.4451,0.4428,0.0543,0.1099,0.1054,0.0564,0.1167,18.3
NOHROT,85.12,185.47,1.89,6.96,13.22,31.4,22.2,15.3,742.37,-3.6792,-2.8045,2.02,1.94,1.82,0.5044,-0.3647,-0.4671,-0.5417,2.1131,2.9424,1.8588,2.032,28.7182,7.3217,8.3573,8.5215,0.8937,0.3988,0.4995,3.213,1.4212,1.3903,1.2643,6.36,12.4218,4.2063,4.1424,4.0731,9.7139,1.875,1.9538,1.9851,1.9693,1.9307,1.4918,1.5018,0.0777,0.0764,0.0898,0.0808,0.0778,1.5164,1.6054,1.551,0.3773,0.0701,0.0658,0.0891,0.0652,0.0871,15.1
NOKHEA,79.81,221.05,2.53,6.84,8.74,38.4,30.7,20.5,629.32,-3.5123,-2.9424,2.03,1.99,1.83,0.3561,-0.3698,-0.023,-0.6,2.107,2.9306,3.0883,2.1035,28.754,7.3062,7.1045,8.515,0.8466,0.5048,0.4402,3.2022,1.4437,1.4503,1.1975,6.3845,12.5095,4.1985,4.174,4.1369,9.75,1.9104,1.9743,1.9789,1.9261,1.9603,1.2382,1.4177,0.0126,0.0321,0.0318,0.0149,0.0236,1.4964,1.5273,1.6552,0.4066,0.0864,0.0813,0.0793,0.085,0.0746,14.4
NUDMOO,50.37,136.77,1.96,5.91,8.95,22.2,15.9,10.1,495.77,-3.0495,-2.0334,2.89,1.86,1.82,0.3359,-0.4579,-0.5092,-0.643,1.575,2.7938,2.0592,2.0009,28.7633,7.3465,8.4385,8.6483,0.8394,0,0.5473,3.1978,1.3483,1.4442,1.3932,6.5309,12.3727,4.1095,4.1687,4.0945,9.7605,1.9057,1.9645,1.9362,1.9832,1.9709,1.688,1.5278,0.0403,0.0653,0.0644,0.0556,0.0471,1.4408,1.6282,1.6652,0.4269,0.1143,0.0909,0.0542,0.102,0.0654,24.5
NUGVER,87.29,228.87,1.55,7.19,10.4,49.9,38.9,24,698.46,-3.3017,-2.7574,1.92,2.11,1.86,0.4891,-0.3855,-0.5435,-0.5594,2.1642,2.9025,2.1234,1.9786,28.8084,7.2998,8.4513,8.4392,0.8429,0.5354,0.3243,3.2158,1.3078,1.3042,1.4832,6.3355,12.4318,4.0809,4.1993,4.1516,9.7435,1.8965,1.9676,1.9632,1.9735,1.9427,1.4995,1.5724,0.0746,0.0688,0.0823,0.0732,0.0791,1.4979,1.6381,1.5227,0.3753,0.0683,0.087,0.0711,0.068,0.0809,17.6
NUGYIY,76.71,193.3,1.95,9.69,6.07,33.8,24.5,16.3,655.55,-3.0676,-2.2362,2.02,2.13,1.84,0.3662,-0.4263,-0.7165,-0.3436,1.7956,2.8129,1.9971,2.9164,28.6578,7.3752,8.6167,7.6902,0.7904,0.3905,0.2786,3.1959,1.2006,1.4527,1.5031,6.4048,12.4384,4.0602,4.1933,4.1848,9.7906,1.9551,1.9622,1.9458,1.969,1.9585,1.4505,1.5456,0.1029,0.091,0.0657,0.1199,0.0582,1.2499,1.3276,1.4978,0.0632,0.0174,0.0108,0.01,0.0187,0.0064,11.1
NUHHEE,78.84,232.06,3.11,8.16,10.28,40.4,32.2,18.8,681.92,-2.8141,-1.4535,2.01,2.08,1.9,0.2175,-0.4457,-0.219,-0.1229,1.9235,2.7761,3.041,2.9912,28.8582,7.3587,7.2326,7.1335,0.7583,0.4543,0.3985,3.2165,1.2064,1.4832,1.4671,6.4668,12.4891,4.1,4.1908,4.1983,9.8266,1.9579,1.9355,1.9724,1.9821,1.9787,1.4032,1.2015,0.0228,0.0089,0.0227,0.0115,0.0172,1.3358,1.3089,1.1691,0.1214,0.0121,0.0352,0.025,0.0233,0.0257,22.2
NUJKEJ02,81.74,228.03,2.45,7.81,8.68,38.7,31.3,20.7,667.38,-3.4229,-2.8538,1.97,2.01,1.83,0.3587,-0.3671,-0.0447,-0.6378,2.1856,2.9349,3.2653,2.0706,28.7581,7.3015,7.1058,8.5301,0.8398,0.581,0.4267,3.2053,1.4158,1.4389,1.2307,6.3826,12.5222,4.195,4.1777,4.1495,9.7365,1.8966,1.974,1.9777,1.9531,1.9352,1.2285,1.4188,0.0155,0.0319,0.0274,0.0168,0.0252,1.4961,1.5507,1.6603,0.4078,0.0843,0.0856,0.0702,0.0903,0.0774,17.1
NULMOY,63.23,198.73,1.71,7.79,11.06,33.5,23.8,15.1,606.19,-2.9692,-1.7682,1.94,2.26,1.85,0.247,-0.4517,-0.1415,-0.699,1.9129,2.794,3.1326,1.9642,28.927,7.3623,7.1977,8.5433,0.821,0.5631,0.2952,3.202,1.5273,1.2425,1.4049,6.4912,12.4742,4.1849,4.1505,4.1388,9.7876,1.9329,1.933,1.9637,1.9604,1.9975,1.344,1.2847,0.014,0.017,0.015,0.0187,0.0199,1.5215,1.7314,1.5486,0.3285,0.0637,0.0725,0.0558,0.0761,0.0602,25.4
NUNHAG,75.78,167.7,2.01,8.62,8.49,28.2,19.4,12.1,601.63,-3.0597,-1.5001,2.64,1.85,1.84,0.2305,-0.4566,-0.5102,-0.1075,1.8293,2.8065,2.0261,3.2837,28.8671,7.35,8.458,6.9791,0.8354,0,0.6742,3.1985,1.4031,1.3666,1.4155,6.5501,12.4631,4.145,4.2219,4.0961,9.7562,1.9018,1.9837,1.9636,1.9698,1.9373,1.5512,1.5124,0.0738,0.0465,0.0608,0.0502,0.0802,1.2934,1.3025,1.2317,0.1259,0.0229,0.0208,0.028,0.022,0.0322,32.1
NUQMAO,82.1,206.42,2.22,11.84,6.2,36.3,28.1,15.7,640.51,-2.8523,-1.8183,2.02,1.94,1.86,0.1546,-0.4428,-0.1545,-0.1429,2.1103,2.8023,2.8461,3.1854,28.8427,7.3637,7.178,7.0755,0.7878,0.4514,0.5153,3.2072,1.4411,1.4873,1.2321,6.4445,12.6066,4.1844,4.2195,4.2027,9.7943,1.9481,1.9529,1.9743,1.9498,1.9692,1.4348,1.1043,0.0217,0.0093,0.0309,0.0131,0.0259,1.2172,1.4512,1.2165,0.0951,0.0141,0.0167,0.0309,0.0111,0.0223,21
NUVXAE,77.71,172.81,1.73,7.75,9.61,28.7,17.5,9.7,522.19,-3.4842,-3.2552,2.23,1.95,1.84,0.3925,-0.364,-0.3081,-0.6492,1.8552,2.9334,2.844,2.1076,28.62,7.327,7.6443,8.5482,0.7927,0.2474,0.4942,3.2051,1.3571,1.435,1.2911,6.4079,12.4471,4.1554,4.1643,4.1274,9.7525,1.9187,1.9589,1.9787,1.9666,1.9297,1.3412,1.1141,0.0311,0.0106,0.0068,0.0085,0.0232,1.5082,1.6576,1.5589,0.4208,0.0759,0.0749,0.1059,0.0671,0.097,14.4
NUVZAG,49.98,169.42,1.78,7.53,8.69,24.9,23.9,18.6,613.41,-2.9963,-2.2089,2.91,1.85,1.82,0.3274,-0.4548,-0.5635,-0.5803,1.6354,2.8013,1.9016,2.125,28.791,7.3421,8.5189,8.539,0.8346,0,0.609,3.196,1.5202,1.4422,1.2215,6.5348,12.3836,4.1384,4.1858,4.0593,9.7542,1.9037,1.9716,1.951,1.9782,1.9497,1.556,1.568,0.0567,0.0602,0.0787,0.0569,0.0881,1.5925,1.6606,1.4616,0.3819,0.055,0.08,0.0979,0.054,0.0951,26.9
NUYYOX,81.81,194.06,1.67,10.09,10.05,33.6,23.5,14.7,671.9,-3.5934,-2.9481,2.05,1.94,1.82,0.2384,-0.3805,-0.1246,0.1252,2.246,2.9086,3.1705,3.1308,28.7742,7.3517,7.09,7.0723,0.8356,0.4336,0.622,3.2028,1.4226,1.4532,1.225,6.4078,12.5951,4.2058,4.2069,4.1824,9.7587,1.9357,1.9663,1.9726,1.9202,1.964,1.3198,1.2032,0.0214,0.011,0.0232,0.0152,0.0198,1.2793,1.1849,1.1237,0.1268,0.0164,0.023,0.0398,0.018,0.0295,19.6
NUZDUK,84.11,198.84,1.67,5.6,7.01,34.9,25.1,14,497.72,-3.2518,-3.1866,2.03,2.03,1.84,0.3084,-0.3655,-0.1287,-0.127,2.0776,2.9088,3.1313,3.1419,28.6783,7.3354,7.122,7.1389,0.735,0.4432,0.4449,3.2059,1.284,1.4134,1.3871,6.4051,12.5169,4.1279,4.2114,4.1776,9.7697,1.9343,1.9322,1.968,1.9683,1.9669,1.3499,1.2055,0.0245,0.0099,0.023,0.0127,0.0231,1.3046,1.3652,1.2079,0.0934,0.0123,0.0209,0.0228,0.0156,0.0218,14.8
OBESAP,69.21,157.07,1.87,8.94,8.78,26.2,19.7,14.4,652,-3.212,-1.43,3.27,1.85,1.81,0.2411,-0.4644,-0.5545,-0.1524,1.8161,2.8258,2.1091,3.4306,28.8459,7.3567,8.4484,7.1254,0.8717,0,0.7288,3.193,1.4697,1.3567,1.3717,6.5558,12.4403,4.1608,4.1905,4.0889,9.7628,1.9014,1.9733,1.9562,1.9757,1.9562,1.5813,1.4909,0.0685,0.0246,0.0666,0.0409,0.0664,1.3187,1.341,1.2476,0.099,0.0164,0.0179,0.0194,0.0166,0.0288,32.1
OBITUO,83.99,186.29,1.63,7.38,10.6,31.9,20.8,11.1,568.56,-3.2682,-2.8546,1.95,2,1.84,0.3421,-0.3738,-0.3547,-0.6081,2.153,2.9133,3.0126,1.9329,28.7019,7.3425,7.1845,8.4683,0.8133,0.5328,0.4046,3.2117,1.2474,1.3505,1.4885,6.3917,12.5351,4.1534,4.2243,4.1574,9.7312,1.9078,1.9554,1.9714,1.9922,1.9043,1.3822,1.3125,0.015,0.0142,0.0191,0.0221,0.0188,1.5438,1.59,1.5899,0.3613,0.0729,0.0687,0.0681,0.0677,0.084,14
OCANOV,81.83,214.91,2.46,9.26,11.51,39.5,27.7,17.6,773.92,-3.334,-2.6619,2.08,2,1.85,0.3652,-0.4092,-0.579,-0.1017,2.0917,2.8648,2.0513,2.9498,28.7936,7.346,8.5199,7.203,0.8478,0.3924,0.5485,3.2057,1.2344,1.3402,1.5547,6.3862,12.487,4.1418,4.2026,4.1425,9.7615,1.9071,1.9679,1.9721,1.9909,1.9235,1.5573,1.5498,0.0917,0.0562,0.0717,0.069,0.0734,1.2317,1.3373,1.2453,0.1105,0.0131,0.0255,0.0192,0.03,0.0227,13.9
OCEBOP,81.79,217,2.22,7.72,8.72,39.5,28.7,17.4,625.76,-3.33,-2.631,2.02,2,1.84,0.3736,-0.3975,-0.0961,-0.6322,2.1289,2.8782,3.0417,2.0813,28.7629,7.3333,7.2054,8.5346,0.8356,0.5133,0.4523,3.2032,1.3901,1.427,1.3023,6.3758,12.5006,4.1645,4.1803,4.1557,9.75,1.8994,1.9603,1.9819,1.9815,1.9269,1.2676,1.4403,0.0152,0.0267,0.0311,0.0139,0.0256,1.5102,1.5237,1.6716,0.409,0.0847,0.0765,0.0886,0.0721,0.0872,16.6
OCEXEB,86.26,206.36,1.93,8.49,6.65,37.5,27.6,17.4,580.38,-2.9675,-2.4283,1.94,2.02,1.88,0.3959,-0.4048,-0.6611,-0.1862,2.1506,2.8639,1.9615,3.1279,28.8195,7.3357,8.4897,7.121,0.8214,0.4967,0.4434,3.2213,1.1898,1.3605,1.5602,6.3853,12.4685,4.056,4.2194,4.1931,9.7502,1.9505,1.957,1.9792,1.9654,1.8982,1.4701,1.6994,0.0855,0.0972,0.0747,0.1091,0.0624,1.3058,1.3672,1.2821,0.0916,0.021,0.014,0.0204,0.0242,0.012,20.2
OCINIY,68.73,155.42,1.73,11.15,8.73,25.6,18,11.5,631.44,-3.4579,-2.4722,3.2,1.82,1.8,0.2756,-0.4397,-0.5221,-0.1018,1.9214,2.8769,2.1192,3.4321,28.7816,7.3515,8.432,7.0287,0.8827,0,0.7541,3.1953,1.5143,1.37,1.2866,6.5442,12.4507,4.1558,4.226,4.069,9.7295,1.9018,1.9826,1.9524,1.9574,1.9353,1.5482,1.4757,0.0673,0.0228,0.071,0.0391,0.0669,1.3117,1.3111,1.1954,0.1258,0.0175,0.0227,0.0322,0.0189,0.0345,32.7
ODIBUA01,83.55,182.05,2.11,6.24,9.43,31.3,21.8,14.1,568.82,-3.4953,-2.7083,2.39,1.87,1.81,0.2928,-0.4034,-0.591,-0.122,2.003,2.8889,2.0258,3.3302,28.8236,7.3285,8.4995,7.1059,0.8681,0.1706,0.7069,3.196,1.4762,1.3432,1.3127,6.471,12.5002,4.1731,4.2105,4.1166,9.736,1.9044,1.979,1.9512,1.9374,1.9639,1.5172,1.5432,0.0868,0.0554,0.0709,0.0556,0.0773,1.3061,1.3457,1.2298,0.0948,0.014,0.0194,0.0214,0.015,0.0251,28.3
ODIMAP,94.92,189.57,1.81,6.6,8.91,32.4,24,16,567.72,-2.7611,-0.5643,2.05,2.18,1.92,0.3483,-0.46,-0.657,-0.8668,1.5861,2.757,2.0384,1.7254,28.7853,7.3936,8.5713,8.5553,0.7906,0.4068,0.2608,3.2159,1.6007,1.2382,1.3312,6.4081,12.413,4.1148,4.1584,4.1399,9.8306,1.9479,1.9463,1.9616,1.9808,1.9941,1.519,1.6204,0.0871,0.0704,0.0673,0.0792,0.0735,1.6078,1.4259,1.8102,0.4876,0.1242,0.0846,0.0708,0.0872,0.1207,16.1
ODUSAJ,97.23,199.41,2.94,8.41,8.47,44,36.3,26.2,701.56,-2.871,-1.9858,2,2.06,1.86,0.4237,-0.4334,-0.5227,-0.6215,1.9184,2.7955,2.0576,1.9757,28.7865,7.3574,8.4754,8.4974,0.8276,0.4019,0.3546,3.2011,1.2739,1.3159,1.5683,6.3487,12.4283,4.0736,4.1724,4.1823,9.7993,1.9397,1.9594,1.9527,1.9488,1.9986,1.5653,1.4459,0.079,0.0693,0.0866,0.0658,0.0918,1.4992,1.7626,1.4589,0.3837,0.0776,0.0903,0.0544,0.0911,0.0703,9.4
OGEROI,87.29,200.47,1.55,9.46,7.75,32.9,24.6,18.4,760.46,-3.3771,-2.9825,1.91,1.94,1.83,0.5109,-0.3392,-0.6867,-0.6707,2.2295,2.9345,2.0193,1.9425,28.669,7.2933,8.5364,8.6095,0.7834,0.5449,0.4964,3.2095,1.2292,1.4447,1.3801,6.3344,12.4676,4.0818,4.2001,4.1857,9.6871,1.97,1.909,1.964,1.965,1.8791,1.5179,1.6379,0.0857,0.0932,0.0804,0.0946,0.0639,1.4886,1.5043,1.7065,0.4633,0.1021,0.0778,0.0875,0.1133,0.0824,20.9
OGOZES,89.59,191.92,1.55,8.38,8.77,38.6,30,20.9,632.16,-2.495,-0.932,2.09,1.93,1.9,0.3524,-0.4645,-0.4802,-0.8155,1.961,2.7797,2.064,2.0342,28.9537,7.3781,8.3856,8.5095,0.7862,0.3205,0.6623,3.2162,1.4432,1.3546,1.377,6.4304,12.4424,4.0645,4.2286,4.1494,9.7748,1.9748,1.9768,1.9519,1.9326,1.9388,1.4651,1.7297,0.0743,0.0822,0.0537,0.0939,0.061,1.4905,1.5953,1.7714,0.427,0.0981,0.0886,0.0531,0.1007,0.0866,24
OHEHAN,81.82,214.14,1.77,5.27,7.62,36.3,24.3,11.9,461.68,-2.5905,-1.9906,2.08,2.02,1.89,0.2496,-0.4616,-0.5344,-0.1869,1.7982,2.7575,2.0599,2.971,28.8802,7.3723,8.4818,7.2692,0.7782,0.3208,0.4632,3.2123,1.4751,1.4706,1.2296,6.4425,12.4849,4.1805,4.1619,4.1425,9.823,1.897,1.9711,1.9711,1.9798,2.004,1.4689,1.514,0.0768,0.079,0.0598,0.0762,0.0668,1.4117,1.3855,1.1616,0.0801,0.0063,0.028,0.017,0.0111,0.0177,22.3
OJEDIR,87.64,222.12,2.01,10.03,9.04,40.7,27.6,17.1,712.05,-2.918,-2.3736,1.98,2.02,1.89,0.3397,-0.4119,-0.1614,-0.6444,2.2476,2.8422,3.03,1.9958,28.8735,7.3379,7.1664,8.4598,0.8067,0.5519,0.4237,3.2218,1.3189,1.4721,1.3261,6.4135,12.4982,4.0757,4.1951,4.2274,9.7487,1.9834,1.9337,1.972,1.9516,1.908,1.2857,1.2208,0.0244,0.0203,0.0293,0.0259,0.0164,1.5029,1.5098,1.7078,0.3859,0.0824,0.0703,0.0668,0.0918,0.0747,21.5
OJUGIM,90.2,205.28,4.14,8.39,10.18,41.4,39.5,30.8,809.74,-2.8541,-1.6779,1.98,2.06,1.88,0.3974,-0.4485,-0.6457,-0.6846,1.8522,2.779,2.0349,2.0445,28.7919,7.3839,8.5113,8.5284,0.8228,0.4258,0.3456,3.2062,1.2736,1.3019,1.5921,6.3641,12.4376,4.1564,4.1678,4.1134,9.8009,1.9071,1.9704,1.9777,1.9849,1.9608,1.5815,1.4614,0.0945,0.0736,0.0965,0.0812,0.0903,1.6153,1.6196,1.466,0.4755,0.0809,0.1005,0.1121,0.0884,0.0935,14.8
OKATEA,88.61,188.12,1.55,9.02,9.77,30.4,21.3,14.4,762.46,-3.0945,-2.7864,1.97,2.01,1.86,0.451,-0.3919,-0.5228,-0.629,1.9711,2.8617,2.0128,2.0801,28.7051,7.3437,8.4846,8.5412,0.7975,0.4289,0.4126,3.2108,1.2573,1.3934,1.4557,6.3578,12.4354,4.0529,4.209,4.1734,9.7557,1.9688,1.9533,1.9694,1.95,1.9143,1.4997,1.5919,0.072,0.0693,0.0879,0.0767,0.0836,1.5442,1.5556,1.6418,0.3743,0.0753,0.0559,0.0856,0.0677,0.0898,14.9
OKIFUL,84.98,226.04,2,12.93,7.49,36.3,26.3,17.2,737.01,-3.0889,-2.6703,1.99,1.95,1.84,0.3207,-0.3897,-0.7153,-0.1044,2.2268,2.8871,2.0069,3.1898,28.8101,7.3211,8.536,7.1498,0.8044,0.4974,0.5598,3.209,1.4613,1.4342,1.2088,6.3919,12.5515,4.181,4.198,4.1726,9.7359,1.9084,1.9808,1.9821,1.9386,1.926,1.5368,1.5622,0.0827,0.0784,0.0762,0.0861,0.0714,1.2793,1.3943,1.1959,0.0923,0.0114,0.0216,0.0263,0.0144,0.0185,19.9
OLUTAS,65.96,170.99,1.97,7.8,10.17,27.7,20.2,15,680.92,-2.6821,-2.6053,2.03,1.99,1.84,0.3488,-0.4107,-0.1415,-0.7097,2.1044,2.8578,2.9804,1.9901,28.8419,7.3647,7.2729,8.5648,0.7827,0.4139,0.5283,3.2118,1.3611,1.3879,1.3735,6.4316,12.4545,4.1468,4.1779,4.1298,9.7652,1.9118,1.9603,1.9854,1.9727,1.9351,1.3967,1.2737,0.0108,0.018,0.0178,0.0111,0.0227,1.5491,1.7095,1.5207,0.3874,0.072,0.0844,0.0842,0.0646,0.0822,20.1
OLUVIC,84.56,204.65,2.71,7.42,7.33,41.2,30.6,17.1,558.16,-2.7584,-1.5696,1.92,2.16,1.87,0.3381,-0.4421,-0.7498,-0.1008,1.974,2.804,1.9921,2.9567,28.8196,7.3462,8.5407,7.0506,0.7673,0.5707,0.3206,3.2034,1.3355,1.5991,1.2296,6.4253,12.4524,4.1664,4.1664,4.1196,9.7843,1.9484,1.9086,1.974,1.9602,1.9931,1.4452,1.7115,0.099,0.1231,0.0458,0.1154,0.0276,1.2108,1.2021,1.3759,0.1156,0.0269,0.0339,0.0164,0.0251,0.0133,23.9
OMIGIA,82.08,180.37,2.89,7.72,9.59,29.2,23.2,20.5,724.34,-3.223,-2.6377,2.02,2,1.81,0.3827,-0.3907,-0.6063,-0.5833,1.9024,2.8705,2.0725,2.1169,28.7056,7.3469,8.5466,8.4875,0.8191,0.4085,0.4227,3.1937,1.4968,1.3792,1.2428,6.3796,12.4758,4.1751,4.1815,4.1192,9.762,1.9215,1.9664,1.9728,1.916,1.9852,1.4891,1.6599,0.0712,0.0737,0.0872,0.0776,0.0807,1.5762,1.5015,1.5937,0.3914,0.0863,0.07,0.0819,0.0766,0.0766,16.6
OMODAV,62.64,237.37,3.24,8.35,6.84,42.6,36.8,23.1,623.35,-2.6143,-1.4024,1.98,2.23,1.9,0.2032,-0.4662,-0.1807,-0.2311,1.8108,2.7871,3.1594,2.8748,28.8765,7.3429,7.2479,7.294,0.7649,0.4508,0.2709,3.2129,1.3897,1.477,1.3128,6.4809,12.4683,4.1478,4.1951,4.1254,9.8476,1.9244,1.9804,1.9699,1.9717,2.0011,1.3544,1.3507,0.0122,0.0186,0.0214,0.0122,0.0231,1.4136,1.2855,1.287,0.0775,0.0116,0.0157,0.0184,0.0099,0.022,25
ONEXOV,89.8,189.02,2.38,5.55,7.46,34.7,25.8,16.1,511.3,-2.5085,-0.9711,2.03,1.96,1.9,0.3802,-0.468,-0.5248,-0.7162,1.9336,2.7396,2.0372,1.9649,28.896,7.386,8.4676,8.5625,0.7748,0.3769,0.5831,3.2203,1.3584,1.3513,1.4644,6.4069,12.4304,4.1566,4.1838,4.0901,9.7824,1.908,1.967,1.9611,1.9858,1.9605,1.4687,1.6341,0.0536,0.0887,0.0946,0.0659,0.0913,1.6796,1.6006,1.4987,0.4275,0.084,0.0838,0.0957,0.0528,0.1111,18.8
OPATUV,76.1,184.72,3.74,7.93,9.79,36.8,30.2,18.1,656.32,-2.9492,-1.8998,1.96,2.25,1.84,0.3087,-0.4445,-0.6292,-0.1546,1.6701,2.8084,2.1771,2.8258,28.7168,7.3653,8.5137,7.1,0.821,0.4439,0.1713,3.1925,1.5262,1.4608,1.1898,6.4258,12.4542,4.1773,4.1794,4.0975,9.8113,1.8977,1.9821,1.9786,1.9719,1.9809,1.4947,1.5976,0.0835,0.0629,0.1137,0.0725,0.1082,1.3403,1.1787,1.3589,0.1067,0.0248,0.0132,0.0231,0.0221,0.0235,7.8
OPUPIA,63.96,159.44,1.74,3.88,9.9,24.4,15.2,9.3,490.32,-2.8148,-1.8824,2.07,2.04,1.82,0.3224,-0.4427,-0.5902,-0.5906,1.8507,2.7915,1.9461,1.9621,28.9007,7.3808,8.5113,8.5131,0.8283,0.4205,0.4522,3.1962,1.4539,1.4682,1.247,6.4551,12.4358,4.1672,4.1494,4.1192,9.7867,1.886,1.9764,1.9771,1.9734,1.9738,1.5032,1.547,0.0606,0.0903,0.0616,0.0673,0.0671,1.6427,1.5758,1.4856,0.3507,0.0545,0.0834,0.0748,0.0581,0.08,19.5
OPUREY,81.51,219.4,2.14,9.08,8.29,37.2,27.7,18.6,679.44,-3.3608,-2.4848,1.93,2.15,1.83,0.2904,-0.4068,-0.0434,-0.5198,2.0638,2.8718,3.2306,2.0586,28.8061,7.3383,7.0263,8.4682,0.8454,0.6112,0.2754,3.2014,1.3931,1.3047,1.432,6.4158,12.5207,4.1493,4.2157,4.1558,9.773,1.9044,1.9778,1.9562,1.948,1.9866,1.3469,1.2419,0.0164,0.0205,0.0318,0.0169,0.0314,1.4887,1.5168,1.6426,0.3446,0.0655,0.0541,0.0788,0.0531,0.0932,13.8
