Ligand,Bite Angle (°),Change in Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),dCu-L1 (A),dCu-L2 (A),Cu-I (A),Cu-N (A),Cu-C (A),Cu-O (A),C-I (A),Amide C-N (A),Amide C-O (A),N-Cu-I (°),Cu-I-C (°),I-C-N (°),C-N-Cu (°),Cc-N-Cu (°),Ca-N-Cu (°),Cc-N-Ca (°),Amide O-C-N (°),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (C),Lowdin Charge (I),Lowdin Charge (L1),Lowdin Charge (L2),Lowdin Charge (Amide C),Lowdin Charge (Amide O),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (C),Bonded Valence (L1),Bonded Valence (L2),Bonded Valence (Amide C),Bonded Valence (Amide O),Atomic Population (Cu),Atomic Population (N),Atomic Population (C),Atomic Population (I),Atomic Population (L1),Atomic Population (L2),Atomic Population (Amide C),Atomic Population (Amide O),Bond Order (Cu-I),Bond Order (Cu-C),Bond Order (C-I),Bond Order (Cu-N),Bond Order (C-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Bond Order (Cu-O),Bond Order (Amide C-O),Bond Order (Amide C-N),Orbital Charge C(s),Orbital Charge C(p),Orbital Charge C(pz),Orbital Charge C(px),Orbital Charge C(py),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge I(s),Orbital Charge I(pz),Orbital Charge I(px),Orbital Charge I(py),Orbital Charge I(d),Orbital Charge I(dxz),Orbital Charge I(dyz),Orbital Charge I(dxy),Orbital Charge I(dz2),Orbital Charge I(dx2y2),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge Amide C(s),Orbital Charge Amide C(p),Orbital Charge Amide C(pz),Orbital Charge Amide C(px),Orbital Charge Amide C(py),Orbital Charge Amide O(s),Orbital Charge Amide O(p),Orbital Charge Amide O(pz),Orbital Charge Amide O(px),Orbital Charge Amide O(py),Magnitude of the Imaginary Frequency (cm-1),Ea
NERVIQ,85.46,-1.17,191.09,1.54,6.25,8.14,33,22,12.7,582.36,-4.9023,-1.545,1.99,1.98,0.01,0.02,2.48,2.3,3.41,3.08,2.43,1.34,1.23,81.44,87.76,87.94,102.62,96.46,120.29,110.08,126.77,-0.4648,0.1467,-0.1792,0.4161,0.2173,0.0413,-0.4769,0.0186,1.9932,2.7973,3.8553,3.1681,2.0359,4.0593,2.0899,28.9758,7.3085,5.7226,25.1991,7.1265,8.4917,5.6937,8.4608,0.62,0,0.6405,0.2213,0.4066,0.4892,0.4632,0,1.933,1.1305,2.7882,2.7946,0.8791,1.1049,0.8105,3.0158,3.5992,1.2953,1.1524,1.1516,3.5793,3.3677,3.8296,3.6397,10.1479,2.0146,2.0499,2.025,2.039,2.0193,6.3653,12.582,4.153,4.1816,4.2474,10.5173,2.0475,2.1438,2.1521,2.0589,2.115,1.1888,1.1744,1.1838,0.2603,0.0279,0.0763,0.0289,1.4715,1.6086,1.4443,0.0732,0.0114,0.0196,0.0165,0.0127,2.7379,2.6908,0.9073,0.9513,0.8321,3.4,4.5103,1.5464,1.4899,1.474,-368.73,52.2
OGEXAC,95.46,0.26,205.92,1.73,9.6,11.39,44.7,31.9,22.5,870.11,-4.449,-1.666,2,1.92,-0.08,0.05,2.59,2.26,3.35,2.95,2.36,1.34,1.24,78.26,85.02,89.37,103.63,92.34,118.63,110.33,126.44,-0.4573,0.1603,-0.225,0.4042,-0.0486,0.154,-0.4747,0.0041,2.1459,2.7674,3.7179,1.8316,2.0747,4.0657,2.0614,28.9106,7.2805,5.615,25.2683,8.624,8.3836,5.6898,8.4683,0.4378,0,0.6794,0.23,0.3785,0.55,0.4086,0,1.9107,1.1296,2.7845,2.8125,1.0207,0.9368,0.855,2.9998,3.5951,1.135,1.2586,1.2015,3.5908,3.6317,3.7173,3.4875,10.1503,2.0276,2.0451,2.0285,2.0187,2.0305,6.3017,12.5192,4.1593,4.186,4.1738,10.6362,2.0762,2.1689,2.1966,2.1021,2.0924,1.6377,1.5857,1.3621,0.0657,0.0139,0.0219,0.0085,1.3883,1.5997,1.4303,0.0841,0.0065,0.0222,0.0218,0.0106,2.7342,2.6899,0.9686,0.9762,0.7451,3.3995,4.526,1.4815,1.6482,1.3963,-367.1,52.2
PIYGUZ,61.27,-9.45,162.63,3.01,5.25,7.76,28.5,23.2,14.6,594.18,-5.2353,-1.7779,2.28,2.01,0.55,-0.09,2.51,2.09,3.21,3.05,2.47,1.35,1.23,87.66,80.29,89.08,101.54,102.53,119.07,109.93,126.22,-0.4145,0.1452,-0.1541,0.3521,0.1157,0.1528,-0.4623,0.025,1.8823,2.87,3.7233,2.0591,2.8717,4.0748,2.0812,28.9888,7.2861,5.6519,25.2688,8.4321,7.2879,5.7048,8.4512,0.6005,0,0.5594,0.3889,0.3795,0.2114,0.562,0,1.9197,1.0907,2.7875,2.7818,0.8917,1.1049,0.7852,3.0044,3.6051,1.2399,1.1909,1.1742,3.6087,3.4634,3.8474,3.5821,10.1289,2.0152,2.053,2.0138,2.0302,2.0167,6.3733,12.5325,4.1992,4.0929,4.2403,10.5085,2.0727,2.1781,2.0955,2.0668,2.0954,1.4003,1.5706,1.4731,0.0693,0.0099,0.0243,0.0082,1.2161,1.1523,1.2797,0.2193,0.0359,0.0236,0.0711,0.0242,2.7399,2.6808,0.9741,0.9587,0.7479,3.3996,4.5043,1.5598,1.5617,1.3828,-391.92,52.2
POFTIN,62.29,-11.19,165.48,3.34,7.38,13.38,28.2,22.3,17.1,812.65,-4.9989,-1.7298,2.28,1.98,0.61,-0.07,2.53,2.06,3.14,3.04,2.47,1.35,1.23,87.26,77.98,89.12,99.9,104.62,120.82,109.59,126.15,-0.42,0.1447,-0.1581,0.3223,0.0581,0.1428,-0.4603,0.03,1.9349,2.8916,3.6665,1.971,2.9727,4.0811,2.0821,29.0134,7.2738,5.6342,25.2941,8.4912,7.286,5.7084,8.4425,0.5563,0,0.5617,0.41,0.3681,0.2177,0.5812,0,1.9214,1.0949,2.7863,2.7834,0.938,1.0122,0.8332,3.0014,3.6057,1.168,1.2384,1.1993,3.6157,3.5099,3.8164,3.5871,10.1316,2.0202,2.0492,2.0153,2.0258,2.0212,6.3699,12.5353,4.1726,4.1234,4.2393,10.5145,2.0803,2.15,2.124,2.0754,2.0848,1.4676,1.5567,1.4729,0.0677,0.0112,0.0242,0.0082,1.2268,1.1387,1.2921,0.2216,0.0412,0.0219,0.0657,0.0256,2.74,2.6801,0.9767,0.9684,0.735,3.3992,4.4995,1.4988,1.6331,1.3677,-399.14,52.2
QECCOQ,61.89,-15.63,165.24,3.32,7.01,11.44,27.5,18.9,12.8,755.58,-5.1356,-1.783,2.33,1.96,0.79,-0.05,2.51,2.08,3.2,3.08,2.48,1.35,1.23,87.83,79.88,88.76,101.06,103.6,118.59,109.84,126.31,-0.4152,0.1421,-0.1513,0.346,0.0452,0.1521,-0.4633,0.0226,1.9361,2.8695,3.7096,1.9624,3.0251,4.0573,2.0784,29.0169,7.2846,5.6512,25.2715,8.4975,7.2733,5.6913,8.4541,0.5926,0,0.561,0.391,0.3663,0.1836,0.6195,0,1.9176,1.0861,2.7884,2.7818,0.8896,1.0924,0.7998,3.0054,3.6075,1.2413,1.185,1.1813,3.6114,3.4627,3.8538,3.5813,10.1277,2.0154,2.0524,2.0127,2.0303,2.0169,6.379,12.5381,4.2003,4.0894,4.2484,10.4978,2.0712,2.1745,2.091,2.0704,2.0906,1.4623,1.5707,1.4724,0.0675,0.0107,0.0247,0.0083,1.2168,1.1492,1.2788,0.2221,0.0361,0.0223,0.0657,0.0243,2.7401,2.6817,0.974,0.9618,0.7459,3.4004,4.506,1.5635,1.5637,1.3788,-381.51,52.2
QEMKAX,85.46,2.47,197.1,2.72,5.42,8.15,45.6,34.6,17.5,605.46,-4.8566,-1.3055,2.03,2.15,-0.08,-0.05,2.59,2.18,3.21,3.16,2.37,1.34,1.23,79.91,80.68,89.21,100.59,103.88,117.41,109.85,126.11,-0.5343,0.1593,-0.2143,0.3891,0.0726,0.1039,-0.4678,0.0153,2.0215,2.8023,3.7489,3.0937,2.8303,4.0446,2.0774,28.9663,7.2411,5.6688,25.2887,7.0394,7.0291,5.687,8.4549,0.4787,0,0.6602,0.3061,0.3946,0.4794,0.2722,0,1.9362,1.1071,2.782,2.8059,0.9025,1.0484,0.8551,2.9982,3.5947,1.2071,1.2219,1.1656,3.5914,3.3549,3.8539,3.6429,10.1498,2.0211,2.0508,2.0175,2.0405,2.0198,6.3292,12.5517,4.1697,4.1535,4.2286,10.6532,2.1104,2.2167,2.1404,2.0882,2.0975,1.183,1.089,1.2938,0.2963,0.0337,0.0803,0.0314,1.1234,1.267,1.1452,0.2855,0.0382,0.0492,0.0875,0.0325,2.7379,2.6866,0.9574,0.966,0.7632,3.4006,4.5129,1.5084,1.6132,1.3913,-394.64,52.2
TOGNAH,63.21,-9.71,170.27,2.59,8.62,8.65,31.2,27.6,22.3,809.01,-4.8161,-1.6859,2.21,1.99,0.56,-0.08,2.52,2.11,3.24,3.04,2.45,1.34,1.23,86.02,81.35,89.22,102.45,100.83,118.45,109.88,126.62,-0.4444,0.1507,-0.1686,0.353,0.0122,0.0958,-0.4656,0.0138,1.9299,2.8654,3.7552,1.9615,2.8597,4.1045,2.0692,28.9811,7.2916,5.6586,25.2823,8.5351,7.3607,5.7247,8.4605,0.5458,0,0.5988,0.3765,0.3846,0.2916,0.5877,0,1.9142,1.1146,2.7881,2.7899,0.8845,1.113,0.7924,3.0018,3.6015,1.2527,1.1539,1.195,3.6064,3.554,3.8453,3.4862,10.1371,2.0195,2.0493,2.0134,2.0307,2.0242,6.3701,12.546,4.1961,4.1176,4.2323,10.528,2.0995,2.1654,2.0785,2.0847,2.0999,1.4809,1.5982,1.4576,0.0669,0.0104,0.0231,0.0079,1.2372,1.195,1.2472,0.2276,0.0349,0.0256,0.071,0.0219,2.7396,2.684,0.9823,0.9563,0.7453,3.4015,4.514,1.6247,1.5059,1.3834,-379.97,52.2
TUSMOJ,61.79,-16.39,166.33,3.04,7.68,11.75,29.6,25.7,21.2,793.96,-4.9389,-1.208,2.24,2.02,0.87,-0.18,2.57,3.07,3.17,1.89,2.31,1.3,1.26,63.3,80.62,89.37,74.69,62.5,169.98,111.82,128.65,-0.3933,0.1739,-0.2612,0.4265,0.073,0.0791,-0.4318,0.0842,1.8305,3.0371,3.7775,1.9798,1.9937,4.0121,2.0508,28.9482,7.1783,5.7145,25.2291,8.4733,8.4914,5.687,8.503,0.4929,0,0.6505,0,0.4267,0.2662,0.424,0.5748,1.3891,1.4844,2.7758,2.8152,1.0302,0.8603,0.9248,2.9925,3.5859,1.2135,1.1598,1.2126,3.5968,3.707,3.7771,3.2971,10.1741,2.0224,2.0357,2.0386,2.0465,2.0309,6.3321,12.5185,4.215,4.1383,4.1653,10.5424,2.0955,2.1011,2.1004,2.1566,2.0888,1.4221,1.4712,1.5875,0.068,0.0015,0.0193,0.0085,1.4417,1.5901,1.4567,0.0721,0.0069,0.0101,0.0258,0.009,2.7222,2.6748,0.9548,0.8372,0.8827,3.3255,4.5031,1.5672,1.4981,1.4379,-408.94,52.2
VUPSOQ,67.63,-0.29,196.7,2.86,12.54,5.74,38.8,31.5,18.1,760.82,-3.8228,-1.4922,1.99,1.97,-0.02,0.01,2.49,2.24,3.36,3.11,2.43,1.34,1.24,82.62,86.13,88.04,102.5,99.67,118.71,109.75,126.57,-0.514,0.1477,-0.181,0.4012,0.1238,0.103,-0.466,0.0137,2.1427,2.804,3.813,2.8576,2.7684,4.0273,2.0616,29.073,7.2851,5.6887,25.2272,7.2205,7.3326,5.6726,8.4775,0.5859,0,0.6376,0.255,0.3911,0.4957,0.4943,0,1.8904,1.1285,2.7882,2.7973,0.8869,1.1097,0.8007,3.0128,3.5992,1.2773,1.1655,1.1565,3.5803,3.4475,3.8241,3.5693,10.1571,2.0199,2.0563,2.0209,2.0334,2.0266,6.3656,12.6178,4.1759,4.1967,4.2452,10.5302,2.0821,2.2006,2.1072,2.0388,2.1014,1.287,1.1514,1.2316,0.2247,0.026,0.0669,0.0364,1.293,1.1147,1.2861,0.2285,0.0523,0.0175,0.07,0.0248,2.7392,2.6841,0.9614,0.9389,0.7838,3.4024,4.5137,1.5935,1.4989,1.4212,-365.83,52.2
YIKCOM01,59.39,-9.9,148.85,1.7,4.75,9.14,22.9,14.6,9.3,581.09,-5.0897,-1.4048,2.38,1.99,0.54,-0.14,2.57,3.14,3.26,1.91,2.35,1.3,1.26,63.58,82.83,89.78,75.85,61.87,167.23,111.49,128.63,-0.3439,0.1717,-0.2402,0.3777,0.0501,0.1111,-0.4318,0.0779,1.7202,3.0553,3.7768,1.8992,2.0717,3.9787,2.0368,28.8786,7.1883,5.7051,25.2363,8.5119,8.4481,5.6703,8.5196,0.5141,0,0.66,0,0.4278,0.1188,0.471,0.5404,1.3912,1.4821,2.7798,2.807,0.7905,0.9921,1.0244,2.9954,3.5871,1.1598,1.2803,1.147,3.6144,3.8147,3.4937,3.5248,10.1553,2.0322,2.0238,2.0581,2.0161,2.0251,6.3441,12.5027,4.1135,4.1942,4.195,10.4969,2.0877,2.0893,2.1159,2.0932,2.1108,1.5006,1.4863,1.5054,0.0691,0.0225,0.01,0.017,1.4677,1.4409,1.5541,0.0738,0.0136,0.02,0.0041,0.0316,2.7231,2.6754,0.9,0.8527,0.9227,3.3296,4.5075,1.5499,1.5367,1.4209,-392.99,52.2
AGEXER,96.13,-26.77,193.71,2.83,5.5,7.93,33.5,20.8,10.7,535.83,-5.1617,-1.8788,1.94,2.15,-0.1,0.94,2.51,2.27,3.22,3.19,2.46,1.33,1.25,81.35,80.63,87.07,96.49,106.65,115.01,109.1,125.44,-0.4555,0.1505,-0.1607,0.3943,0.0646,0.0708,-0.4549,0.0012,1.7855,2.7703,3.7952,1.9734,3.0889,4.0405,1.9948,28.8793,7.273,5.7134,25.1929,8.4471,7.426,5.6917,8.5188,0.6243,0,0.6364,0.2021,0.2717,0.4831,0.3016,0,1.6686,1.2407,2.785,2.7806,0.9629,0.9255,0.8922,3.0084,3.5996,1.2046,1.2201,1.1749,3.6004,3.7874,3.4652,3.6028,10.1324,2.0242,2.0202,2.0443,2.0199,2.0239,6.3602,12.5557,4.1827,4.1659,4.2071,10.5394,2.082,2.1499,2.1436,2.0897,2.0742,1.6139,1.4566,1.4438,0.0737,0.0119,0.0228,0.0112,1.1794,1.3939,1.1994,0.1527,0.0152,0.0459,0.0328,0.0296,2.7347,2.6794,0.9748,0.9285,0.7761,3.3978,4.5285,1.5365,1.563,1.429,-403.04,52.3
ARIDOV,61.89,-12.54,153.61,2.17,6.3,10.71,23.8,15.2,10,631.96,-5.0631,-1.7862,2.05,2.2,0.89,-0.34,2.48,2.1,3.22,3.02,2.48,1.35,1.23,88.33,81.06,88.95,101.16,101.21,120.01,109.78,126.29,-0.4245,0.1438,-0.151,0.3596,0.0682,0.0482,-0.4633,0.0186,1.7916,2.8581,3.7372,1.9599,1.9375,4.1024,2.077,28.9218,7.2914,5.6623,25.2656,8.5002,8.5105,5.7115,8.4582,0.6249,0,0.5563,0.36,0.3835,0.425,0.2769,0,1.9325,1.1076,2.7887,2.7816,0.8934,1.1106,0.7776,3.0077,3.6049,1.238,1.1968,1.1702,3.6031,3.4836,3.827,3.5727,10.1352,2.0183,2.0526,2.0176,2.0297,2.017,6.3631,12.5217,4.2043,4.0997,4.2177,10.5395,2.0784,2.1886,2.1061,2.0719,2.0944,1.4493,1.4871,1.559,0.071,0.0079,0.0159,0.0092,1.4876,1.5375,1.4786,0.0674,0.0092,0.0095,0.0232,0.0084,2.7398,2.6817,0.9759,0.9485,0.7573,3.4004,4.5101,1.5647,1.5486,1.3969,-386.56,52.3
AYUVOG,85.57,-0.55,204.1,1.99,10.68,8.08,29.2,23,18.1,707.36,-4.3372,-1.6234,2,1.97,-0.05,0.04,2.53,2.1,3.17,3.12,2.46,1.35,1.23,85.77,78.87,89.07,99.95,104.99,118.4,109.72,126.68,-0.4788,0.1521,-0.1666,0.2941,0.069,-0.0054,-0.4605,0.017,1.9151,2.8621,3.6841,1.8553,1.9642,4.0925,2.0706,28.919,7.2693,5.6354,25.3242,8.5975,8.5428,5.7076,8.4561,0.5206,0,0.5767,0.3536,0.3768,0.3639,0.5355,0,1.9124,1.1111,2.7868,2.7879,0.917,1.0183,0.8525,3.0019,3.5987,1.1843,1.2152,1.1992,3.6181,3.4746,3.8502,3.6,10.145,2.0211,2.0578,2.0148,2.0295,2.0219,6.3296,12.5827,4.188,4.176,4.2188,10.5661,2.0794,2.1769,2.143,2.0803,2.0865,1.4664,1.607,1.4208,0.0765,0.0166,0.0242,0.0085,1.5327,1.5704,1.4603,0.0721,0.0079,0.0128,0.0247,0.0082,2.74,2.6812,0.9753,0.9649,0.7411,3.4021,4.5101,1.5177,1.6147,1.3776,-387.36,52.3
BAPLOT07,85.54,-12.26,177.2,1.85,5.24,8.93,29.8,20.5,12.2,597.78,-5.2305,-1.6777,2.27,2.03,0.69,-0.14,2.57,2.05,3,3.14,2.44,1.36,1.22,85.14,73.55,90.35,96.35,112.11,121.89,108.98,125.6,-0.3608,0.1537,-0.1815,0.275,0.1429,0.206,-0.4446,0.0548,1.8563,2.9378,3.65,2.0815,3.2656,4.1219,2.106,28.9577,7.1974,5.6562,25.3253,8.4196,7.2097,5.754,8.4094,0.4699,0,0.5723,0.4632,0.4179,0.2136,0.5739,0,1.9722,1.0787,2.7789,2.7892,0.9282,1.0501,0.8109,2.9972,3.5986,1.1515,1.2422,1.2049,3.6325,3.5089,3.8327,3.5937,10.1408,2.0217,2.057,2.0126,2.0295,2.02,6.3368,12.5113,4.1866,4.1609,4.1638,10.5125,2.0681,2.1289,2.1226,2.1091,2.0838,1.3945,1.548,1.4781,0.0708,0.0092,0.0263,0.0084,1.1052,1.1809,1.2663,0.2477,0.0563,0.029,0.0717,0.0189,2.7415,2.6728,0.9729,0.9632,0.7366,3.3975,4.4754,1.4952,1.6302,1.3501,-444.77,52.3
BIVGAR,87.49,-5.99,185.53,3.9,8.51,9.7,35.5,29,21.1,742.71,-4.6736,-1.6099,1.96,2.08,-0.09,0.34,2.53,2.14,3.24,3.05,2.45,1.34,1.23,85.15,81.46,89.19,101.29,100.53,118.92,110.08,126.51,-0.4851,0.1513,-0.1723,0.3551,-0.0748,0.2176,-0.4675,0.011,2.0347,2.8425,3.7402,1.8547,2.0639,4.0405,2.0664,28.9812,7.283,5.6547,25.2871,8.6461,8.3805,5.6827,8.4672,0.5494,0,0.6087,0.3357,0.3658,0.6742,0.2626,0,1.9004,1.0985,2.7882,2.7917,0.9049,1.0396,0.8472,3.0039,3.6004,1.2022,1.1991,1.1992,3.6052,3.4833,3.8459,3.552,10.1403,2.0204,2.0547,2.0144,2.0291,2.0216,6.3454,12.5514,4.1951,4.1443,4.2119,10.5882,2.0975,2.1976,2.1302,2.0777,2.0852,1.6355,1.5336,1.4517,0.0669,0.0113,0.0213,0.0087,1.2986,1.6068,1.4491,0.0783,0.0032,0.014,0.0277,0.0087,2.7385,2.6847,0.9757,0.9634,0.7455,3.401,4.5173,1.5381,1.5932,1.386,-372.55,52.3
CURKOR,59.59,-9.7,149.14,1.7,5.59,9.74,23,14.6,9.6,609.96,-5.0821,-1.3829,2.37,2,0.54,-0.14,2.57,3.14,3.26,1.91,2.35,1.3,1.26,63.56,82.73,89.86,75.74,61.88,167.22,111.55,128.63,-0.3461,0.1722,-0.2412,0.3783,0.0493,0.1097,-0.4318,0.0782,1.723,3.0557,3.7725,1.8946,2.0684,3.9782,2.0364,28.8818,7.1881,5.6996,25.237,8.516,8.4494,5.6696,8.5193,0.5132,0,0.6585,0,0.4289,0.1266,0.4681,0.5392,1.3922,1.4813,2.7797,2.8074,0.8093,0.9472,1.051,2.995,3.5869,1.1806,1.2675,1.1387,3.6141,3.8107,3.4268,3.5952,10.1554,2.0278,2.0255,2.0512,2.0254,2.0255,6.3431,12.5028,4.1618,4.1458,4.1952,10.5,2.0939,2.1152,2.1088,2.1052,2.0769,1.4972,1.4832,1.5132,0.069,0.0173,0.0145,0.0155,1.4611,1.4725,1.5299,0.0734,0.0165,0.0191,0.0058,0.026,2.723,2.6754,0.9605,0.7854,0.9295,3.3296,4.5072,1.591,1.4933,1.4229,-393.33,52.3
FUTLEN,83.36,-2.14,178.54,1.92,5.53,5.79,34.7,23.4,10.6,549.56,-5.1412,-1.5412,2.01,2.39,-0.14,0.91,2.51,3.19,3.32,2,2.34,1.3,1.26,63.35,86.13,89.85,75.89,63.08,165.7,111.57,127.75,-0.4664,0.1637,-0.234,0.5021,0.089,0.0605,-0.4425,0.0693,1.8781,3.0301,3.7864,3.1065,3.1029,4.1011,1.9948,28.8945,7.195,5.7038,25.1503,7.0787,7.4825,5.7255,8.5245,0.6463,0,0.6478,0,0.408,0.4544,0.1691,0.4095,1.4952,1.4818,2.7813,2.8056,0.8449,0.9391,1.0216,2.9992,3.5926,1.1997,1.2384,1.1544,3.5659,3.7271,3.5072,3.5223,10.1544,2.0237,2.0259,2.046,2.0338,2.025,6.3535,12.5534,4.1903,4.1334,4.2297,10.5592,2.1002,2.133,2.1368,2.1162,2.073,1.2369,1.0962,1.2216,0.2899,0.0313,0.0693,0.0429,1.2881,1.201,1.3062,0.1441,0.0342,0.0277,0.037,0.021,2.725,2.6805,0.9795,0.7721,0.929,3.3419,4.5095,1.5522,1.4845,1.4729,-369.06,52.3
GOVXIB,65.43,-1.99,169.54,1.94,5.74,9.57,28.1,18.5,10.5,616.72,-4.6842,-1.9207,2.13,1.96,0.1,0,2.47,2.11,3.21,3.13,2.55,1.34,1.23,91.11,79.28,88.44,98.31,106.32,118.66,109.84,126.54,-0.5053,0.1441,-0.1156,0.3091,0.016,0.1128,-0.4692,0.0106,2.0123,2.8477,3.7219,1.9525,2.8172,4.1058,2.0636,29.0332,7.2783,5.6796,25.3026,8.51,7.2797,5.714,8.4655,0.6094,0,0.5215,0.3447,0.3529,0.287,0.5968,0,1.9082,1.1318,2.7925,2.7684,0.874,1.0943,0.8,3.0107,3.6044,1.271,1.1797,1.1536,3.612,3.4119,3.8538,3.6659,10.1294,2.0132,2.0485,2.0194,2.0321,2.0162,6.3778,12.5857,4.1961,4.1307,4.2589,10.5415,2.0679,2.1912,2.1109,2.0616,2.11,1.4956,1.5882,1.455,0.0674,0.0108,0.0244,0.0084,1.2706,1.1466,1.2711,0.2184,0.0338,0.0225,0.0665,0.0243,2.7416,2.6863,0.9429,0.9655,0.7778,3.4031,4.5156,1.552,1.5564,1.4072,-349.98,52.3
HAXXOW,62.65,-12.44,156.77,1.79,4.41,8.15,24,14.3,7.9,533.05,-5.1215,-1.9405,1.97,2.2,-0.13,0.69,2.49,2.01,3.09,2.98,2.52,1.36,1.22,89.85,76.28,88.07,99,108.37,125.28,108.92,125.19,-0.424,0.141,-0.1357,0.284,0.0939,0.0634,-0.4523,0.0546,1.8393,2.9373,3.6722,2.0399,1.8995,4.1578,2.1011,28.9103,7.2442,5.673,25.3223,8.4687,8.5276,5.7559,8.4151,0.5798,0,0.5182,0.4476,0.3828,0.4838,0.2141,0,1.965,1.1076,2.7849,2.7738,0.8974,1.1029,0.7735,3.0057,3.6036,1.2063,1.2271,1.1702,3.6192,3.4801,3.8432,3.6217,10.1341,2.0191,2.0534,2.0153,2.0307,2.0156,6.3489,12.5445,4.2184,4.1254,4.2007,10.5303,2.0721,2.1564,2.1183,2.0901,2.0936,1.4248,1.5824,1.464,0.0738,0.0105,0.0273,0.0091,1.4831,1.4492,1.5556,0.0693,0.0129,0.0031,0.0223,0.0095,2.7415,2.6748,0.9862,0.9569,0.7317,3.3953,4.4781,1.5298,1.6008,1.3474,-429.16,52.3
HEJBIH,85.37,-5.4,179.47,2.09,6.12,8.2,30.1,19.9,11.7,549.16,-4.6864,-1.5906,2.2,1.98,0.35,-0.11,2.51,2.18,3.26,3.25,2.43,1.34,1.23,84.49,82.68,89.18,101.04,106.58,113.98,109.97,126.62,-0.4581,0.1451,-0.1763,0.3765,0.1626,-0.1076,-0.4678,0.0119,1.8084,2.7971,3.7557,2.1169,1.8261,4.1134,2.0757,28.9159,7.3005,5.6652,25.2465,8.3419,8.6336,5.7194,8.4622,0.5929,0,0.5988,0.2941,0.3824,0.2085,0.5786,0,1.9384,1.1222,2.7875,2.7938,0.8892,1.1123,0.7923,3.0103,3.6026,1.2514,1.1927,1.1585,3.5962,3.4264,3.8167,3.6228,10.1425,2.0192,2.0539,2.0197,2.0324,2.0173,6.3702,12.537,4.1841,4.1512,4.2018,10.5506,2.0906,2.1837,2.1218,2.0603,2.0942,1.3896,1.5768,1.4368,0.0723,0.0165,0.0211,0.0087,1.6529,1.6166,1.38,0.0693,0.0039,0.015,0.0225,0.0085,2.7407,2.6867,0.9588,0.9428,0.7851,3.4036,4.5137,1.5637,1.5285,1.4216,-382.71,52.3
KHTACN11,62.31,-12.13,156.29,2.13,5.18,9.28,24,15.7,10,590.61,-5.1229,-2.0796,1.95,2.24,-0.1,0.65,2.49,2,3.1,2.91,2.55,1.36,1.23,91.37,76.01,88.12,99.06,107.88,127.87,108.75,124.9,-0.43,0.1422,-0.1249,0.2651,0.0969,0.0511,-0.4552,0.0579,1.8906,2.949,3.7085,2.0521,1.8693,4.174,2.0949,28.9312,7.2222,5.6992,25.3376,8.4617,8.5667,5.7755,8.4094,0.5736,0,0.5076,0.4637,0.3834,0.5247,0.1971,0,1.9474,1.1157,2.7865,2.7707,0.8926,1.0895,0.7886,3.0058,3.6015,1.2199,1.201,1.1806,3.626,3.4793,3.8591,3.6255,10.1278,2.0165,2.0521,2.0127,2.0306,2.0159,6.3506,12.5475,4.227,4.093,4.2275,10.5317,2.0694,2.1617,2.0894,2.0885,2.1226,1.424,1.458,1.5884,0.075,0.0058,0.0193,0.0091,1.4631,1.5475,1.489,0.0681,0.0087,0.0095,0.0224,0.0081,2.7415,2.6754,0.98,0.9595,0.7359,3.3947,4.4755,1.5316,1.5882,1.3557,-420.37,52.3
