Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,HOMO_Energy,LUMO_Energy,Lowdin_Charge_Cu,Lowdin_Charge_C,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_C,Atomic_Population_L2,Bond_Order_Cu_L2,Orbital_Charge_C_pz,Orbital_Charge_I_d,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L2_px,Orbital_Charge_L2_dz2,Ea
MUQXIH01,79.63,15.03,178.71,1.7,-4.3107,-3.3634,0.4205,-0.1361,1.2917,2.0138,5.723,8.3871,0.5334,1.0447,10.1266,6.2692,12.6068,9.7036,1.4399,1.4812,1.7178,0.432,1.4353,0.0563,22.7
YAVSUL,86.07,12.59,183.31,1.63,-3.601,-1.9874,0.3931,-0.2119,1.3374,1.9781,6.0037,8.4839,0.5336,1.0512,10.1671,6.2741,12.554,9.7788,1.5014,1.4766,1.697,0.4266,1.4352,0.0486,17.4
DUYZAZ,80.05,2.84,178.94,3.05,-5.0063,-4.4567,0.3826,-0.1192,1.3019,2.0318,5.7074,8.3415,0.5338,0.9915,10.107,6.2861,12.6596,9.6717,1.4089,1.462,1.7359,0.4557,1.489,0.062,13.7
CINVIE,78.6,6.25,172.15,2.62,-4.019,-3.4749,0.4197,-0.128,1.2627,2.0353,5.8313,8.4362,0.5339,1.0099,10.1372,6.2674,12.618,9.6949,1.3879,1.4522,1.7159,0.448,1.4579,0.0784,29.3
TUBVOE,75.79,6.91,219.86,1.94,-3.6649,-2.3958,0.2311,-0.23,1.3296,3.0203,5.9847,7.078,0.5342,1.0275,10.1739,6.3436,12.6099,9.8154,1.2064,1.3132,1.3556,0.0873,1.404,0.0088,19.2
AREGUB,82.36,16.23,195.09,1.7,-3.5424,-1.9667,0.3834,-0.2155,1.3746,2.0046,6.0253,8.4701,0.5344,1.1185,10.1729,6.2739,12.5486,9.7942,1.4853,1.4654,1.7097,0.4249,1.4408,0.0476,18.7
QAQGOG,79.68,16.41,175.57,1.7,-3.2152,-1.9911,0.4337,-0.2229,1.3417,2.0182,6.0828,8.4499,0.5346,1.084,10.1736,6.2444,12.5152,9.8067,1.4569,1.4663,1.7456,0.4276,1.4336,0.0553,27.3
BECXOY,63.31,-0.8,157.09,1.84,-3.2423,-1.5632,0.3394,-0.1996,1.3973,1.8851,5.9515,8.4809,0.5346,1.0397,10.1914,6.3141,12.5478,9.7987,1.5441,1.4929,1.654,0.384,1.6814,0.05,25.8
ATUZOE01,86.5,1.47,185.6,1.52,-2.8146,-1.5401,0.3309,-0.2049,1.396,1.8868,5.9336,8.4958,0.5348,1.0845,10.1977,6.2756,12.5898,9.8037,1.655,1.4203,1.7182,0.3964,1.5487,0.0463,18.9
DERKOB,77.55,19.03,186.17,1.8,-4.0392,-2.8827,0.4292,-0.1641,1.2922,1.9558,5.8065,8.3907,0.5349,1.0489,10.1427,6.2638,12.5857,9.7213,1.4584,1.4633,1.7253,0.428,1.4213,0.0632,27.2
JIXKOR,87.81,1.22,186.75,2.26,-2.3967,-1.1801,0.3592,-0.2139,1.3161,1.7121,5.9547,8.4757,0.5349,1.0442,10.211,6.2934,12.5795,9.768,1.731,1.4222,1.7114,0.468,1.5105,0.0858,19.7
GATPOI,84.88,1.54,179.23,3.31,-3.229,-2.0734,0.3852,-0.2056,1.3467,1.9513,5.9601,8.5328,0.5352,1.0442,10.1969,6.2907,12.5307,9.7934,1.4864,1.5433,1.6025,0.3756,1.3864,0.0696,7.2
POVKAO,75.29,5.15,171.18,1.54,-3.6183,-2.1713,0.2757,-0.2272,1.3453,2.8416,6.0765,7.5224,0.5354,1.0743,10.1766,6.3053,12.5879,9.831,1.2432,1.2491,1.0269,0.131,1.4014,0.0076,32.8
QUSKOG,95.62,8.51,189.19,1.7,-3.5183,-2.4668,0.3771,-0.2152,1.3737,2.0235,6.0479,8.501,0.5356,1.0466,10.1719,6.2801,12.5402,9.8026,1.4986,1.4532,1.7262,0.3929,1.4492,0.0457,15.6
PEMMEZ,81.4,2.38,177.98,2.11,-4.3161,-3.6563,0.3801,-0.1568,1.3145,1.9808,5.8186,8.4098,0.5356,1.0085,10.1358,6.2848,12.626,9.709,1.4734,1.4588,1.7269,0.3884,1.5217,0.0483,1.9
FUSHIL,88.12,7.6,194.98,2.1,-3.2696,-1.6701,0.354,-0.2216,1.352,2.9409,5.9078,8.5034,0.5358,1.0665,10.1746,6.266,12.5355,9.8446,1.2845,1.2743,1.1987,0.1119,1.4743,0.0632,35.7
HANCIL,83.17,2.11,189.6,2.27,-3.5558,-1.7712,0.2891,-0.2174,1.3678,3.1979,5.9075,8.5053,0.5358,1.0926,10.1781,6.296,12.6131,9.8018,1.187,1.3167,1.3387,0.0932,1.537,0.0472,18.6
LOGBAL,81.48,16.84,176.89,1.72,-3.3369,-1.7835,0.4361,-0.2196,1.3241,1.9666,6.0773,8.4561,0.536,1.0438,10.1697,6.2444,12.5155,9.804,1.4786,1.4643,1.7161,0.4457,1.4306,0.0621,31.6
QIVZIH,103.24,-4.64,229.2,2.78,-3.31,-1.4874,0.335,-0.2256,1.3352,1.9057,6.0086,7.1307,0.5361,1.0323,10.1884,6.3044,12.5528,9.8078,1.6974,1.4678,1.4925,0.4288,1.2788,0.0095,10.3
ILAZAX,85.26,3.9,202.05,3.57,-4.731,-3.023,0.3563,-0.1545,1.3271,2.0896,5.7201,6.9428,0.5361,1.123,10.1214,6.2898,12.6135,9.7404,1.4551,1.4721,1.6978,0.413,1.2978,0.032,-13
TEWQET,83.88,2.3,173.9,2.79,-3.4491,-1.6523,0.3683,-0.2111,1.3805,2.0564,5.9739,8.616,0.5362,1.0416,10.1836,6.3096,12.5164,9.8057,1.5155,1.4758,1.6833,0.3413,1.5218,0.0659,23.2
OCEQES,77.52,4.81,187.83,4.09,-3.2888,-1.5575,0.2279,-0.2272,1.3032,2.9466,6.0048,7.5125,0.5362,1.0253,10.182,6.3566,12.6007,9.8149,1.314,1.3278,1.212,0.115,1.4092,0.0073,24.3
REYNEQ,91.11,7.23,187.14,2.98,-3.8268,-2.6286,0.4068,-0.1841,1.3343,2.0184,5.9152,8.5317,0.5362,1.0056,10.161,6.2804,12.5799,9.7328,1.7359,1.4617,1.4394,0.4573,1.416,0.0671,25.1
QADNAM,81.09,2.39,188.43,2.22,-4.8324,-4.0478,0.3767,-0.1316,1.3086,1.938,5.7722,8.3254,0.5363,0.9747,10.1143,6.2877,12.6434,9.6921,1.4678,1.4618,1.7168,0.3997,1.4868,0.0623,13.6
SOBJOK,88.61,5.14,182.97,3.28,-3.7829,-2.5028,0.3934,-0.1955,1.324,1.9366,5.9104,8.5032,0.5364,1.0139,10.1644,6.2865,12.5663,9.7538,1.5615,1.4967,1.6171,0.4297,1.4197,0.0582,18.1
ZARNUE,81.36,2.15,178.89,2.01,-4.8317,-4.1574,0.3753,-0.1311,1.3062,1.9853,5.7842,8.3299,0.5364,0.9844,10.1144,6.2885,12.645,9.6912,1.4536,1.4617,1.7239,0.3864,1.4907,0.0583,15.8
JACCUL,79.25,2.73,173.48,2.54,-4.4293,-3.7445,0.3859,-0.1539,1.3292,2.0206,5.8449,8.3673,0.5365,0.9919,10.1319,6.2965,12.6065,9.7112,1.4076,1.4839,1.6917,0.3865,1.5261,0.0508,11
WAZCOS,85.78,13.69,195.63,2.05,-3.5956,-2.3728,0.3943,-0.2055,1.3233,3.1922,5.896,8.3643,0.5366,1.049,10.1525,6.264,12.5824,9.7593,1.3736,1.1376,1.0458,0.1313,1.4391,0.0984,7.5
HIBJEH,62.63,0.82,177,2.79,-3.2769,-1.4864,0.29,-0.2229,1.3336,1.8676,5.9897,7.1475,0.5367,1.0486,10.1878,6.3404,12.5539,9.8158,1.629,1.515,1.6545,0.3807,1.3477,0.0104,27.4
ZOXMAA,81.07,2.41,178.6,2.41,-4.7824,-4.0615,0.3763,-0.1336,1.3061,1.9552,5.7838,8.3321,0.5369,0.9861,10.1163,6.2875,12.6427,9.6935,1.4619,1.4605,1.7182,0.4049,1.4964,0.058,3.6
HANHAI,98.8,-3.02,205.69,2.68,-3.0758,-2.2941,0.3622,-0.2121,1.3639,1.7838,5.9706,8.4963,0.537,1.0919,10.1886,6.2502,12.5981,9.7895,1.7136,1.4333,1.6857,0.4637,1.4183,0.0863,46.9
CATXEA,83.42,1.48,177.85,3.41,-4.7866,-4.5415,0.3872,-0.131,1.3074,2.0019,5.8247,8.305,0.5373,0.984,10.112,6.2992,12.6218,9.6918,1.3605,1.4961,1.701,0.3685,1.524,0.0528,-6.9
GOQDEX,86.77,9.25,193.86,1.85,-3.5054,-2.0247,0.3826,-0.2139,1.3563,1.9804,6.009,8.4818,0.5375,1.0623,10.173,6.2786,12.5431,9.7957,1.5057,1.4858,1.6797,0.4294,1.4523,0.0461,13.4
SAPYOZ,87.92,5.39,181.96,2.28,-3.2971,-1.5937,0.3302,-0.2247,1.2982,2.7696,5.9228,8.5522,0.5377,1.0427,10.1789,6.3039,12.5601,9.8058,1.2917,1.3606,1.4563,0.0599,1.4234,0.0503,19.4
BOCPEO,84.29,12.67,189.71,2.38,-3.4471,-2.4698,0.3925,-0.2189,1.352,1.9456,6.0635,8.4713,0.5378,1.0498,10.1722,6.2734,12.5444,9.7897,1.482,1.4515,1.7368,0.449,1.434,0.0564,18.5
DMANPQ10,80.47,3.44,175.85,2.19,-4.347,-3.8233,0.3892,-0.1629,1.3206,2.0334,5.8402,8.4073,0.5379,1.0135,10.1378,6.2888,12.6125,9.7095,1.3942,1.4773,1.7302,0.395,1.5166,0.0492,13.2
STERIH10,82.71,13.95,182.84,1.7,-3.4268,-1.8178,0.3881,-0.2173,1.3569,2.0081,6.0406,8.4562,0.5379,1.0512,10.1746,6.2747,12.5399,9.7973,1.4674,1.4546,1.7172,0.4457,1.4408,0.0568,18.4
RORXAZ,80.24,3.36,186.43,1.7,-4.7288,-4.1283,0.392,-0.1644,1.3174,2.0394,5.745,8.3896,0.5381,1.0435,10.1264,6.2902,12.6204,9.6974,1.3829,1.474,1.7318,0.3929,1.5386,0.0809,2.3
KAKCIL,85.5,11.95,190.07,1.7,-3.3901,-1.622,0.3789,-0.2164,1.3528,1.9643,5.9857,8.4906,0.5383,1.0471,10.1752,6.2803,12.5469,9.7939,1.5098,1.47,1.724,0.4027,1.449,0.0544,16.2
JOWSOD,91.77,-0.01,189.14,3.06,-2.4338,-1.3059,0.3331,-0.2062,1.3655,1.88,5.8866,8.485,0.5383,1.0507,10.219,6.2954,12.5903,9.7812,1.7707,1.5408,1.5786,0.4082,1.436,0.0692,19.2
ZICCOD,103.68,-1.59,203.25,3.05,-2.2356,-1.2314,0.3587,-0.2086,1.3013,1.7693,5.8548,8.5215,0.5383,1.0497,10.2189,6.2872,12.5914,9.7627,1.6921,1.4659,1.7146,0.47,1.4954,0.0702,10.7
ALALHC,87.43,-5.89,216.22,2.48,-4.3971,-2.5568,0.2685,-0.1762,1.3616,3.1495,5.9354,8.4834,0.5386,1.0098,10.1555,6.2963,12.6753,9.7599,1.2991,1.3945,1.1811,0.0818,1.4372,0.0772,32.2
ZABMOH,89.27,-0.28,192.26,2.84,-2.3894,-1.2334,0.3425,-0.2108,1.3376,1.7546,5.8844,8.497,0.5387,1.0616,10.2158,6.2905,12.5889,9.7781,1.7789,1.5475,1.5468,0.4515,1.4609,0.0756,29.2
BUFVEF,86.9,8.5,183.68,2.45,-3.7205,-2.1593,0.4019,-0.199,1.307,2.0097,5.9433,8.4826,0.5393,1.0617,10.1637,6.2745,12.5744,9.7492,1.4714,1.4721,1.7184,0.4317,1.3896,0.0616,19.8
DAPHET01,85.99,1.93,184.23,1.7,-2.7441,-1.4413,0.343,-0.205,1.3884,1.9163,5.9399,8.5551,0.5393,1.06,10.1977,6.2771,12.581,9.7989,1.6125,1.4303,1.7205,0.3993,1.5333,0.045,19.6
VATFED,82.77,14.05,180,2.02,-3.5263,-2.0172,0.3903,-0.2157,1.341,1.9868,6.0201,8.4685,0.5395,1.0442,10.1695,6.281,12.542,9.7867,1.4599,1.4662,1.7329,0.4243,1.4398,0.0533,17.5
SIWDUX,78.72,3.03,175.24,3.77,-4.6632,-3.9572,0.3814,-0.1464,1.3233,1.9947,5.8008,8.3968,0.5398,0.9674,10.1224,6.2907,12.6251,9.7029,1.3797,1.4817,1.7241,0.4325,1.4834,0.0612,11.5
VEXZII,82.63,12.87,183.53,1.83,-3.6866,-2.0245,0.397,-0.2123,1.3407,1.9259,6.0054,8.4465,0.5398,1.0584,10.1638,6.2735,12.5499,9.7796,1.4459,1.4743,1.7361,0.4555,1.4328,0.0497,17.9
LENMEX,86.41,1.56,185.38,1.7,-2.845,-1.5188,0.3341,-0.2051,1.3858,1.8781,5.9212,8.5026,0.54,1.0657,10.1963,6.2779,12.5881,9.7999,1.6589,1.4195,1.7175,0.3964,1.5426,0.0447,2.3
DADCIX,90.7,7,187.2,2.68,-3.6266,-2.0618,0.3817,-0.2059,1.3412,1.9274,5.9482,8.4863,0.5401,1.0215,10.1703,6.2749,12.5591,9.7843,1.5132,1.4627,1.6708,0.4399,1.4412,0.0492,21
NICNOE,79.85,17.06,175.64,1.85,-3.3337,-1.9044,0.4343,-0.2147,1.3231,1.9903,6.0169,8.4546,0.5403,1.0753,10.1695,6.2435,12.5356,9.7866,1.4723,1.4737,1.7342,0.4245,1.4334,0.0582,29.2
OFIKAS,102.49,-0.33,203.22,3.79,-2.1876,-1.1948,0.3515,-0.2114,1.3107,1.7845,5.8582,8.4794,0.5406,1.064,10.2243,6.2828,12.597,9.7686,1.6899,1.5062,1.6795,0.4483,1.4862,0.0868,14.5
XECPUT,84.4,0.4,181.14,1.83,-3.5623,-1.6416,0.1928,-0.2224,1.3565,3.0714,5.9666,7.0679,0.5408,1.0735,10.1813,6.3356,12.635,9.8365,1.2795,1.3404,1.2745,0.0902,1.4201,0.0091,18.9
LIWLOV,81.22,2.36,190.77,3.23,-4.2673,-3.6364,0.3889,-0.1555,1.3153,1.9762,5.8045,8.4029,0.5409,0.9873,10.1366,6.2818,12.6175,9.7118,1.4581,1.4587,1.7112,0.4216,1.5018,0.0557,13.8
LETWAJ,89.8,7.62,184.84,4.37,-3.3002,-1.6489,0.3937,-0.2226,1.2783,1.9248,6.0191,8.4689,0.5414,1.0658,10.1764,6.2801,12.5383,9.7879,1.5558,1.4333,1.6229,0.4166,1.4136,0.0707,21.5
GIHHUC,85.18,-3.33,203.24,2.25,-4.5502,-2.7064,0.2551,-0.166,1.355,3.1094,5.8785,8.4827,0.5414,0.9906,10.1431,6.2981,12.6807,9.7662,1.2673,1.4123,1.0703,0.1163,1.4578,0.0832,38
TULDAI,72.12,8.85,225.45,2.02,-3.9128,-3.1646,0.228,-0.1973,1.3497,2.9881,5.9401,7.5467,0.5417,1.0027,10.1719,6.3611,12.6528,9.7581,1.1254,1.4307,1.1996,0.1249,1.3314,0.0065,23.6
XECPAZ,84.18,0.52,180.76,1.92,-3.4975,-1.618,0.1944,-0.2237,1.3492,3.0691,6.0032,7.0705,0.5418,1.0472,10.1814,6.3387,12.6284,9.8385,1.2806,1.3727,1.2428,0.0899,1.4089,0.0088,18.8
NUQGOW,80.94,14.12,185.88,1.7,-3.4945,-1.6631,0.3836,-0.2179,1.3622,1.9407,6.0262,8.465,0.542,1.0685,10.1729,6.2769,12.5431,9.7963,1.4708,1.4773,1.731,0.4412,1.4348,0.0568,19
JIYWAS,82.05,14.1,182.04,1.51,-3.4728,-1.6931,0.3869,-0.2164,1.3612,1.9841,6.0355,8.4786,0.5421,1.0568,10.1722,6.2775,12.5391,9.7965,1.4731,1.4598,1.7419,0.4428,1.4292,0.0574,17.4
POXPEX,78.96,1.98,202.2,2.57,-3.3329,-1.5389,0.3228,-0.2229,1.3015,1.9836,6.0467,7.2931,0.5426,1.0261,10.1824,6.3377,12.5401,9.7994,1.6535,1.4677,1.6045,0.4076,1.3683,0.009,22.4
JOBJUF,80.75,3.95,174.27,2.26,-3.2031,-1.5576,0.3494,-0.2086,1.369,2.064,6.0517,8.5004,0.5426,1.0616,10.182,6.2935,12.5476,9.8095,1.459,1.5503,1.5924,0.3371,1.3951,0.0595,21.1
MIBCIM,84.61,11.21,225.09,1.7,-3.9567,-3.2943,0.4085,-0.1851,1.3027,1.9914,5.8718,8.4064,0.5426,1.0232,10.1474,6.2762,12.5923,9.723,1.4509,1.447,1.7285,0.4269,1.4301,0.0569,23.4
NAWHID,81.97,2.17,191.97,2.07,-3.473,-2.0258,0.2798,-0.2169,1.365,2.0038,5.9866,7.1603,0.5426,1.0444,10.1832,6.3067,12.6189,9.7946,1.486,1.4652,1.7105,0.4325,1.3712,0.008,18.8
WELYUH,86.22,0.82,184.35,2.38,-2.7467,-1.3786,0.3549,-0.213,1.3163,1.8358,5.9219,8.5394,0.5426,1.0239,10.1948,6.2882,12.5688,9.7881,1.6631,1.4233,1.7164,0.4054,1.5469,0.0455,17.3
TCYTDH,88.16,1.42,186.34,2.71,-2.6205,-1.3535,0.3581,-0.209,1.3226,1.8703,5.902,8.5057,0.5428,1.0333,10.2074,6.292,12.5825,9.7674,1.7675,1.4887,1.5998,0.4162,1.4167,0.0638,19
ABUJAI01,82.97,1.5,181.83,1.7,-3.7782,-2.7379,0.3603,-0.1985,1.4096,2.0251,5.9548,8.4116,0.5429,1.062,10.1702,6.2654,12.5932,9.7811,1.4985,1.4422,1.7247,0.4082,1.5265,0.0513,16.5
LUBKOL,80.4,2.46,183.31,2.04,-4.8371,-4.1669,0.3833,-0.1334,1.3151,2.0148,5.7566,8.3333,0.543,0.9865,10.1149,6.2876,12.638,9.6911,1.4164,1.4701,1.7237,0.4048,1.5053,0.0631,5.9
LAQXUX,88.44,8.2,186.13,3.76,-3.9213,-2.1576,0.3787,-0.2252,1.3744,2.0203,6,8.5087,0.543,1.0309,10.1679,6.2584,12.5603,9.8026,1.6483,1.4789,1.499,0.4491,1.4884,0.0832,6.6
VUDFAC,80.22,15.11,185.79,1.72,-3.6392,-2.3796,0.4018,-0.2227,1.3544,1.9195,6.0415,8.4306,0.543,1.0601,10.1676,6.2706,12.5365,9.7911,1.5372,1.4535,1.7102,0.4525,1.4385,0.0554,18.8
VOJQET,80.91,3.02,177.61,1.7,-4.7761,-4.2198,0.381,-0.135,1.3135,2.0127,5.7946,8.3339,0.5432,0.9802,10.117,6.2909,12.64,9.6881,1.4053,1.4729,1.7292,0.4063,1.5041,0.0566,14.7
DABNUS,78.65,12.87,171.32,3.26,-4.0569,-2.5056,0.3976,-0.1623,1.2895,1.8659,5.8147,8.5635,0.5435,1.0947,10.1415,6.2978,12.5913,9.7133,1.6822,1.4852,1.442,0.4731,1.4401,0.1021,16.5
EVOJIJ,83.89,14.17,180.45,1.7,-3.7332,-2.2095,0.3994,-0.2129,1.3435,1.9447,6.0098,8.4507,0.5436,1.0376,10.1634,6.2729,12.5531,9.7746,1.528,1.4917,1.6653,0.4554,1.4378,0.0523,18.7
SAQHUN,81.15,13.73,181.77,1.33,-3.395,-2.504,0.3892,-0.2152,1.3439,1.9797,6.0358,8.4509,0.5438,1.0577,10.174,6.2721,12.5573,9.7815,1.4825,1.4742,1.6997,0.4507,1.447,0.0593,20.2
MALTPY,88.95,0.27,187.71,1.88,-2.3674,-1.2434,0.3498,-0.2092,1.3269,1.8503,5.8905,8.5237,0.544,1.0354,10.2185,6.294,12.5917,9.7644,1.7421,1.5129,1.6048,0.4297,1.4144,0.0652,20.3
ZUDTUQ,77.18,3.06,168.73,1.7,-3.9034,-1.9497,0.232,-0.2344,1.4111,2.8345,6.0676,7.5215,0.5441,1.0453,10.1735,6.3456,12.57,9.8525,1.1456,1.3933,0.9763,0.1302,1.3512,0.0086,19.8
REVMOX,80.71,2.95,177.06,1.7,-4.7425,-4.1771,0.3823,-0.1366,1.3051,2.0157,5.7956,8.3719,0.5441,0.9897,10.1169,6.2918,12.6354,9.6905,1.4086,1.477,1.724,0.4065,1.4999,0.0586,14.9
WANWAM,84.54,12.99,182.42,1.7,-3.5105,-2.3698,0.3909,-0.2154,1.3493,1.9546,6.0015,8.4759,0.5442,1.079,10.1706,6.2704,12.56,9.7788,1.4853,1.468,1.7415,0.4183,1.4425,0.0538,19.2
YUZRAN,78.61,3.52,173.82,4.21,-4.4628,-3.9343,0.3934,-0.1545,1.3243,2.047,5.8073,8.37,0.5444,0.9777,10.1289,6.2906,12.6102,9.7058,1.3596,1.4905,1.7217,0.4203,1.5029,0.0578,13.5
KUFVEM,83.78,13.79,206.45,2,-3.3371,-1.6283,0.3086,-0.2224,1.335,2.8256,6.0063,8.5028,0.5446,1.0383,10.1763,6.3063,12.5686,9.8165,1.3881,1.3205,1.0825,0.1137,1.4723,0.0721,24.6
GIBRIS,70.48,-12.41,174.5,3.52,-1.8414,-1.1579,0.25,-0.2319,1.3521,1.6835,5.8733,5.4476,0.5447,1.0125,10.2634,6.3537,12.6257,9.7706,1.7859,1.4631,1.6287,0.4367,1.074,0.0377,11
MUGYUL,80.67,3.21,176.95,3.44,-4.6884,-4.0876,0.3827,-0.1384,1.3084,2.0073,5.7866,8.3649,0.5448,1.0047,10.1195,6.2916,12.6351,9.6907,1.4014,1.4736,1.729,0.4082,1.509,0.0538,14.7
HITTAI,83.69,13.89,203.96,2,-3.5591,-2.3695,0.4052,-0.2141,1.3374,1.9817,6.0271,8.4758,0.5448,1.0638,10.1672,6.2684,12.5563,9.7701,1.4912,1.4714,1.7307,0.4435,1.4329,0.058,19.2
JEXNAB,78.95,2.01,202.28,3.02,-3.3305,-1.5403,0.321,-0.2231,1.3039,1.9826,6.0485,7.2811,0.5451,1.0266,10.183,6.3384,12.5404,9.8002,1.6547,1.4681,1.6029,0.4066,1.3705,0.0089,21.7
GEYYAK,96.89,0.76,222.29,3.1,-2.5267,-1.7631,0.3565,-0.1764,1.16,2.7939,5.8946,8.4587,0.5452,1.0898,10.1795,6.3075,12.6228,9.7131,1.3162,1.244,1.3708,0.0751,1.5678,0.0852,22.1
HEFTOE,88.96,-3.93,189.65,3.09,-3.0253,-1.6044,0.303,-0.2094,1.4898,1.8426,5.9938,8.5127,0.5452,1.0314,10.2043,6.2671,12.6043,9.8255,1.6854,1.4172,1.6585,0.4035,1.5413,0.0854,55.9
THYPTR10,82.63,0.22,184.25,2.5,-3.5203,-1.6486,0.451,-0.2062,1.371,2.0892,5.969,8.6736,0.5458,1.0222,10.1811,6.2498,12.5017,9.7976,1.4826,1.466,1.7075,0.3831,1.5518,0.0832,22.6
WEYPIB,80.3,7.2,175.97,1.7,-3.9427,-2.734,0.3855,-0.2113,1.3668,2.0136,5.9595,8.4354,0.5462,1.059,10.1619,6.2791,12.5559,9.7796,1.4659,1.4926,1.6515,0.3645,1.4256,0.0681,13.2
BAGXAJ,79.98,17.18,190.72,1.7,-3.4222,-2.1172,0.4371,-0.2164,1.3312,1.9855,6.0273,8.4468,0.5462,1.0624,10.169,6.245,12.5338,9.7841,1.4816,1.4863,1.7059,0.4273,1.4326,0.0578,28.8
JACCOF,79.46,2.9,173.46,3.31,-4.5292,-3.9182,0.3855,-0.1469,1.3269,2.0148,5.8377,8.3701,0.5463,0.984,10.127,6.3003,12.6109,9.7033,1.4009,1.4869,1.6914,0.3842,1.5158,0.0525,0.1
MIWVEV,77.23,16.33,177.11,1.9,-3.2924,-1.9301,0.4323,-0.2252,1.3405,1.9342,6.0837,8.4366,0.5465,1.0883,10.1721,6.2447,12.5131,9.81,1.5212,1.4537,1.702,0.4664,1.4346,0.062,27
LEPQEE,91.78,7.58,200.69,4.13,-3.2094,-1.6359,0.3576,-0.2267,1.3059,3.0707,5.8802,8.5935,0.5466,1.0822,10.1817,6.307,12.5464,9.789,1.1822,1.2127,1.1523,0.1225,1.441,0.0721,31.6
RIKCIA,80.3,3,177.68,1.52,-4.8227,-4.253,0.3868,-0.1299,1.2955,2.0145,5.7882,8.2918,0.5467,0.9881,10.112,6.2902,12.642,9.6809,1.412,1.4728,1.7182,0.3975,1.4814,0.0574,15
LDOPAC01,81.64,3.22,176.41,1.7,-3.4165,-2.0036,0.3642,-0.2089,1.3618,1.9796,5.9768,8.5231,0.5471,1.0353,10.178,6.2896,12.5538,9.7923,1.4617,1.4764,1.7229,0.3916,1.5131,0.046,16.5
XOSCEO,88.94,-1.88,208.03,3.15,-3.4363,-1.8161,0.2477,-0.2272,1.3309,3.1074,6.018,7.1911,0.5475,1.0306,10.1908,6.3404,12.5974,9.8144,1.2331,1.3516,1.2715,0.09,1.2543,0.0174,23.1
JAHZOH10,79.89,1.51,207.05,2.64,-3.3392,-1.5532,0.307,-0.223,1.3145,1.987,6.0322,7.2616,0.5483,1.0274,10.1834,6.3378,12.55,9.8053,1.5951,1.4688,1.6547,0.3916,1.369,0.0086,20.2
PIMLIJ,80.56,2.21,179.16,2.59,-4.9028,-4.2795,0.3814,-0.1273,1.303,1.9898,5.7745,8.3266,0.5487,0.9726,10.1107,6.2865,12.65,9.6821,1.4331,1.4629,1.7279,0.4367,1.4794,0.0595,15.5
ETCYTC,87.89,1.28,188.12,2.1,-2.8658,-2.1524,0.3796,-0.2133,1.2693,1.8125,5.9376,8.473,0.5488,1.0534,10.1937,6.2774,12.601,9.742,1.7493,1.499,1.5853,0.4201,1.398,0.0519,21.8
KUXCIP,83.08,1.66,178.23,3.13,-3.1408,-1.5192,0.3512,-0.2097,1.3803,2.0464,5.9924,8.4885,0.549,1.051,10.1871,6.2857,12.553,9.81,1.4435,1.5475,1.5998,0.3458,1.3816,0.0566,23.1
QUFXOE,79.9,3.18,174.8,4,-3.1927,-1.6813,0.3487,-0.212,1.35,2.0298,5.9629,8.5323,0.549,1.0524,10.1822,6.2937,12.5556,9.8021,1.4384,1.5325,1.6108,0.4063,1.374,0.0571,27
MUQHOW,85.95,1.13,184.36,1.84,-2.6422,-1.4076,0.3393,-0.2049,1.3812,1.8923,5.9222,8.6022,0.5491,1.0545,10.1992,6.2779,12.581,9.8017,1.5956,1.4243,1.7015,0.4267,1.5426,0.0456,20.4
HBPIIQ10,83.68,14.13,191.33,2.42,-3.5293,-2.2182,0.4025,-0.217,1.3458,1.9405,6.0418,8.4577,0.5492,1.0364,10.1688,6.2718,12.5463,9.7794,1.5186,1.4671,1.6777,0.4588,1.4397,0.0592,18.1
FEYSEJ,66.07,1.1,195.96,2,-2.4789,-1.2876,0.1758,-0.2218,1.3431,2.5691,5.9649,7.164,0.5499,1.0486,10.2132,6.3613,12.6403,9.8227,1.5557,1.3958,1.174,0.0777,1.3667,0.0095,26.7
KHQUIN,83.34,2.21,189.15,1.47,-3.5734,-1.7546,0.2916,-0.2173,1.3715,3.1886,5.903,8.5032,0.55,1.0769,10.1783,6.2973,12.6084,9.8027,1.1886,1.3152,1.3395,0.0931,1.5386,0.0462,19.1
IVILII,82.41,3.4,195.05,2.03,-5.0067,-4.3501,0.2922,-0.152,1.3186,1.9941,5.8131,6.9426,0.5502,0.9925,10.1174,6.3483,12.6575,9.702,1.3819,1.5049,1.7149,0.3635,1.4194,0.0089,11.3
HAHJAC,83.81,1.58,190.62,1.76,-3.8489,-2.435,0.284,-0.1966,1.3417,3.1661,5.8546,8.4692,0.5502,1.1331,10.1672,6.2898,12.6697,9.7565,1.1873,1.3275,1.3201,0.0925,1.5289,0.053,18.5
OYOSIF,99.94,4.57,200.39,2.51,-2.276,-1.24,0.3446,-0.2072,1.3368,1.7218,5.899,8.3995,0.5506,1.0724,10.2128,6.2866,12.594,9.7748,1.7604,1.4055,1.6835,0.4483,1.4184,0.0539,15.3
