Ligand,Bite_Angle,D_Bite_Angle,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,C-I,Cu-I-C,N-Cu-I,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_I,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_I,Atomic_Population_Amide_O,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Amide_C-N,Orbital_Charge_N_s,Orbital_Charge_I_pz,Orbital_Charge_I_py,Orbital_Charge_I_dxy,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_O_s,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
ROFRAG,79.39,0.03,18.2,-3.9129,-2.5486,2.06,2.1,-0.06,0.01,2.45,77.04,84.8,0.0228,-0.5978,-0.0495,2.0773,2.6433,1.314,28.7998,7.2755,25.2631,8.3897,0.6802,0.4026,0.4141,1.1337,3.2134,3.5954,3.6696,2.0234,2.0202,6.3291,9.8722,1.5213,0.1158,0.02,2.7919,3.5538,-434.13,1.22,125.39,32.7
BUDTOK,83.24,-0.13,14.9,-3.9966,-2.5769,2.03,2.03,0,-0.01,2.46,76.37,85.54,0.0073,-0.1136,-0.1074,2.221,2.7008,1.331,28.7854,7.2683,25.2554,8.4126,0.6816,0.3887,0.4625,1.1739,3.2114,3.5243,3.638,2.0155,2.0192,6.3519,9.8648,1.2143,0.0942,0.0167,2.7921,3.5541,-440.48,1.22,125.29,34.3
IJEPAO,64.19,-0.07,8.4,-3.6563,-3.2527,2.01,2.09,0.04,-0.04,2.55,76.11,91.35,-0.0135,-0.5803,-0.5782,2.3217,2.7385,1.3602,28.9039,7.2627,25.267,8.3942,0.5881,0.4455,0.5258,1.1701,3.2088,3.533,3.6465,2.0157,2.0185,6.317,9.832,1.5431,0.341,0.0474,2.7923,3.5558,-418.9,1.22,124.89,36
DELDEG,85.19,0.41,21.8,-3.142,-2.1649,1.97,2.01,-0.01,-0.06,2.44,81.17,84.19,-0.0091,-0.8133,-0.0947,2.2728,2.6251,1.3395,28.8394,7.2582,25.2877,8.4179,0.6923,0.3267,0.5735,1.2102,3.2147,3.4823,3.675,2.0219,2.0215,6.3239,9.8581,1.7514,0.0951,0.0135,2.7894,3.5578,-383.95,1.23,126.67,39.1
SELPII,63.02,-11.38,22.5,-3.524,-2.0544,2.18,2.05,-0.24,0.79,2.35,83.85,64.83,0.1268,-0.1147,-0.6065,2.2011,2.7834,1.5121,28.9888,7.1672,25.1655,8.4921,0.7516,0,0.3097,1.6,3.1963,3.8445,3.666,2.042,2.0464,6.3137,9.8879,1.3235,0.3646,0.0616,2.7738,3.517,-352.6,1.26,128.45,56.8
OKUGEG,82.77,0.84,15.6,-3.64,-2.3542,2,2.01,-0.01,-0.05,2.43,85.86,81.71,0.0677,-0.1313,-0.1195,2.1661,2.637,1.4647,28.8812,7.2251,25.1989,8.5295,0.7435,0.2114,0.5029,1.3431,3.2182,3.5384,3.6281,2.0304,2.0173,6.3853,9.8882,1.3119,0.0944,0.0175,2.7868,3.5515,-387.33,1.24,126.5,40.7
VAJLAW01,79.62,-0.36,15.4,-3.8934,-2.3993,2.13,2.02,-0.01,-0.03,2.44,77.15,84.41,0.031,-0.0535,-0.6186,2.0381,2.6349,1.3302,28.7927,7.2764,25.2605,8.3913,0.6943,0.3895,0.4132,1.1397,3.2139,3.6268,3.6384,2.0249,2.0234,6.3286,9.8771,1.2586,0.4092,0.0419,2.7919,3.5546,-431.34,1.22,125.54,36.6
DERRAW,97.86,-2.76,19.6,-3.3037,-2.2343,1.94,2,0.01,-0.03,2.45,79.3,84.9,-0.0002,-0.7447,-0.5806,2.3474,2.6519,1.3055,28.8486,7.2519,25.2885,8.4068,0.6832,0.3474,0.6208,1.2104,3.212,3.4803,3.6858,2.0195,2.0192,6.2789,9.8354,1.7086,0.394,0.0497,2.7906,3.5589,-407.99,1.23,126.22,37.9
TUWCUK,93.12,1,10.4,-3.5278,-2.331,2.01,1.98,-0.06,-0.02,2.46,80.46,86.46,0.0251,-0.5949,-0.5647,2.1759,2.616,1.3753,28.808,7.2576,25.2609,8.413,0.676,0.3505,0.4057,1.1994,3.214,3.5945,3.5684,2.0162,2.0261,6.2814,9.8624,1.5074,0.3583,0.025,2.79,3.5568,-394.38,1.23,126.02,32
WETGAE,83.96,-0.85,6.8,-3.1508,-1.9533,2.04,2.01,0,-0.03,2.35,85.09,62.58,0.1003,-0.574,-0.34,2.3046,2.71,1.4422,28.9007,7.1845,25.2067,8.4859,0.7696,0,0.4141,1.5404,3.1929,3.8612,3.4794,2.0551,2.0409,6.2897,9.8708,1.5612,0.0662,0.0087,2.7749,3.5134,-344.42,1.26,128.73,44.2
HIBISC10,63.06,1.1,11.2,-3.3302,-2.6265,2.09,2.09,-0.03,-0.04,2.6,78.79,94.52,-0.0528,-0.5476,-0.5335,2.1831,2.7228,1.3784,28.9578,7.2484,25.3009,8.4182,0.5482,0.4178,0.4275,1.2094,3.2156,3.5684,3.6527,2.0176,2.0207,6.3319,9.8759,1.5436,0.3261,0.0488,2.7911,3.5583,-384.57,1.23,125.07,40
PIKTUY,80.66,-0.23,17.5,-4.0505,-2.7236,2.02,2.01,0,0,2.5,76.12,87.47,-0.0105,-0.1152,-0.1068,2.2865,2.7468,1.3272,28.7857,7.2615,25.2592,8.4168,0.6528,0.4212,0.445,1.1773,3.2113,3.5169,3.6624,2.0164,2.0172,6.3531,9.851,1.212,0.0935,0.0153,2.7922,3.5527,-438.85,1.22,124.84,33.3
ADAGAQ,79.66,0.29,17.6,-3.995,-2.8489,2.13,2.01,-0.07,0,2.46,74.64,85.59,0.0291,-0.0419,-0.6103,2.0639,2.672,1.3224,28.7766,7.2774,25.2594,8.3863,0.6584,0.4154,0.3937,1.1443,3.2113,3.5788,3.6386,2.0157,2.0255,6.3264,9.8698,1.2194,0.4078,0.0414,2.7923,3.5551,-442.5,1.22,125.23,37.1
NADVUN,82.72,-0.24,15.8,-3.9538,-2.5417,2.02,2.02,0,-0.01,2.46,76.31,85.54,0.0062,-0.1156,-0.1096,2.2246,2.6968,1.3303,28.7866,7.2652,25.2564,8.4119,0.6812,0.3882,0.4629,1.1722,3.2115,3.5172,3.6505,2.0166,2.0185,6.3523,9.8637,1.2191,0.0941,0.0165,2.7921,3.5541,-437.39,1.22,125.3,34.9
UMEZAP,86.17,-2.67,11,-3.8375,-2.7606,1.95,2.04,0.03,-0.03,2.49,78.19,86.89,-0.0034,-0.1263,-0.118,2.3443,2.6429,1.3591,28.9323,7.2418,25.2643,8.405,0.6562,0.3272,0.5842,1.215,3.2132,3.5042,3.6701,2.0223,2.0173,6.3749,9.8874,1.2649,0.1192,0.0223,2.7912,3.5564,-411.57,1.23,126.17,35
KITVAL,85.57,7.85,19.3,-3.407,-2.2307,2.01,1.99,-0.08,-0.08,2.43,82.26,84.35,0.0559,-0.4843,-0.6569,2.1556,2.5939,1.4062,28.8138,7.261,25.2476,8.4188,0.7391,0.3328,0.4119,1.1944,3.2138,3.6106,3.5064,2.0143,2.0292,6.2794,9.8617,1.5336,0.4351,0.05,2.7894,3.5577,-389.33,1.23,126.42,37.3
GUVREV,94.73,-1.07,14,-2.949,-2.4062,1.99,1.99,-0.03,-0.02,2.55,81.25,89.02,-0.059,-0.5678,-0.5641,2.2095,2.6547,1.3217,28.7779,7.2539,25.3266,8.4095,0.6163,0.3212,0.4464,1.2324,3.2191,3.5357,3.6668,2.0228,2.02,6.2836,9.8615,1.6352,0.3651,0.0449,2.7914,3.5591,-388.39,1.23,125.96,30.9
CEWXUY,82.11,-0.08,15.1,-3.9639,-2.6686,2.01,2.03,0,-0.01,2.47,76.72,85.75,0.0041,-0.1091,-0.1146,2.2352,2.7069,1.3337,28.7906,7.2677,25.256,8.4136,0.6719,0.3884,0.4566,1.1776,3.212,3.5161,3.6446,2.016,2.0185,6.3531,9.8618,1.2061,0.0938,0.0134,2.7921,3.5541,-435.1,1.22,125.28,35
ROPQUL,83.05,0.64,17.9,-3.6301,-2.372,1.99,2.02,0.01,-0.05,2.42,81.18,83.09,0.0534,-0.1746,-0.1193,2.2363,2.5908,1.4011,28.8739,7.2379,25.2236,8.435,0.716,0.2752,0.4803,1.2281,3.2155,3.5496,3.7083,2.0337,2.0215,6.37,9.8758,1.3795,0.0949,0.0134,2.7885,3.5554,-396.66,1.23,126.18,37.7
MEGPOG,75.48,3.78,21.9,-3.9637,-2.6212,2.18,2.03,-0.04,-0.09,2.32,85.74,62.15,0.1831,-0.0897,-0.61,2.2653,2.7773,1.5393,28.9728,7.1716,25.1106,8.453,0.7814,0,0.3382,1.5744,3.1947,3.5978,3.6154,2.0341,2.0218,6.2979,9.8818,1.3559,0.4071,0.0693,2.7727,3.5144,-370.2,1.26,128.24,43.4
LAHSEW,68.01,-0.86,16.9,-3.0153,-1.9373,1.99,1.97,-0.01,0.01,2.36,84.1,63.4,0.0941,-0.2106,-0.218,2.5339,2.7075,1.4376,28.9945,7.1512,25.2235,8.4485,0.7195,0,0.4292,1.6151,3.2072,3.6948,3.6669,2.0525,2.031,6.318,9.8647,1.3619,0.0819,0.0152,2.7831,3.5221,-292.93,1.27,126.86,50.3
VIFLAX,85.24,0.05,18.7,-3.4342,-2.1381,1.99,2.01,0,-0.04,2.39,81.53,82.03,0.0763,-0.7298,-0.0958,2.1963,2.5554,1.4187,28.8996,7.2484,25.2219,8.4228,0.723,0.2704,0.5602,1.2102,3.2122,3.3834,3.7153,2.0334,2.0219,6.3352,9.8693,1.6169,0.0953,0.0134,2.788,3.5561,-379.17,1.23,126.58,39.1
JIXHIH,105.35,-0.43,22.4,-3.283,-2.1018,1.94,2.01,-0.01,-0.1,2.41,80.11,82.52,0.0446,-0.7252,-0.5768,2.2151,2.5621,1.3396,28.8166,7.2519,25.2626,8.4165,0.7258,0.2907,0.5628,1.2171,3.2108,3.4463,3.6804,2.0189,2.0199,6.2723,9.8569,1.6051,0.4174,0.041,2.7884,3.558,-381.05,1.23,126.75,35.1
EVUXEA,85.29,0.33,16.5,-3.4897,-2.3867,1.95,2,-0.01,-0.03,2.47,77.37,85.99,0.0198,-0.0757,-0.6085,2.2927,2.6224,1.352,28.8284,7.2554,25.2586,8.4016,0.6677,0.3688,0.5166,1.1719,3.2112,3.6326,3.6575,2.0259,2.0254,6.3206,9.8482,1.1637,0.3649,0.0407,2.7907,3.5556,-417.96,1.23,126.05,37.1
GOKSAC,83.27,3.44,16.3,-4.1193,-2.901,2.04,2,-0.06,-0.02,2.34,82.44,62.93,0.1334,-0.5507,-0.5905,2.3513,2.7412,1.3992,28.8678,7.1699,25.173,8.5057,0.7956,0,0.3825,1.559,3.1955,3.7755,3.5659,2.0476,2.0236,6.2536,9.8254,1.5212,0.4219,0.0759,2.7746,3.5004,-372.88,1.27,128.42,33.3
SASFAU01,76.12,1.94,19,-4.0351,-3.44,2.06,2.04,-0.06,-0.07,2.43,85.31,81.41,0.094,-0.026,-0.5982,2.4621,2.5772,1.4234,28.8409,7.2021,25.1843,8.4206,0.7675,0.2147,0.3846,1.2649,3.2263,3.4533,3.6548,2.0161,2.0172,6.2955,9.7903,1.1881,0.4382,0.0748,2.7867,3.5484,-404.31,1.23,126,41.5
CERXAY,62.67,0.03,11.9,-3.3693,-2.0655,2.13,2.08,-0.04,0.02,2.37,81.68,65.08,0.0908,-0.5611,-0.5645,2.2201,2.7293,1.4074,29.0081,7.1748,25.2106,8.4931,0.7623,0,0.4158,1.5501,3.1943,3.8582,3.5432,2.0601,2.0389,6.2869,9.8643,1.4607,0.3365,0.0489,2.7753,3.5043,-356.38,1.27,128.73,50.1
YEGPUY,93.27,-2.24,14.5,-4.0628,-2.9703,2,1.98,0.02,-0.03,2.49,73.49,87.17,-0.006,-0.1074,-0.5062,2.2806,2.6866,1.2768,28.8377,7.2608,25.2747,8.4081,0.6441,0.4212,0.4947,1.1611,3.209,3.5599,3.6266,2.0133,2.0187,6.3031,9.8552,1.2635,0.3893,0.069,2.7926,3.5562,-446.58,1.22,124.52,35.4
XAZPOF,79.8,0.17,18.2,-4.1388,-2.7228,2.11,2.03,-0.03,-0.02,2.5,78.49,87.74,-0.0041,-0.0364,-0.5971,2.2816,2.7132,1.354,28.8692,7.2425,25.2445,8.3928,0.6847,0.3934,0.461,1.1703,3.214,3.5891,3.6042,2.0122,2.021,6.3305,9.8568,1.3304,0.4244,0.0588,2.792,3.5542,-433.91,1.22,125.1,25.2
QIGVEK,87.91,-0.86,14.1,-4.1586,-2.6764,2.06,2.06,-0.01,0.02,2.47,75.65,87.34,0.0018,-0.112,-0.1022,2.2451,2.719,1.3299,28.8224,7.2662,25.2576,8.4087,0.6667,0.4007,0.4633,1.1711,3.2099,3.5175,3.6494,2.0156,2.0186,6.3477,9.8767,1.2169,0.0945,0.0168,2.7921,3.5542,-440.98,1.22,124.97,34.1
DUBJAN,88.41,0.58,17.9,-3.5091,-2.6152,2.02,1.98,-0.01,-0.03,2.47,76.76,82.27,0.0088,-0.1492,-0.5259,2.1638,2.5675,1.38,28.8721,7.2219,25.2322,8.4344,0.7035,0.2849,0.472,1.2924,3.2129,3.5185,3.7545,2.0173,2.02,6.3265,9.8803,1.3234,0.404,0.0734,2.7809,3.5408,-407.27,1.24,126.02,35.8
OHULOV,93.75,4.15,12.9,-3.3682,-2.1867,1.96,1.99,-0.04,-0.08,2.42,82.6,82.85,0.0429,-0.6692,-0.6216,2.1961,2.5719,1.389,28.8183,7.2525,25.2473,8.4173,0.7252,0.302,0.5348,1.208,3.2149,3.556,3.5711,2.0172,2.0242,6.2762,9.8568,1.6145,0.4279,0.0468,2.789,3.5577,-376.84,1.23,126.58,38
OREJOL,92.15,0.12,20.8,-3.7208,-1.9355,1.96,2.06,-0.02,-0.02,2.33,85.85,75.85,0.1591,-0.1916,-0.0897,2.0597,2.5465,1.461,28.9009,7.2479,25.181,8.4252,0.7748,0.1518,0.5401,1.2792,3.2153,3.4188,3.6318,2.0272,2.0235,6.3911,9.8951,1.2781,0.115,0.0168,2.7856,3.5571,-355.77,1.23,126.55,42.9
ZEQRUL,83.51,0.04,16.4,-3.848,-2.3881,2.03,2.02,-0.01,-0.01,2.43,77.41,83.93,0.0206,-0.1184,-0.1132,2.183,2.6621,1.3361,28.7868,7.2736,25.2519,8.4153,0.7113,0.3639,0.4593,1.1773,3.2117,3.5433,3.6004,2.015,2.022,6.3528,9.8725,1.2139,0.0948,0.0179,2.7914,3.5552,-428.57,1.23,125.9,33.9
NADVIB,82.7,-0.22,15.8,-3.9788,-2.5671,2.03,2.02,0,0,2.46,76.4,85.67,0.006,-0.1154,-0.109,2.2298,2.7021,1.3327,28.7868,7.2658,25.2555,8.4121,0.6787,0.3888,0.4606,1.1743,3.2115,3.5201,3.6439,2.016,2.0188,6.3524,9.8629,1.2178,0.094,0.0163,2.7921,3.5541,-436.6,1.22,125.26,35.1
BACJUM,79.31,0.13,13.4,-3.7239,-2.1987,2.01,2.06,-0.01,-0.04,2.4,86.21,80.8,0.0803,-0.3797,-0.0942,2.0745,2.5671,1.4688,28.8506,7.2487,25.1977,8.4232,0.7541,0.2211,0.466,1.2531,3.2189,3.494,3.6335,2.0282,2.0174,6.3917,9.8974,1.3799,0.117,0.0235,2.7892,3.5577,-372.21,1.23,126.71,43.4
GEQBIP,82.55,-0.1,15.5,-3.9777,-2.5896,2.02,2.02,-0.01,0,2.46,76.29,85.64,0.007,-0.1128,-0.1084,2.2365,2.6966,1.3316,28.7914,7.2634,25.2557,8.4115,0.6766,0.3905,0.4612,1.1716,3.2115,3.525,3.6464,2.0166,2.0187,6.352,9.862,1.2185,0.0941,0.0167,2.7921,3.5541,-436.76,1.22,125.26,34.7
HEWJUP,80.35,-0.25,20.3,-4.1756,-2.9944,2.05,2.04,0,-0.02,2.5,77.93,88.05,0.0171,-0.0145,-0.5986,2.3424,2.6953,1.3759,28.8483,7.2439,25.2388,8.3898,0.6806,0.395,0.5027,1.1614,3.2112,3.5017,3.6693,2.0163,2.0159,6.3252,9.8399,1.2914,0.4072,0.0478,2.7917,3.5539,-429.17,1.22,125.34,31.6
PAMQOK,81.25,2.53,14.4,-3.6126,-2.4602,2.05,2.05,-0.07,0.02,2.48,77.47,85.21,-0.0057,-0.1274,-0.1021,2.097,2.656,1.3018,28.801,7.2533,25.2766,8.4076,0.6663,0.3756,0.4353,1.182,3.2155,3.7043,3.6418,2.0307,2.0227,6.3667,9.8978,1.3981,0.1181,0.0211,2.794,3.557,-439.07,1.23,124.75,42.4
AKEGAA,85.98,9.49,15.3,-3.4576,-2.2695,1.96,1.98,-0.06,-0.09,2.43,82.9,83.46,0.0602,-0.6739,-0.6173,2.2292,2.5648,1.42,28.8535,7.2695,25.2255,8.4165,0.7082,0.2785,0.5629,1.2184,3.218,3.4254,3.7045,2.0196,2.0206,6.2962,9.8479,1.5712,0.4281,0.0681,2.7895,3.5569,-385.3,1.23,126.28,39.2
BIXCET,75.09,1.56,19.7,-3.8668,-2.6159,2.29,1.99,-0.04,-0.04,2.46,71.19,86.19,0.0095,-0.1568,-0.5848,1.9655,2.6729,1.2733,28.7115,7.2791,25.2801,8.3811,0.6572,0.418,0.2419,1.1063,3.2078,3.5025,3.6752,2.0149,2.0181,6.3252,9.8776,1.281,0.4185,0.0506,2.7906,3.5523,-451.18,1.22,125,25
WASZAS,87.81,-0.02,16.9,-3.4391,-2.2142,2.01,2,-0.02,-0.01,2.43,84.65,84.16,0.0516,-0.6891,-0.5658,2.2802,2.5711,1.4493,28.8905,7.2526,25.2318,8.4169,0.7151,0.2932,0.5328,1.2124,3.2178,3.4191,3.6937,2.0276,2.0205,6.2967,9.8533,1.7413,0.3924,0.0464,2.7889,3.5568,-370.79,1.23,126.62,42.4
GINHIV,93.98,2.37,13.9,-3.3404,-2.2626,1.96,1.98,-0.05,-0.03,2.45,81.15,85.5,0.0196,-0.6577,-0.5709,2.2497,2.6022,1.3592,28.8127,7.2557,25.2729,8.4149,0.6974,0.3417,0.4699,1.1967,3.2132,3.7331,3.5236,2.023,2.0372,6.2749,9.85,1.5335,0.3578,0.0338,2.7896,3.5574,-387.89,1.23,126.28,39.7
INIDIU,92.86,-1.35,14.8,-4.482,-3.2502,1.94,1.99,-0.02,-0.02,2.53,72.44,89.48,0.0263,-0.5815,-0.5534,2.432,2.7476,1.3264,28.7994,7.249,25.2411,8.3793,0.6007,0.4657,0.5068,1.1489,3.2043,3.5737,3.6421,2.0143,2.0197,6.2762,9.7948,1.5119,0.4311,0.0438,2.7919,3.5536,-443.72,1.22,124.68,25.1
FOGVIG04,85.17,9.07,17.1,-3.506,-2.2395,2.12,2.06,-0.14,-0.11,2.43,83.16,83.37,0.0265,-0.2345,-0.5018,2.115,2.6284,1.3866,28.8296,7.2351,25.2482,8.4167,0.7251,0.2882,0.3679,1.2318,3.214,3.5213,3.6446,2.0171,2.0239,6.3722,9.9058,1.3959,0.0636,0.0108,2.7886,3.5569,-391.28,1.23,126.49,57
FAFCOH,81.46,-0.59,16.4,-4.1701,-3.1237,1.99,2.12,-0.03,0.02,2.5,77.92,87.2,0.033,-0.5903,-0.0453,2.2899,2.6927,1.3706,28.8596,7.2626,25.2282,8.3812,0.6497,0.4274,0.4982,1.1347,3.2147,3.6315,3.6492,2.0259,2.0179,6.3287,9.8445,1.5073,0.117,0.0221,2.7923,3.5522,-430.17,1.22,124.86,32.5
LUHFOK02,79.66,0.81,16.2,-4.0771,-2.6579,2.03,2.11,-0.03,-0.03,2.5,78.84,87.61,-0.0063,-0.6105,-0.0652,2.252,2.684,1.3594,28.8475,7.227,25.2474,8.3911,0.668,0.3737,0.4615,1.1716,3.215,3.5402,3.645,2.0139,2.0181,6.3378,9.8587,1.5327,0.1155,0.0215,2.7921,3.5546,-430.42,1.22,125.26,31.6
VIPXEZ,79.25,0.83,20.6,-4.0745,-2.5791,2.06,2.09,-0.01,-0.02,2.48,78.65,86.61,0.0233,-0.5995,-0.046,2.2011,2.7268,1.3781,28.8415,7.2471,25.2299,8.4106,0.6729,0.366,0.4054,1.1868,3.2141,3.5882,3.6631,2.0235,2.0132,6.3327,9.8696,1.5645,0.1167,0.0162,2.7917,3.5551,-430.8,1.23,125.14,27
IFOZIP,82.05,-0.18,16.2,-3.9995,-2.7549,2.03,2.02,-0.01,0,2.47,76.43,85.87,0.0059,-0.1154,-0.1098,2.2434,2.6978,1.3355,28.7904,7.2608,25.2535,8.412,0.6735,0.3902,0.4506,1.1769,3.2118,3.5388,3.6498,2.018,2.0186,6.3537,9.861,1.216,0.0942,0.0161,2.7921,3.5539,-437.35,1.22,125.26,33.9
COYJUX,82.38,-0.07,14.9,-3.9868,-2.7051,2.03,2.02,-0.01,0,2.47,76.4,85.8,0.0055,-0.1133,-0.1082,2.2358,2.7066,1.3326,28.7895,7.2674,25.2551,8.4126,0.6787,0.3928,0.4542,1.1734,3.2115,3.5197,3.6456,2.016,2.0186,6.3523,9.8615,1.2137,0.094,0.0166,2.7921,3.554,-436.65,1.22,125.2,34.9
WOMHUE,91.89,4.43,15.4,-3.4946,-2.496,1.96,1.99,-0.05,-0.04,2.48,80.08,87.04,0.0067,-0.6499,-0.5645,2.3373,2.6391,1.331,28.8188,7.2534,25.2826,8.4124,0.6913,0.3858,0.46,1.1821,3.2111,3.744,3.4419,2.0131,2.0397,6.2711,9.8365,1.5029,0.3517,0.0351,2.7902,3.5572,-395.13,1.23,125.91,33.5
XIVWOR,94.87,-2.5,22.7,-4.1449,-2.5683,2.04,2,0.02,-0.07,2.48,74.09,87.74,0.0432,-0.5327,-0.5444,2.2261,2.6943,1.3574,28.824,7.2655,25.2446,8.3988,0.6309,0.4068,0.4317,1.1721,3.2088,3.5301,3.6172,2.0159,2.0186,6.2755,9.8602,1.5263,0.4188,0.0464,2.7917,3.556,-441.41,1.22,125.06,25.8
AYELEW,85.56,-1.37,17.8,-4.0654,-3.2827,2,2.06,0.11,-0.09,2.52,73.2,90.01,0.0117,-0.5468,-0.6105,2.2783,2.7386,1.3419,28.848,7.2495,25.2577,8.3905,0.5977,0.4585,0.4705,1.1597,3.2035,3.5099,3.6558,2.0132,2.0196,6.2821,9.8462,1.51,0.3986,0.0315,2.7918,3.5551,-440.08,1.22,124.87,23.4
SAYQAM,78.68,0.85,17,-4.0818,-2.7016,2.16,2.02,-0.04,-0.03,2.47,78.2,86.01,0.0047,-0.0552,-0.5955,2.1186,2.665,1.3396,28.8088,7.2609,25.2547,8.3958,0.6844,0.4008,0.3897,1.1523,3.2139,3.5677,3.5975,2.0133,2.0213,6.3242,9.8754,1.2734,0.4085,0.041,2.7921,3.5547,-427.84,1.22,125.3,35.8
OCAPIT,79.66,0.71,17.1,-4.065,-2.5077,2.04,2.12,-0.03,-0.05,2.47,79.58,86.22,0.0137,-0.6072,-0.0495,2.2335,2.6457,1.3736,28.89,7.2469,25.2364,8.4027,0.7131,0.3693,0.4456,1.1706,3.2129,3.5586,3.6541,2.0184,2.0151,6.3316,9.8732,1.5517,0.1158,0.0188,2.7905,3.5546,-419.08,1.23,125.98,32.9
XAJXAL,83.01,0.53,9.8,-3.3926,-2.3949,2.07,2,-0.06,0.01,2.5,81.36,88.3,0.0043,-0.596,-0.5313,2.0939,2.6153,1.4116,28.8124,7.2464,25.2617,8.4128,0.6536,0.3427,0.3587,1.1896,3.2161,3.5194,3.6447,2.0206,2.0215,6.2965,9.8751,1.5263,0.3454,0.0358,2.7904,3.5561,-392.57,1.23,126.32,39.3
NIWBAY,81.41,-0.72,21.6,-4.2622,-2.8133,2.08,2,-0.02,0,2.35,83.5,64.06,0.1503,0.2182,-0.5153,2.4706,2.8274,1.4833,28.9508,7.1618,25.1324,8.4647,0.7645,0,0.4457,1.6197,3.196,3.5686,3.6369,2.0287,2.0222,6.2801,9.8377,1.154,0.3976,0.049,2.7731,3.5031,-372.77,1.27,127.86,28.4
WUBDAY,82.41,-1.94,13.5,-4.0703,-2.9964,2.12,1.92,-0.13,0.18,2.53,72.71,91.04,0.0148,-0.577,-0.4537,2.1706,2.7504,1.3506,28.7515,7.2562,25.2505,8.3918,0.6028,0.4643,0.3124,1.163,3.2013,3.5093,3.6683,2.0161,2.0156,6.2869,9.8417,1.5299,0.3792,0.0423,2.7919,3.5554,-434.65,1.22,124.65,23.6
YUDNUH,105.24,-2.27,18.6,-2.8497,-2.1937,1.91,2.04,-0.02,-0.04,2.45,83.6,82.54,0.015,-0.8633,-0.1258,2.2456,2.5337,1.3511,28.847,7.2998,25.2692,8.4086,0.6999,0.2078,0.6449,1.2337,3.222,3.561,3.6083,2.0234,2.0274,6.3233,9.8681,1.7591,0.092,0.0153,2.7905,3.5552,-404.43,1.23,125.95,42.9
VONFEM,79.59,0.7,17.1,-4.072,-2.5225,2.04,2.12,-0.03,-0.05,2.48,79.48,86.32,0.0109,-0.6083,-0.0486,2.2355,2.6505,1.3712,28.8892,7.2465,25.2371,8.4037,0.7133,0.3706,0.4454,1.1733,3.213,3.6056,3.5739,2.0123,2.0239,6.3314,9.8726,1.5051,0.1158,0.0255,2.7906,3.5546,-421.32,1.23,125.98,33.5
YEXPAV,82.76,-0.16,15.8,-3.971,-2.5514,2.03,2.02,0,0,2.46,76.44,85.6,0.007,-0.1155,-0.1096,2.2304,2.6992,1.3341,28.7886,7.2652,25.2549,8.4117,0.6794,0.3864,0.4613,1.1747,3.2115,3.5199,3.6438,2.0161,2.0188,6.3526,9.8633,1.2197,0.0941,0.0164,2.7921,3.5542,-436.15,1.22,125.29,35
KUKYIZ,100.38,-2.28,20.7,-3.1514,-2.1362,1.93,1.98,-0.03,-0.03,2.42,78.12,82.75,0.0257,-0.8832,-0.6025,2.2449,2.5741,1.3215,28.7979,7.2454,25.2816,8.4169,0.6941,0.2868,0.5497,1.2081,3.2137,3.488,3.6544,2.016,2.0225,6.2852,9.8469,1.7431,0.4365,0.0518,2.7891,3.5572,-406.75,1.23,126.45,39
MENBUD,79.54,0.8,17.9,-4.1352,-2.7221,2.04,2.12,-0.03,-0.06,2.47,79.63,86.08,0.0182,-0.6209,-0.034,2.2729,2.6393,1.3791,28.9033,7.2424,25.2295,8.3993,0.7209,0.3731,0.4666,1.1659,3.2128,3.5886,3.584,2.0126,2.022,6.3293,9.8663,1.5088,0.1169,0.025,2.7905,3.5543,-418.94,1.23,125.98,33.3
TEPSIQ,99.49,2.05,21,-2.6633,-2.2714,2,2.03,-0.03,0.01,2.52,78.93,89.68,-0.054,-0.8473,-0.7009,2.277,2.6456,1.2985,28.8074,7.2455,25.3412,8.4175,0.6058,0.3458,0.5017,1.2403,3.2114,3.5615,3.6267,2.0171,2.0236,6.2837,9.8541,1.7681,0.4098,0.0525,2.7897,3.5587,-359.49,1.23,126.87,31.7
PEFGUF,81.54,-0.7,16.9,-4.2694,-2.9385,2.11,1.96,-0.01,0.03,2.58,77.75,92.26,-0.0205,0.0237,-0.5236,2.3696,2.7699,1.3748,28.8275,7.235,25.248,8.3909,0.6167,0.4466,0.4352,1.175,3.2102,3.5521,3.6375,2.0159,2.0169,6.3171,9.8425,1.2165,0.3998,0.046,2.7924,3.5554,-411.07,1.22,124.09,21.7
