Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu_L1,Cu_L2,D_Cu_L1,D_Cu_L2,Cu_I,Cu_I_C,I_C_Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
KOQGOM,91.32,6.54,188.84,4.12,9.81,8.63,31.6,25,19,786.43,-3.6227,-2.3837,2.08,1.97,-0.22,-0.06,2.6,54.77,71.74,0.3783,-0.2061,0.2858,-0.5769,-0.6529,2.7715,3.8217,1.3692,1.9272,2.0057,29.036,5.9314,25.131,8.4241,8.483,0.5731,0.3925,0.5585,2.9235,1.0181,1.0453,1.1269,3.305,3.6742,3.8545,10.1755,2.0645,2.0321,2.0157,2.0506,2.0127,6.2719,12.5703,4.232,4.1949,4.1434,9.7794,1.9812,1.9554,1.9613,1.9303,1.9513,1.462,1.4548,1.7201,0.4202,0.0366,0.0619,1.5764,1.4387,1.7205,0.408,0.0222,0.0479,-165.83,11.5
QAGZAC,82.61,15.15,180.54,1.7,9.39,6.59,32.2,23.5,17.5,691.64,-3.9505,-3.2341,2.07,1.96,-0.23,-0.07,2.56,49.43,72.57,0.3944,-0.1946,0.1875,-0.6256,-0.6656,3.0165,3.8007,1.3358,1.9231,2.0211,29.1129,5.8761,25.1221,8.4038,8.4285,0.6584,0.393,0.5586,2.9177,1.0455,1.0409,1.0963,3.4417,3.7938,3.6891,10.1545,2.0346,2.0461,2.0203,2.0338,2.0197,6.2769,12.5921,4.2348,4.2124,4.145,9.7366,1.9901,1.9839,1.934,1.9131,1.9156,1.4768,1.4593,1.735,0.4311,0.0616,0.0647,1.5617,1.4345,1.7331,0.426,0.0438,0.0629,-138.75,21.3
RUHGEI,80.09,15.16,178.36,1.7,6.42,7.36,32.2,21.8,12.6,553.78,-3.3402,-1.6423,2.07,1.99,-0.17,-0.09,2.64,52.67,74.78,0.4337,-0.218,0.2364,-0.6441,-0.6705,2.8723,3.9725,1.3286,1.9668,1.9645,29.1061,6.0342,25.1231,8.3928,8.4583,0.5141,0.3642,0.5588,2.9181,1.0613,1.0474,1.0974,3.4584,3.805,3.6226,10.1705,2.0408,2.0498,2.0245,2.0329,2.0225,6.2425,12.524,4.1862,4.1845,4.1533,9.7998,1.9925,1.994,1.955,1.941,1.9172,1.4746,1.5555,1.6503,0.4397,0.0879,0.0687,1.6223,1.4448,1.6699,0.4186,0.0513,0.0561,-78.82,29.7
QARVOX,99.76,-0.36,203.3,3.71,10.7,10.94,43,35.1,23.7,876.48,-2.1252,-1.3121,1.93,1.98,0.02,-0.02,2.57,64.5,64.24,0.3581,-0.2039,0.118,-0.8801,-0.8915,2.8647,3.4815,1.2977,1.8052,1.7213,28.9804,5.7986,25.3184,8.5293,8.4564,0.5897,0.665,0.5589,2.9388,1.0393,1.0471,1.0914,3.604,3.7271,3.6164,10.2291,2.0542,2.0637,2.0437,2.0372,2.0303,6.2831,12.603,4.2046,4.1931,4.2053,9.7559,1.9939,1.9877,1.8769,1.9465,1.9508,1.7736,1.4242,1.6509,0.4826,0.0602,0.0837,1.7369,1.4662,1.674,0.4582,0.0527,0.083,-118.83,16.6
EHIYAV,88.65,1.3,187.29,2.83,6.26,7.48,38.1,29.3,17.6,593.47,-2.316,-1.1778,2,2.01,-0.03,-0.01,2.62,60.63,68.7,0.3739,-0.2142,0.17,-0.8633,-0.8595,2.7276,3.7176,1.2947,1.7614,1.781,28.9858,5.9409,25.2425,8.522,8.5669,0.5032,0.5662,0.5591,2.9312,1.0529,1.0428,1.0969,3.5704,3.7422,3.6023,10.2169,2.0514,2.0581,2.0414,2.0384,2.0277,6.2889,12.5752,4.2089,4.1835,4.1828,9.762,1.9897,1.9833,1.9183,1.9415,1.9291,1.7456,1.387,1.6871,0.4859,0.0618,0.075,1.7129,1.5719,1.572,0.4302,0.0738,0.0825,-147.94,35
WOGGOQ,75.37,5.47,198.02,2.21,6.7,8.76,31.5,22.8,15,621.64,-3.464,-2.161,2.35,1.97,-0.25,-0.06,2.71,51.27,77.29,0.2767,-0.2322,0.2094,-0.1359,-0.4156,2.6581,3.8507,1.3069,2.972,3.0877,28.9569,6.0113,25.1115,7.0957,7.5623,0.4069,0.2054,0.5595,2.9223,1.0961,1.0596,1.0604,3.7845,3.7459,3.3693,10.171,2.0214,2.0371,2.058,2.0235,2.0311,6.3158,12.5914,4.1665,4.2344,4.1906,9.8161,1.9474,2.0248,1.9829,1.9686,1.8924,1.2556,1.2611,1.3137,0.1185,0.021,0.0127,1.4243,1.416,1.2704,0.0633,0.0082,0.0104,-63.02,28.4
MUSTOL,81.97,2.56,180.13,3.69,8.08,11.96,28.1,16.8,11.1,778.36,-4.8527,-4.2773,2.14,1.91,-0.23,0.07,2.51,45.76,66.5,0.3781,-0.1244,0.064,-0.5553,-0.5508,3.2249,3.7398,1.2945,1.9885,2.117,29.2194,5.7682,25.1442,8.3855,8.3221,0.7912,0.3614,0.5595,2.9183,0.9991,1.0338,1.0832,3.411,3.8336,3.7922,10.1113,2.0281,2.0317,2.0125,2.029,2.01,6.2887,12.6565,4.2675,4.2438,4.1452,9.6767,1.9942,1.9911,1.9466,1.8191,1.9258,1.4347,1.466,1.7264,0.3917,0.0279,0.053,1.4668,1.504,1.6387,0.4354,0.0392,0.0571,-175.54,15.8
HEGJUA,81.92,4.21,178.65,4.09,8.42,8.43,34.2,30.3,22.2,747.58,-3.5933,-2.3843,2.08,1.99,-0.18,-0.05,2.59,53.96,72.03,0.3915,-0.2061,0.2322,-0.5436,-0.6968,2.8354,3.8539,1.3634,2.0576,1.7474,29.0661,5.9321,25.1412,8.419,8.5909,0.5709,0.3914,0.5595,2.9222,1.0758,1.0552,1.06,3.6664,3.7835,3.4308,10.1767,2.0287,2.0453,2.04,2.0287,2.034,6.2762,12.5657,4.2083,4.1851,4.1722,9.7666,1.9816,1.9642,1.9682,1.9303,1.9224,1.4162,1.4642,1.7165,0.4305,0.0458,0.0546,1.6882,1.4174,1.6167,0.4349,0.0517,0.0612,-162.75,18.9
LETNII,77.23,18.02,176,1.7,13.3,10.15,31,23.1,16,805.66,-4.1276,-3.1078,2.22,1.97,-0.32,-0.08,2.53,47.13,70.99,0.418,-0.1635,0.1271,-0.6515,-0.6418,3.158,3.8584,1.3064,1.9144,2.0266,29.2128,5.8354,25.1539,8.5657,8.3986,0.7549,0.2664,0.5601,2.9142,1.0531,1.0378,1.0646,3.5757,3.7528,3.6507,10.1413,2.0258,2.045,2.0206,2.0221,2.0279,6.2679,12.5869,4.1861,4.23,4.1707,9.7272,1.9351,2.0209,1.894,1.9451,1.9321,1.515,1.459,1.7068,0.4483,0.0546,0.0711,1.5537,1.4326,1.7135,0.4378,0.0416,0.0626,-132.71,23.4
RUPRAV,94.69,2.59,202.54,1.81,10.36,8.39,33.4,24.4,15.8,665.11,-3.5204,-1.7485,2.1,1.98,-0.17,-0.06,2.63,54.96,72.56,0.292,-0.2176,0.2366,-0.0913,-0.7469,2.7525,3.6828,1.3412,2.9274,1.9276,29.0078,5.8821,25.1354,7.061,8.5168,0.525,0.4336,0.5605,2.9263,1.1039,1.0372,1.0583,3.7292,3.7292,3.418,10.1741,2.0264,2.0405,2.0517,2.0244,2.0311,6.2965,12.6056,4.2248,4.1918,4.189,9.8058,1.9779,1.9976,1.9852,1.9441,1.901,1.2939,1.2663,1.2213,0.1151,0.0185,0.013,1.5906,1.4819,1.7258,0.4241,0.0469,0.0674,-142.94,22.1
XUQNOO,79.91,15.52,181.76,1.75,7.97,7.78,32.4,24.5,18.4,693.68,-3.5261,-1.8351,2.07,1.98,-0.2,-0.07,2.61,52.46,73.55,0.4007,-0.2154,0.2308,-0.6301,-0.6805,2.8362,3.9765,1.3406,1.9671,1.9736,29.0852,6.0575,25.1247,8.4193,8.4536,0.573,0.3904,0.5606,2.9193,1.0455,1.0498,1.1068,3.3712,3.7987,3.7207,10.1668,2.0401,2.0464,2.0187,2.0429,2.0187,6.2742,12.5492,4.2401,4.1877,4.1214,9.7759,1.9933,1.9757,1.9445,1.9228,1.9396,1.4791,1.4933,1.6816,0.459,0.0787,0.0668,1.5989,1.4292,1.7164,0.4235,0.0383,0.0578,-98.02,20.9
TEBRIE,82.78,4.02,176.65,3.1,7.79,9.11,34.7,28,20.4,647.13,-3.4648,-1.6248,2.29,2.01,-0.2,-0.02,2.61,57.13,70.58,0.38,-0.213,0.249,-0.5433,-0.8111,2.4828,3.8442,1.3589,1.9988,1.8519,28.9744,5.9897,25.1343,8.4444,8.5506,0.5425,0.2171,0.5608,2.9254,1.0271,1.0329,1.136,3.4063,3.6164,3.844,10.1785,2.0687,2.0312,2.0181,2.0451,2.0154,6.306,12.5141,4.2282,4.1811,4.1049,9.7999,1.9627,1.9685,1.9736,1.9428,1.9523,1.5832,1.4695,1.5929,0.3653,0.0424,0.0477,1.7257,1.518,1.5731,0.4386,0.0636,0.0842,-137.64,24.1
DAZGIU,78.29,2.88,196.94,2.34,8.3,6.73,39.5,34.1,20.8,632.65,-3.4218,-1.6494,2.24,1.99,-0.03,-0.02,2.64,55.69,72.11,0.2903,-0.2165,0.231,-0.5261,-0.1795,2.5021,3.7649,1.3604,2.0013,2.8209,28.9477,5.9629,25.1269,8.3787,7.262,0.5054,0.2287,0.5608,2.9267,1.0301,1.0675,1.1005,3.3917,3.7925,3.6939,10.1814,2.0496,2.0521,2.0199,2.0442,2.0157,6.3332,12.5774,4.2386,4.187,4.1517,9.7991,1.9909,1.9753,1.9434,1.9283,1.9612,1.4594,1.4675,1.6771,0.416,0.0565,0.066,1.371,1.3516,1.2206,0.0772,0.015,0.0097,-137.25,30
CIZDEX,83.06,3.02,185.81,1.69,10.46,7.93,28.2,19.2,12.9,660.07,-3.3811,-2.5082,2.1,1.98,-0.16,-0.02,2.61,55.92,71.45,0.3723,-0.2094,0.2237,-0.7132,-0.6973,2.7164,3.8544,1.3552,1.9354,1.9639,29.0176,5.9413,25.1465,8.5862,8.504,0.5471,0.4004,0.5609,2.9252,1.0396,1.0465,1.1063,3.4273,3.7519,3.7094,10.1769,2.0501,2.0457,2.0247,2.0412,2.0151,6.2778,12.5678,4.2359,4.1899,4.1421,9.782,1.9826,1.9719,1.9636,1.9181,1.9458,1.5584,1.4588,1.7098,0.4511,0.0391,0.0556,1.6384,1.5066,1.6296,0.3893,0.035,0.0452,-169.42,16.1
GERYOU,80.47,2.99,177.9,1.76,8.13,10.87,29,20.7,16.1,768.48,-4.8512,-4.2917,2.18,1.9,-0.25,0.07,2.52,45.91,67.29,0.3837,-0.1326,0.0898,-0.5455,-0.5619,3.1362,3.7662,1.311,2.0097,2.1295,29.1759,5.7796,25.1274,8.3945,8.332,0.7808,0.3086,0.5611,2.9175,0.9857,1.0368,1.102,3.3363,3.8356,3.8404,10.114,2.033,2.028,2.0105,2.0349,2.0075,6.2888,12.6413,4.2699,4.2409,4.1305,9.6862,1.9972,1.986,1.9619,1.8209,1.9202,1.411,1.4719,1.7264,0.4041,0.0297,0.0547,1.4613,1.4962,1.6456,0.4615,0.0445,0.0607,-171.01,15
MQUCXA11,82.97,1.54,203.06,1.91,7.65,6.49,35.8,24.8,14.2,573.17,-3.5123,-2.0229,2.09,1.96,-0.12,-0.01,2.62,52.04,74.49,0.1976,-0.2229,0.2231,-0.1203,-0.3547,2.7275,3.7127,1.3587,3.1779,2.9717,28.9896,5.931,25.114,7.0875,7.421,0.4951,0.3555,0.5611,2.9206,1.1327,1.0351,1.0386,3.7951,3.7671,3.3227,10.1815,2.0262,2.0358,2.0419,2.0202,2.0574,6.3364,12.6649,4.2265,4.2006,4.2378,9.8011,1.9857,1.9962,1.9013,1.9665,1.9514,1.2448,1.4309,1.1877,0.0912,0.0167,0.009,1.4494,1.3044,1.3079,0.0601,0.0031,0.0078,-65.34,23.3
HODQUP,79.9,0.51,202.31,2.8,14.28,8.43,42.8,30,14.4,761.87,-4.2193,-2.7768,2.37,2.09,-0.08,-0.17,2.55,46,68.37,0.2538,-0.1265,0.0719,-0.2216,-0.4419,3.1738,3.6002,1.2942,2.6846,2.6808,29.1939,5.67,25.1945,7.0347,7.5426,0.7473,0.2207,0.5612,2.9169,1.0505,1.0509,1.0169,3.6483,3.8395,3.5286,10.1318,2.0202,2.0355,2.0295,2.0254,2.0212,6.3488,12.6767,4.2634,4.22,4.1933,9.7206,1.9447,1.9581,1.9324,1.9572,1.9281,1.2063,1.5239,1.235,0.0953,0.0231,0.021,1.1777,1.3882,1.5161,0.0616,0.0153,0.0114,-147.13,36
PAWLIJ,79.17,17.74,186.81,1.97,11.61,8.34,33.1,26.4,20.1,877.7,-4.0023,-3,2.16,1.97,-0.31,-0.08,2.54,47.33,71.28,0.4288,-0.1604,0.1281,-0.6263,-0.6721,3.2004,3.8846,1.3004,2.0127,1.9643,29.2377,5.8326,25.157,8.4017,8.4341,0.7346,0.332,0.5612,2.914,1.0586,1.0464,1.0477,3.5903,3.7992,3.5888,10.1425,2.0265,2.045,2.0222,2.0196,2.0292,6.2593,12.5867,4.1891,4.2239,4.1738,9.7252,1.99,2.0124,1.8928,1.9245,1.9055,1.4606,1.4731,1.7278,0.4354,0.0565,0.0693,1.5703,1.4295,1.7081,0.4598,0.0486,0.0609,-134.4,24.8
CAQLOV,84.75,-1.53,189.41,4.28,6.65,8.52,40,35,23.1,688.27,-3.4694,-2.9204,1.99,1.97,-0.07,0.12,2.55,54.91,70.97,0.3665,-0.2175,0.3098,-0.7474,-0.6173,2.7672,3.8113,1.4346,1.7067,1.8517,29.043,5.9998,25.1046,8.5324,8.5049,0.6028,0.4772,0.5617,2.9177,1.0356,1.0447,1.1249,3.3369,3.7146,3.7524,10.197,2.0599,2.045,2.026,2.0499,2.0163,6.2496,12.5922,4.2194,4.1915,4.1812,9.7917,1.993,1.9705,1.9659,1.9308,1.9314,1.5937,1.4325,1.6655,0.5256,0.0785,0.1048,1.5866,1.4882,1.6253,0.4244,0.0526,0.0842,-151.85,49.6
JACYES,99.66,1.85,197.9,2.56,10.65,9.95,34.7,24.2,15.9,714.38,-3.2817,-1.7201,2.02,2.01,-0.1,-0.09,2.61,51.89,74.03,0.3602,-0.2063,0.2183,-0.4866,-0.8779,2.89,3.9412,1.3134,2.0866,1.6714,29.0861,5.9994,25.1508,8.4291,8.4772,0.558,0.4294,0.5627,2.9161,1.0384,1.0317,1.1242,3.4228,3.7143,3.7572,10.1763,2.0549,2.0387,2.0284,2.0409,2.0133,6.2687,12.5905,4.2366,4.1776,4.1763,9.7806,1.9692,1.9809,1.9822,1.9315,1.9169,1.5495,1.4286,1.6397,0.3752,0.0452,0.0567,1.7821,1.3887,1.7141,0.4253,0.0407,0.0548,-115.04,21.7
MRFBZI10,89.09,-0.11,189.53,2.76,9.59,6.85,33.3,25.8,18.2,675.93,-2.4779,-1.288,2.01,2,-0.04,-0.02,2.55,62.11,66.21,0.3365,-0.2017,0.1921,-0.8534,-0.851,2.7303,3.6854,1.3744,1.801,1.805,28.9949,5.9164,25.2302,8.4833,8.5304,0.5921,0.5105,0.5633,2.9294,1.0377,1.0491,1.0959,3.5056,3.7396,3.6508,10.2165,2.0577,2.0589,2.0331,2.0449,2.0219,6.2875,12.5955,4.2219,4.1911,4.1825,9.7805,1.9943,1.9774,1.9116,1.9308,1.9663,1.7633,1.414,1.6716,0.4517,0.0435,0.0652,1.785,1.5102,1.5846,0.4117,0.054,0.0513,-148.96,19.8
XIDZES,79.1,6.92,171.9,4.27,6.59,9.31,32.8,27.6,20.7,707.35,-3.4207,-1.6288,2.22,2,-0.24,-0.03,2.59,57.13,70.11,0.3741,-0.2069,0.2581,-0.5459,-0.7355,2.5746,3.7694,1.3801,2.0063,1.6922,29.0012,5.9193,25.1391,8.4322,8.7495,0.5782,0.2651,0.5634,2.926,1.0272,1.0526,1.1098,3.5512,3.5927,3.7096,10.1836,2.0522,2.036,2.0356,2.0433,2.0165,6.2964,12.5385,4.2176,4.2068,4.1141,9.791,1.9279,1.9581,1.983,1.9697,1.9523,1.4449,1.476,1.6916,0.407,0.043,0.0601,1.6435,1.49,1.6238,0.4627,0.0596,0.0958,-149.89,5.3
WUSJIE,91.26,15.49,188.03,4.34,9.12,10.09,36.8,32.9,24.4,763.94,-3.578,-2.2442,2.15,1.94,-0.27,-0.04,2.61,53.84,72.36,0.4022,-0.2021,0.2492,-0.6129,-0.732,2.7668,3.735,1.3482,2.0179,1.8553,29.0108,5.8998,25.1602,8.3535,8.5484,0.5561,0.3049,0.5645,2.9247,1.0145,1.0421,1.1286,3.3926,3.6378,3.8301,10.1784,2.0661,2.0312,2.02,2.0462,2.0149,6.2738,12.5585,4.2211,4.208,4.1294,9.7656,1.9433,1.9563,1.9559,1.9499,1.9601,1.5585,1.494,1.5946,0.4505,0.0592,0.0661,1.5477,1.4853,1.7408,0.434,0.0692,0.092,-159.46,17.1
KIGKOD,101.29,1.08,201.66,3.84,9.44,11.36,43,33.5,20.6,738.36,-2.1648,-1.2512,1.97,1.99,-0.02,-0.04,2.59,64.35,65.23,0.3517,-0.2141,0.1393,-0.882,-0.8572,2.7853,3.5413,1.3018,1.7533,1.6953,28.9597,5.8334,25.2817,8.4757,8.4475,0.5346,0.5996,0.5649,2.9372,1.0898,1.0531,1.0462,3.848,3.7442,3.3367,10.2295,2.0267,2.0352,2.068,2.0404,2.0593,6.2898,12.5836,4.1807,4.1897,4.2133,9.7748,1.9901,1.9883,1.9006,1.9769,1.919,1.7263,1.4944,1.6595,0.4419,0.0519,0.0816,1.7132,1.4671,1.6743,0.4434,0.0523,0.0841,-117.16,20.5
JERHOD,94.52,3.06,195.69,2.93,6.12,6.82,34.6,27.1,15.8,592.86,-2.7745,-1.772,1.97,1.96,-0.1,-0.03,2.6,55.54,71.14,0.3792,-0.2055,0.1585,-0.8378,-0.8637,2.9607,3.7701,1.2956,1.7016,1.8462,29.0557,5.9022,25.2395,8.4155,8.4651,0.5483,0.5429,0.565,2.9263,1.0245,1.0394,1.123,3.404,3.7374,3.7906,10.203,2.0717,2.0462,2.024,2.0466,2.0144,6.2748,12.6039,4.2296,4.1927,4.1816,9.7421,1.9929,1.9792,1.9248,1.9135,1.9317,1.7471,1.4497,1.6236,0.4768,0.0577,0.0755,1.6434,1.5331,1.677,0.4563,0.0695,0.0936,-203.09,17.4
CYTIDN,88.3,9.41,179.34,1.78,7.94,8.38,32.4,24.5,15.7,624.47,-3.4837,-2.4669,2.34,1.97,-0.23,-0.05,2.61,51.87,74.41,0.4201,-0.2192,0.2367,-0.5947,-0.8295,2.7625,3.9381,1.3298,2.0318,1.8624,29.0184,6.0347,25.1427,8.454,8.5209,0.5435,0.1405,0.5652,2.9169,1.0426,1.0506,1.1148,3.3902,3.775,3.7157,10.1759,2.0513,2.0476,2.0231,2.0398,2.0142,6.2536,12.5271,4.1853,4.1806,4.1612,9.7992,1.9984,2.0002,1.9557,1.9296,1.9153,1.4861,1.5502,1.6233,0.4064,0.0679,0.0653,1.7451,1.443,1.6285,0.4844,0.0635,0.0673,-67.4,29.1
MEBMIP,98.96,-0.43,197.92,3.35,9.03,10.85,36.2,25.7,17,743.75,-2.7788,-1.3649,2.03,1.97,-0.07,-0.01,2.57,62.13,66.72,0.3487,-0.2066,0.2228,-0.7534,-0.7643,2.7402,3.6695,1.3659,1.8129,2.0049,29.0351,5.8885,25.1963,8.5372,8.5184,0.5773,0.5051,0.5652,2.9293,1.0668,1.0215,1.0993,3.4821,3.7586,3.6415,10.2005,2.0455,2.055,2.0325,2.0383,2.0292,6.2739,12.5749,4.2326,4.1654,4.1768,9.8025,1.9556,1.9822,1.9276,1.964,1.9732,1.6034,1.5713,1.6261,0.4144,0.0757,0.0912,1.657,1.454,1.7068,0.4076,0.055,0.075,-115.63,19.8
SENCIX,94.41,-0.66,194.73,1.95,8.2,15.57,31.8,20.2,10.7,877.96,-3.7324,-2.8131,2.01,1.95,-0.11,0.04,2.6,55.36,71.67,0.3523,-0.2204,0.2596,-0.6552,-0.6156,2.7073,3.8439,1.3981,1.9873,1.9117,29.0303,6.0325,25.0891,8.429,8.4991,0.5745,0.4744,0.5653,2.9221,1.0463,1.0412,1.1185,3.3779,3.7596,3.7219,10.173,2.0493,2.0464,2.0219,2.0407,2.0146,6.2534,12.5889,4.228,4.1784,4.1825,9.8054,1.9901,1.9754,1.9586,1.9381,1.9432,1.5507,1.44,1.7227,0.4219,0.0382,0.053,1.6003,1.4548,1.6606,0.4082,0.0402,0.0812,-162.73,35.7
GERNUP,81.16,2.44,178.9,1.89,8.68,10.54,28.3,20.7,16.3,744.9,-4.8316,-4.2326,2.18,1.89,-0.25,0.09,2.52,45.81,67.22,0.3829,-0.1315,0.0855,-0.5488,-0.5611,3.1671,3.7502,1.3073,2.0225,2.1317,29.2081,5.7767,25.1317,8.4119,8.3268,0.7765,0.3217,0.5657,2.9171,0.9841,1.0378,1.1018,3.337,3.8346,3.8445,10.114,2.0325,2.0277,2.0105,2.0357,2.0077,6.2872,12.6439,4.2706,4.2416,4.1317,9.6859,1.9945,1.9827,1.9588,1.827,1.9229,1.4288,1.4708,1.7121,0.4048,0.0322,0.0516,1.4661,1.4979,1.6293,0.4704,0.0456,0.0616,-173.35,15.7
JIGPIY,79.99,17.66,184.1,1.91,10.88,7.02,31.9,24.3,19.1,723.21,-3.9227,-2.8367,2.13,1.97,-0.29,-0.08,2.54,47.48,71.42,0.4318,-0.1611,0.1225,-0.5858,-0.6646,3.2137,3.8837,1.2935,1.9969,1.9821,29.2274,5.8784,25.1688,8.4041,8.4093,0.7266,0.3355,0.5658,2.9145,1.0351,1.045,1.073,3.5121,3.7659,3.7046,10.1444,2.0293,2.0455,2.0172,2.0267,2.0256,6.2587,12.5873,4.1962,4.2225,4.1686,9.7221,1.9658,2.0106,1.8682,1.926,1.9515,1.4479,1.4615,1.7215,0.4311,0.0477,0.0671,1.572,1.4228,1.7143,0.4491,0.0492,0.0585,-133.2,25.8
WEBYIN,95.49,-2.27,186.58,2.75,5.98,9.7,35.4,24.3,13.3,602.67,-3.495,-1.6402,2.29,2.04,-0.2,-0.07,2.63,53.77,73.36,0.3067,-0.2189,0.2364,-0.6637,-0.4251,2.6213,3.9198,1.3647,1.9358,2.7742,29.0274,6.0267,25.1286,8.4307,7.5039,0.5262,0.1849,0.5661,2.921,1.0289,1.0423,1.1333,3.2649,3.7699,3.8405,10.1809,2.0603,2.0368,2.0152,2.0557,2.0129,6.3305,12.5563,4.2502,4.1688,4.1373,9.8065,2.0024,1.9874,1.955,1.9115,1.9502,1.6171,1.4594,1.6452,0.4044,0.0414,0.0565,1.2846,1.3259,1.4787,0.0628,0.0053,0.0229,-108.89,35.5
DIWSUA,98.85,1.38,204.36,3.31,7.01,7.8,36.9,28,16.1,642.67,-2.6079,-1.3188,2.05,1.98,-0.08,-0.01,2.61,60.01,68.62,0.2714,-0.2054,0.1715,-0.1785,-0.9065,2.7788,3.6285,1.3078,2.8114,1.7777,28.9793,5.7824,25.2387,7.1195,8.4826,0.5205,0.4758,0.5662,2.9304,1.0783,1.047,1.0595,3.6844,3.7567,3.4748,10.2081,2.0412,2.0496,2.0454,2.0359,2.0359,6.314,12.6322,4.2215,4.1893,4.2214,9.7825,1.988,1.9818,1.9141,1.9542,1.9443,1.3009,1.2902,1.3352,0.0806,0.0152,0.0122,1.5924,1.5745,1.7233,0.4501,0.0577,0.1044,-113.9,16.3
IHORAA,81.44,2.52,186.88,2.25,9.04,9.35,29.9,25.6,20.3,739.83,-4.5056,-4.3134,2.17,1.88,-0.16,0.01,2.53,46.21,68.02,0.3985,-0.1351,0.0924,-0.5222,-0.5688,3.1841,3.7608,1.3002,2.0453,2.1636,29.1862,5.7494,25.146,8.4041,8.3679,0.7504,0.3219,0.5663,2.9176,0.9886,1.0308,1.1072,3.3284,3.8369,3.8427,10.1185,2.0363,2.0283,2.0108,2.0361,2.0071,6.2822,12.6427,4.2739,4.2395,4.1294,9.6766,1.9895,1.9839,1.9648,1.8195,1.9189,1.3997,1.4709,1.724,0.395,0.0277,0.0512,1.4562,1.5078,1.6219,0.4935,0.0524,0.0657,-180.8,15.7
IRELEX,79.15,17.26,177.2,1.33,8.24,7.89,32.2,23.3,16.9,670.89,-3.35,-1.7869,2.07,1.99,-0.21,-0.08,2.63,51.76,75.1,0.4376,-0.2175,0.2271,-0.6554,-0.6676,2.9411,4.0364,1.3231,2.0136,1.9815,29.1342,6.0778,25.1253,8.4504,8.4392,0.524,0.3984,0.5663,2.9164,1.0559,1.0519,1.0989,3.4123,3.8127,3.669,10.17,2.0402,2.0507,2.0194,2.0363,2.0234,6.2423,12.53,4.1887,4.1861,4.1552,9.7901,1.9975,1.9943,1.9299,1.9361,1.9323,1.4799,1.5023,1.6998,0.451,0.0815,0.0727,1.5943,1.4297,1.705,0.4249,0.0489,0.0596,-68.98,28.4
DANVIA,82.38,2.82,180.63,1.7,8.91,14.51,28.1,16.8,9.6,771.18,-4.7316,-4.2809,2.14,1.91,-0.21,0.04,2.52,46.2,67.73,0.3808,-0.1328,0.085,-0.5705,-0.5564,3.2212,3.7857,1.3055,1.9813,2.1227,29.2043,5.7921,25.1413,8.395,8.3329,0.7642,0.3677,0.5666,2.9178,1.0391,1.0339,1.0512,3.5809,3.7807,3.6543,10.1182,2.0215,2.0385,2.018,2.0193,2.0209,6.286,12.6519,4.2379,4.2515,4.1624,9.6813,1.958,2.0043,1.9202,1.8624,1.9363,1.487,1.46,1.6934,0.3916,0.0358,0.056,1.476,1.5393,1.6074,0.4251,0.0553,0.0607,-179.11,16.9
