Ligand,Bite_Angle,D_Bite_Angle,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,C-I,N-Cu-I,Cu-I-C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_I,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_I,Atomic_Population_Amide_O,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Amide_C-N,Orbital_Charge_N_s,Orbital_Charge_I_pz,Orbital_Charge_I_py,Orbital_Charge_I_dxy,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_O_s,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
SADNEU,86.61,-3.78,12.8,-4.8826,-4.2341,1.94,1.84,0.03,0.13,2.62,92.4,74.25,0.1422,-0.5691,-0.5746,2.949,2.901,1.5397,28.8768,7.2223,25.0841,8.3862,0.5674,0.5847,0.6248,1.1191,3.1897,3.5739,3.5482,2.0178,2.0146,6.278,9.6735,1.5871,0.4326,0.0551,2.7897,3.5526,-402.54,1.22,124.31,33.5
IYOYEA,87.78,-3.52,11,-4.8394,-4.1528,1.89,1.83,0.07,0.09,2.65,91.2,74.64,0.1179,-0.589,-0.594,2.9935,2.802,1.5325,28.8654,7.2306,25.0732,8.3911,0.5654,0.6048,0.6633,1.0764,3.1923,3.5693,3.5753,2.0162,2.0116,6.2826,9.6461,1.7321,0.4253,0.0474,2.7896,3.5517,-379.72,1.22,123.51,32.6
WEPBOJ,93.75,1.66,19,-2.7925,-2.0445,2.31,1.89,0.03,-0.02,2.42,81.61,84.65,0.0223,-0.2215,-0.8935,2.1706,2.5638,1.396,28.8591,7.2553,25.2826,8.4188,0.6948,0.2544,0.2149,1.2353,3.2189,3.6112,3.5522,2.0205,2.0308,6.3426,9.8578,1.2294,0.4362,0.0827,2.7888,3.5571,-353.72,1.23,127.02,39.6
HISSEK,80.79,3.23,25.9,-4.3392,-3.05,2.36,1.87,-0.21,0.2,2.42,82.55,76.21,0.092,-0.4522,-0.507,2.822,2.619,1.2873,29.1218,7.2352,25.2629,8.3915,0.7296,0.4221,0.1459,1.1488,3.2017,3.7486,3.5605,2.0336,2.029,6.2303,9.7889,1.4306,0.4176,0.0685,2.7885,3.5532,-429.16,1.23,125.69,41.3
PUNQOE,89.15,-0.15,18.9,-3.0791,-2.4929,1.89,1.86,0.08,0.11,4.2,96.36,53.43,-0.5435,-0.8316,-0.8454,3.0093,2.6761,0.6109,28.8972,7.1375,25.6991,8.492,0,0.6413,0.7092,0.5722,3.2579,3.7799,3.8739,2.0089,2.0111,6.2985,9.6598,1.7308,0.4719,0.0627,2.7763,3.5838,-417.63,1.29,122.86,26.1
CIHQIT,84.36,-3.46,14.9,-5.279,-4.6086,1.95,1.9,0.06,0.05,2.67,88.82,79.78,0.2107,0.1469,-0.0679,3.0296,2.869,1.6742,28.9862,7.2345,24.9614,8.349,0.5751,0.5903,0.6244,1.0564,3.2152,3.7374,3.4125,2.037,2.0198,6.3717,9.6733,1.207,0.1183,0.0203,2.7937,3.5505,-398.7,1.21,122.63,31.1
QOCWOW,85.88,-1.4,18.7,-4.5546,-3.6032,2.13,1.9,-0.06,0.08,2.54,90.43,73.16,0.0392,-0.575,-0.0678,2.5378,2.7858,1.3822,28.8832,7.229,25.2054,8.4128,0.6104,0.5041,0.368,1.1615,3.1978,3.5249,3.6327,2.014,2.0158,6.3296,9.7839,1.4625,0.0939,0.0166,2.7911,3.5541,-434.33,1.22,124.32,23.2
VELNOR,83.81,1.82,17.5,-4.5511,-3.5484,2.56,1.87,-0.16,0.06,2.56,91.99,75.77,0.007,-0.1184,-0.0989,2.3452,2.7934,1.3588,28.8194,7.2419,25.2277,8.4221,0.6096,0.4769,0.1149,1.1769,3.2049,3.5529,3.6258,2.0128,2.0165,6.3669,9.8161,1.1183,0.0989,0.0176,2.7916,3.5553,-425.71,1.23,122.99,32.2
BUPQUA,85.46,-1.49,15.3,-4.6957,-3.8701,2.16,1.84,-0.13,0.16,2.58,92.89,73.35,0.0548,-0.5036,-0.5298,2.6184,2.8426,1.4297,28.8585,7.2209,25.1829,8.3858,0.5728,0.5278,0.3557,1.1551,3.1948,3.5272,3.6183,2.0137,2.015,6.2919,9.7528,1.4292,0.417,0.0423,2.7911,3.5541,-414.47,1.22,124.33,21.2
POGDAT,85.52,-2.85,15.5,-4.7952,-4.0829,1.98,1.84,0.01,0.1,2.6,92.14,72.89,0.1138,-0.5905,-0.5637,2.8521,2.8642,1.501,28.8788,7.216,25.1193,8.388,0.5692,0.5614,0.5517,1.1351,3.1903,3.63,3.5913,2.0259,2.0127,6.2786,9.6993,1.5095,0.4309,0.039,2.7901,3.5535,-412.88,1.22,124.49,32.9
COYMOS,87.31,-2.62,13.7,-3.6254,-2.2453,2.28,1.93,0,0,2.42,85.35,76.41,0.09,-0.636,-0.4159,2.4721,2.6304,1.3494,29.0511,7.28,25.2344,8.4193,0.7096,0.3848,0.2081,1.1684,3.2057,3.5288,3.58,2.0123,2.0238,6.3294,9.8561,1.569,0.0653,0.0241,2.7891,3.5578,-411.85,1.23,126.27,46.2
WEBYOT,103.08,-9.79,13.2,-3.8456,-2.2349,2.13,1.97,-0.04,0,2.43,84.84,77.6,0.0605,-0.6634,-0.427,2.4189,2.6345,1.3251,29.024,7.2713,25.258,8.419,0.7028,0.3784,0.281,1.1817,3.2054,3.6233,3.5201,2.0156,2.0283,6.3223,9.8707,1.6676,0.0649,0.0066,2.7896,3.5569,-410.62,1.23,126.23,54.2
HOCVEA,87.19,-4.3,13.7,-4.9498,-4.337,1.93,1.83,0.03,0.15,2.64,92.28,74.28,0.1666,-0.5728,-0.5783,2.9737,2.9095,1.5644,28.8747,7.2213,25.059,8.3859,0.5585,0.5965,0.6295,1.1116,3.1884,3.5637,3.5391,2.0175,2.0137,6.2782,9.6618,1.6109,0.4352,0.0609,2.7894,3.5523,-398.43,1.22,124.34,33.6
TUQNID,84.15,4.27,17.4,-2.4484,-1.5219,2.02,1.93,-0.01,-0.05,2.25,64.03,91.7,0.1856,-0.1901,-0.4726,2.4526,2.654,1.3517,28.9797,7.1885,25.2126,8.4808,0.8133,0,0.4076,1.4637,3.1883,3.6912,3.6125,2.0558,2.0316,6.4185,9.8194,1.3707,0.0588,0.0162,2.7815,3.5602,-296.17,1.24,127.77,45
CORSOS,88.24,-4.28,11.5,-4.994,-4.3683,1.88,1.82,0.07,0.13,2.67,91.45,75.48,0.1517,-0.5907,-0.6031,3.0437,2.8263,1.5699,28.8525,7.2255,25.0347,8.393,0.5527,0.6269,0.679,1.0666,3.1912,3.5189,3.5751,2.0107,2.0123,6.2813,9.6224,1.7009,0.4316,0.0537,2.7898,3.5513,-369.4,1.22,123.22,32.7
XABPEZ,86.88,0.1,16.9,-4.23,-2.9789,2.35,1.91,-0.12,0.07,2.53,90.32,74.15,0.007,-0.6019,-0.119,2.3183,2.7553,1.3346,28.9011,7.2618,25.255,8.3921,0.6263,0.4785,0.2135,1.1572,3.2028,3.5702,3.6326,2.0167,2.0153,6.3543,9.8338,1.4783,0.0919,0.0143,2.7923,3.5552,-435.08,1.22,124.45,44.2
LEDKUC,85.84,-1.67,10.9,-4.662,-3.8582,2.15,1.84,-0.14,0.18,2.58,92.95,73.21,0.0555,-0.5134,-0.5173,2.6449,2.8457,1.428,28.8775,7.2302,25.1856,8.3889,0.5667,0.5418,0.3682,1.1488,3.1936,3.5189,3.6191,2.0129,2.0155,6.2918,9.7525,1.4647,0.3918,0.044,2.7908,3.554,-412.83,1.22,124.33,34.4
XALKUQ,73.71,-4.74,18.6,-2.9702,-1.4167,1.96,1.87,0.08,0.26,3.59,133.67,32.84,-0.5414,0.1886,-0.8473,3.2774,2.6025,0.5477,29.499,7.3014,25.7279,8.4279,-0.1731,0,0.421,1.3275,3.1866,3.8107,3.8688,2.0089,2.0127,6.3334,9.6582,0.8519,0.468,0.0777,2.777,3.5538,-390.27,1.25,125.27,5.4
TEWXEA,88.03,-5.17,13.4,-5.0631,-4.4377,1.88,1.82,0.09,0.14,2.69,91.72,75.34,0.147,-0.5846,-0.5995,3.0317,2.8354,1.5683,28.8559,7.2246,25.0353,8.3925,0.5402,0.6285,0.6869,1.0695,3.1908,3.5128,3.5649,2.0108,2.0111,6.2783,9.63,1.709,0.444,0.054,2.7898,3.5508,-363.03,1.22,122.97,33.6
YOMKAN,84.75,-1.6,13.7,-4.6251,-3.679,2.23,1.84,-0.2,0.22,2.58,93.23,73.12,0.0449,-0.4921,-0.491,2.5346,2.8276,1.4065,28.8818,7.236,25.1999,8.392,0.5711,0.5275,0.3029,1.1541,3.1958,3.5287,3.6182,2.0123,2.0159,6.3,9.7736,1.4176,0.3893,0.0449,2.7913,3.5549,-417.7,1.22,124.17,20.8
WEBYUZ,103.84,-7.09,16.1,-3.6902,-2.1714,2.16,1.95,-0.01,-0.01,2.41,83.81,78.37,0.0717,-0.6739,-0.4157,2.3353,2.6037,1.3418,28.9948,7.2719,25.248,8.4224,0.7257,0.3398,0.268,1.1893,3.2082,3.5283,3.5885,2.014,2.0229,6.3321,9.8748,1.624,0.0657,0.0093,2.789,3.557,-403.41,1.23,126.43,57
DOMTEG,85.7,-1.93,13.5,-4.8791,-4.2354,2.14,1.84,-0.12,0.18,2.59,93.15,73.22,0.0853,-0.5168,-0.5241,2.6983,2.868,1.4733,28.8622,7.2254,25.1442,8.3874,0.5646,0.5574,0.3734,1.1431,3.1914,3.5148,3.6085,2.0137,2.0141,6.2909,9.7293,1.4522,0.4037,0.0411,2.7904,3.5537,-410.43,1.22,124.26,33.6
GOKFUJ,39,-19.93,12.3,-4.773,-2.8222,1.93,1.8,1.03,0.24,2.51,83.44,74.1,-0.0448,0.2979,-0.5438,2.9516,2.7333,1.1007,29.1163,7.0756,25.3412,8.2943,0.7024,0.3943,0.4638,1.2905,3.1911,3.7113,3.6054,2.0188,2.0228,6.2207,9.779,0.9806,0.4096,0.062,2.7824,3.516,-465.92,1.24,123.07,54
URURIJ,95.09,3.88,25.5,-3.3349,-2.5616,1.92,1.92,-0.03,-0.03,2.54,86.24,81.52,-0.0507,-0.5446,-0.8101,2.6514,2.6696,1.2879,28.9535,7.2566,25.3007,8.4135,0.6622,0.3461,0.6264,1.2224,3.223,3.5342,3.6841,2.0188,2.019,6.2893,9.7842,1.4641,0.4288,0.0331,2.7935,3.5571,-416.85,1.23,125.75,39.7
ACNAQU01,85.65,-1.71,11,-4.7109,-3.8946,2.17,1.84,-0.14,0.18,2.58,92.9,73.27,0.0581,-0.5056,-0.5114,2.635,2.8452,1.432,28.8736,7.2305,25.1821,8.3885,0.5675,0.5407,0.3575,1.1477,3.194,3.5166,3.6198,2.013,2.0154,6.2927,9.752,1.452,0.3909,0.0437,2.7909,3.5541,-414.55,1.22,124.31,33.9
EYEZEP,87.89,-3.7,14.2,-4.917,-4.2272,1.89,1.83,0.03,0.14,2.64,91.15,74.37,0.1251,-0.5811,-0.592,3.006,2.8065,1.5419,28.8757,7.2313,25.0642,8.3933,0.5643,0.605,0.6732,1.0783,3.1924,3.511,3.6002,2.0118,2.0118,6.2821,9.6435,1.6711,0.4231,0.0499,2.7895,3.5519,-382.07,1.22,123.53,33
SPGLUC01,89.19,3.01,14.9,-2.0657,-1.3625,1.89,1.92,-0.02,0.01,3.44,119.54,33.81,-0.4996,-0.8864,-0.8333,3.4382,2.8128,0.6562,29.3598,7.256,25.6851,8.4343,-0.2056,0.4575,0.7538,1.3192,3.1598,3.8707,3.8921,2.0222,2.0217,6.2797,9.687,1.7514,0.4811,0.0691,2.7789,3.5583,-315.57,1.24,128.14,7.5
XUFBIL,92.37,-2.34,25.8,-3.7061,-2.0488,1.9,2.26,0.02,-0.02,2.37,80.67,78.87,0.0983,-0.8069,0.974,2.5021,2.5567,1.3871,29.045,7.2655,25.2164,8.4307,0.6994,0.2544,0.6345,1.2188,3.2105,3.4429,3.6413,2.0203,2.0216,6.3699,9.861,1.6368,0.2101,0.0663,2.7871,3.5577,-381.41,1.23,126.76,37.2
IKUNUA,78.9,2.95,22.2,-4.6659,-2.7895,2.43,1.87,-0.39,0.16,2.49,81.57,79.25,-0.0023,-0.5958,-0.0876,2.9373,2.6245,1.2517,29.2454,7.1653,25.2515,8.3244,0.7653,0.3005,0.1212,1.2884,3.2075,3.4742,3.8327,2.0235,2.0144,6.2655,9.8458,1.4891,0.1252,0.0391,2.782,3.5228,-447.68,1.25,124.71,65.2
AKATAI,81.17,-2.62,15.3,-4.5068,-2.8162,2.35,1.76,-0.33,0.41,2.52,84.86,74.18,-0.0478,-0.085,-0.5162,3.0683,2.7423,1.1021,29.2024,7.1418,25.3349,8.3015,0.7286,0.3644,0.1384,1.2954,3.1929,3.445,3.7814,2.0138,2.0177,6.2202,9.7946,1.3717,0.3995,0.0958,2.7788,3.5157,-465.4,1.25,123.43,81.6
VOGTAP,80.36,2.99,13.8,-5.0465,-4.4214,2.44,1.87,-0.32,0.14,2.63,95.18,76.03,0.061,-0.0777,-0.0485,2.6383,2.9052,1.475,28.8466,7.2687,25.1334,8.4076,0.5886,0.5929,0.1534,1.1164,3.1946,3.5374,3.582,2.0093,2.017,6.3785,9.7391,1.3186,0.1179,0.0221,2.7908,3.5552,-385.18,1.22,123.18,30.2
HUBSEC,90,-4.22,17.3,-5.5631,-4.9228,1.91,1.82,0.08,0.12,2.74,89.96,80.91,0.366,-0.5305,-0.5934,3.3849,2.8847,1.7178,29.218,7.0714,24.8452,8.3668,0.5634,0.718,0.6563,1.011,3.1929,3.3923,3.4861,2.0155,2.0197,6.2714,9.5716,1.5658,0.4606,0.0687,2.7916,3.5505,-345.09,1.22,121.85,18.6
DULYUE,83.25,-1.06,13.1,-4.9218,-4.1223,2.14,1.89,-0.04,0.08,2.59,91.18,74.08,0.1017,-0.5499,0.01,2.6439,2.8307,1.4807,28.857,7.283,25.1232,8.3743,0.5905,0.5742,0.3271,1.096,3.1968,3.5611,3.5762,2.0132,2.0211,6.3445,9.7437,1.5031,0.1221,0.0242,2.7899,3.5501,-410.2,1.22,124.28,23.2
CUFSEE,63.62,-8.35,13.5,-4.8276,-2.9772,2.58,1.85,0.25,0.1,2.57,93.47,76.01,0.0873,0.0819,0.1286,2.9613,2.745,1.4335,29.1873,7.1685,25.1557,8.3752,0.6081,0.3996,0.1981,1.2671,3.206,3.6668,3.6108,2.0271,2.0144,6.3227,9.8062,0.9423,0.1345,0.0303,2.7883,3.5577,-421.27,1.24,121.81,58.2
OJIRUX,87.41,-0.64,16.6,-4.5996,-3.6903,2.2,1.9,-0.11,0.11,2.53,90.8,73.56,0.0388,-0.5284,-0.0526,2.5288,2.792,1.3836,28.9024,7.2371,25.209,8.4169,0.6029,0.5034,0.3454,1.1604,3.1991,3.5225,3.6283,2.0134,2.0165,6.3341,9.7938,1.4422,0.0983,0.0168,2.7913,3.5549,-435,1.22,124.2,25.1
UJUZAB,87.2,-2.96,13.2,-4.7214,-4.0721,1.94,1.83,0.05,0.08,2.62,92.36,75.52,0.1309,-0.5889,-0.5774,2.9695,2.885,1.53,28.8871,7.2215,25.0927,8.3879,0.5793,0.577,0.6052,1.1144,3.1919,3.6631,3.5425,2.0256,2.0152,6.282,9.6686,1.5771,0.4234,0.0413,2.7903,3.5536,-399.45,1.22,124.13,32.7
JUVKES,85.94,-1.06,20,-4.6038,-3.8954,2.17,1.82,-0.14,0.15,2.59,93.45,73.49,0.0573,-0.5526,-0.5206,2.6387,2.8531,1.436,28.8772,7.2256,25.1804,8.3891,0.577,0.5396,0.3258,1.155,3.1933,3.5257,3.6228,2.013,2.0151,6.2924,9.7499,1.4382,0.3905,0.0395,2.7908,3.5538,-409.14,1.22,124.29,32
POBDAL,87.49,-2.67,12.6,-4.9391,-4.1759,2.19,1.8,-0.04,0.18,2.6,93.65,73.97,0.0944,-0.5455,-0.5086,2.7015,2.8798,1.4915,28.8269,7.2238,25.1311,8.3886,0.5629,0.558,0.3299,1.1481,3.1911,3.6012,3.6505,2.0183,2.0221,6.2929,9.7178,1.6589,0.3944,0.0421,2.7905,3.554,-402.22,1.22,124.19,7.9
TUQKAS,87.41,-0.76,15.5,-4.6632,-3.7633,2.21,1.89,-0.12,0.12,2.54,91.22,73.58,0.0399,-0.5255,-0.0523,2.5503,2.7999,1.389,28.9038,7.236,25.2049,8.4146,0.5966,0.5109,0.3372,1.1576,3.1983,3.519,3.6296,2.013,2.0163,6.3353,9.7879,1.4404,0.098,0.0165,2.7914,3.555,-433,1.22,124.07,24.3
UMICIE01,83.78,-1.59,16.2,-4.5445,-3.7534,2.03,1.84,-0.01,0.14,2.67,95.41,76.43,0.0052,-0.1017,-0.0223,2.9868,2.8679,1.4342,29.0382,7.1602,25.1861,8.3823,0.5584,0.5284,0.4976,1.1634,3.1996,3.552,3.6315,2.0146,2.0159,6.3694,9.7514,1.2131,0.1289,0.0208,2.7908,3.5544,-371.04,1.22,124.74,32.9
OHENUN,86.32,-2.37,16.7,-4.8472,-4.1125,2.16,1.82,-0.03,0.11,2.61,93.63,73.15,0.0682,-0.537,-0.5157,2.7077,2.876,1.4548,28.887,7.2174,25.161,8.386,0.5632,0.5592,0.3557,1.1518,3.1911,3.5182,3.6331,2.0142,2.0135,6.2916,9.7365,1.4263,0.3884,0.0396,2.7904,3.5532,-402.01,1.22,124.3,33.9
AZDCAR01,83.57,-1.86,8.8,-4.86,-4.0004,1.97,1.89,0.02,0.04,2.56,88.41,75.42,0.1401,-0.6191,0.0096,2.8117,2.8097,1.5241,28.9023,7.2617,25.1221,8.371,0.5793,0.5471,0.51,1.0808,3.2017,3.5265,3.5745,2.0168,2.0223,6.3379,9.7125,1.6011,0.1143,0.0109,2.7906,3.5504,-415.41,1.22,124.41,32.7
AKUSOP,90.63,2.53,19.9,-4.2222,-2.5768,2.11,1.81,-0.17,0.12,2.5,88.76,75.82,0.1369,-0.5435,-0.5901,3.1397,2.7189,1.4547,29.1833,7.235,25.1798,8.3862,0.6263,0.4792,0.3756,1.1242,3.1992,3.5482,3.5229,2.0121,2.0268,6.2588,9.7414,1.5767,0.4326,0.0964,2.7891,3.552,-415.87,1.22,125.51,43.3
GIRWOU,88.14,-5.36,12.6,-5.155,-4.5984,1.89,1.81,0.07,0.17,2.65,91.49,74.28,0.2469,-0.589,-0.6064,3.0622,2.9365,1.6273,28.8689,7.2199,24.9869,8.3838,0.5509,0.6253,0.6835,1.0882,3.1855,3.5489,3.5071,2.0191,2.0143,6.2769,9.6214,1.6733,0.4493,0.0663,2.7888,3.5521,-397.7,1.22,124.12,34
COLDAJ,85.05,-1.74,23.4,-3.6838,-2.2379,2.31,2.28,0.05,-0.03,2.42,83.13,72.9,0.0087,0.0124,0.9207,2.4918,2.6223,1.2828,29.0409,7.2767,25.2749,8.4064,0.7031,0.3657,0.6282,1.1633,3.2071,3.5369,3.6233,2.013,2.0236,6.4651,9.9121,3.5865,0.2169,0.0294,2.7902,3.557,-439.81,1.23,126.3,31.5
BUTZUL,100.35,-3.54,21.4,-3.2046,-2.1349,1.99,1.84,-0.09,0.08,2.41,84.32,74.14,0.1,-0.8777,-0.5155,3.033,2.5971,1.3463,29.2705,7.248,25.2463,8.4143,0.6798,0.3545,0.6561,1.196,3.2057,3.6443,3.4435,2.0155,2.0354,6.2549,9.7942,1.7316,0.381,0.0781,2.7883,3.5565,-419.01,1.23,126.16,49.3
EMEVID,88.71,-5.96,12.9,-5.587,-5.1097,1.87,1.78,0.14,0.14,2.74,91.55,78.07,0.2797,-0.5722,-0.6448,3.1543,2.8691,1.6791,28.8569,7.1558,24.8796,8.3882,0.5279,0.6953,0.6692,1.0436,3.1903,3.4825,3.4579,2.0102,2.0124,6.2757,9.5693,1.678,0.4545,0.0449,2.7907,3.5501,-337.4,1.22,121.79,31.1
BIXZOX10,85.23,0.09,21,-4.4648,-3.2731,2.3,1.88,-0.11,0.07,2.52,90.54,73.51,0.0237,-0.5996,-0.0442,2.3937,2.7657,1.3487,28.8696,7.2563,25.2298,8.4106,0.6153,0.4934,0.232,1.159,3.1995,3.5237,3.6512,2.0143,2.0156,6.3462,9.8094,1.5671,0.1009,0.0192,2.7917,3.5566,-438.38,1.22,124.08,23.1
EGISOE,75.91,3.22,17.2,-4.7848,-3.9195,2.28,1.9,-0.33,0.13,2.54,89.25,73.86,0.1157,-0.503,0.2568,2.7054,2.8196,1.4367,28.9206,7.276,25.1545,8.3867,0.6154,0.5765,0.215,1.1123,3.193,3.6041,3.5925,2.0207,2.0204,6.3222,9.7321,1.4639,0.1278,0.0199,2.789,3.5493,-420.07,1.22,124.88,28.2
KOJQAB,87.31,-0.98,15.3,-4.6502,-3.68,2.12,1.91,-0.03,0.06,2.52,87.86,75.7,0.0778,-0.5653,-0.0634,2.5906,2.7417,1.4286,28.8763,7.2601,25.1805,8.3712,0.631,0.4906,0.3818,1.1,3.2052,3.5706,3.585,2.0149,2.0209,6.341,9.762,1.5073,0.0906,0.01,2.7908,3.5492,-431.68,1.22,125.01,25.4
