Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PX_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,Cu-O,C-I,N-Cu-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Lowdin_Charge_Amide_C,Lowdin_Charge_Amide_O,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Bonded_Valence_Amide_C,Bonded_Valence_Amide_O,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Atomic_Population_Amide_C,Atomic_Population_Amide_O,Bond_Order_Cu-I,Bond_Order_Cu-C,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Bond_Order_Amide_C-O,Bond_Order_Amide_C-N,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_p,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dxy,Orbital_Charge_L2_dz2,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_C_p,Orbital_Charge_Amide_C_pz,Orbital_Charge_Amide_C_px,Orbital_Charge_Amide_C_py,Orbital_Charge_Amide_O_s,Orbital_Charge_Amide_O_p,Orbital_Charge_Amide_O_pz,Orbital_Charge_Amide_O_px,Orbital_Charge_Amide_O_py,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
LAJNEP,85.33,-1.49,184.06,3.94,7.96,11.69,29.4,23.2,20.4,871.71,-4.4556,-3.5771,2.14,1.89,-0.01,0.06,2.49,3.01,3,2.55,91.4,73.38,86.79,96.91,0.3273,-0.163,-0.0176,0.0406,-0.5155,-0.4793,0.2109,-0.571,2.4945,2.7865,3.6854,1.3875,2.0454,2.1614,3.9917,2.1009,28.874,7.2414,5.9418,25.2161,8.4611,8.4845,5.7542,8.3783,0.6359,0,0.5965,0.5054,0.3647,0.6585,1.9995,1.1406,2.9331,1.0063,1.1123,0.8758,3.2005,3.8809,1.2655,1.2739,1.3415,3.7703,3.5393,3.9058,3.6095,10.1347,2.0234,2.0478,2.0111,2.032,2.0203,6.2883,12.5838,4.2244,4.1574,4.2019,9.8006,1.936,1.9206,1.9767,1.9799,1.9874,1.4974,1.6093,1.5447,0.3288,0.0344,0.1,0.0426,1.406,1.7238,1.4605,0.3914,0.0268,0.1187,0.0515,2.7909,2.7576,0.9906,0.9657,0.8014,3.552,4.708,1.5387,1.7099,1.4594,-428.12,1.22,124.7,18.6
GITTEK,86.43,-2.08,185.72,2.2,16.75,13.17,28.8,17.9,12.4,919.14,-4.5851,-3.7871,2.09,1.91,0.06,0.02,2.49,3.01,3.01,2.56,91.65,73.34,86.36,97.32,0.3375,-0.1569,-0.0149,0.0442,-0.523,-0.5068,0.2122,-0.5639,2.5787,2.8159,3.6706,1.4089,2.0538,2.1363,4.0087,2.1002,28.878,7.2272,5.9388,25.1999,8.4681,8.4867,5.7639,8.3787,0.651,0,0.5796,0.5151,0.4166,0.659,1.9972,1.1429,2.933,0.9993,1.0988,0.894,3.1987,3.8761,1.2928,1.2536,1.3297,3.7723,3.5049,3.9155,3.6324,10.1307,2.0207,2.0459,2.0138,2.0334,2.0168,6.2841,12.598,4.2229,4.1554,4.2197,9.7804,1.9383,1.8722,2.0014,1.9861,1.9825,1.4885,1.6294,1.5228,0.3494,0.0319,0.1147,0.0422,1.449,1.7116,1.4608,0.3775,0.023,0.1161,0.0435,2.7909,2.7563,1.0157,0.961,0.7796,3.5521,4.7058,1.5703,1.6838,1.4516,-428.69,1.22,124.71,21.2
KAMLIT,106.92,-10.91,215.52,2.02,9.5,7.74,46.6,34.6,22.2,720.02,-3.5007,-2.2817,1.82,1.96,0.1,-0.06,2.56,3.08,3.09,2.44,84.56,75.84,88.07,98.49,0.3752,-0.1655,-0.0381,0.0891,-0.6157,-0.9138,0.212,-0.5977,3.2045,2.6562,3.6841,1.3331,1.975,1.8016,3.9848,2.1256,29.2166,7.2308,5.8745,25.2491,8.3348,8.4504,5.7298,8.391,0.5512,0,0.6677,0.4187,0.7504,0.6594,2.0233,1.1484,2.9295,1.0119,1.065,0.9374,3.2031,3.8831,1.238,1.2839,1.3612,3.7562,3.5767,3.8923,3.5276,10.1582,2.0296,2.0514,2.0122,2.033,2.0319,6.2458,12.6433,4.2156,4.2049,4.2228,9.7357,1.9366,1.9781,1.8883,1.9763,1.9565,1.5643,1.5968,1.5142,0.4292,0.0868,0.0729,0.0889,1.689,1.6642,1.5068,0.4918,0.0739,0.1176,0.0933,2.7889,2.7578,1.0007,0.9683,0.7888,3.5529,4.7232,1.5308,1.725,1.4674,-419.32,1.22,125.95,46.5
OQOLIR,80.54,2.08,183.28,3.42,6.56,11.97,31.6,22.7,13.9,730,-3.0299,-2.2641,2.3,1.92,-0.15,-0.01,2.52,3.29,3.09,2.47,85.61,82.32,87.95,103.51,0.2458,-0.1862,-0.0477,-0.0173,0.1667,-0.8269,0.2049,-0.6094,2.116,2.6143,3.7095,1.355,3.0658,1.8207,4.0835,2.0954,28.8286,7.2592,5.8519,25.2888,6.9586,8.5618,5.7909,8.4208,0.6088,0.1013,0.6638,0.345,0.2282,0.6595,1.9989,1.2088,2.9371,1.0154,1.0968,0.908,3.2187,3.8887,1.3012,1.29,1.2976,3.7674,3.5646,3.8519,3.6763,10.1571,2.023,2.0609,2.0251,2.0259,2.022,6.348,12.5455,4.1573,4.1383,4.25,9.8606,1.9606,2.0164,1.9921,1.952,1.9395,1.1842,1.0439,1.316,0.129,0.0214,0.0287,0.0132,1.7419,1.6264,1.5123,0.4075,0.0442,0.1068,0.0585,2.7903,2.7649,0.9885,0.9712,0.8052,3.558,4.7557,1.5585,1.702,1.4952,-371.78,1.23,126.53,57.6
RAFSAU,82.14,4.14,179.4,1.61,12.27,7.31,32.5,21.8,14.6,787.31,-3.068,-2.2533,2.13,1.94,-0.17,0,2.55,3.21,3.03,2.45,86.32,79.67,89.48,101.81,0.3104,-0.1806,-0.046,-0.0028,-0.5424,-0.8442,0.198,-0.6153,2.2152,2.6231,3.7156,1.3155,2.042,1.7808,4.0541,2.0845,28.8742,7.2575,5.8408,25.2946,8.3858,8.5275,5.7835,8.4212,0.5652,0,0.6797,0.3692,0.3018,0.6597,1.9837,1.1937,2.9353,0.9688,1.09,0.9599,3.2092,3.8911,1.2704,1.2328,1.3879,3.7689,3.7208,3.9181,3.4417,10.1533,2.0247,2.0301,2.0134,2.0468,2.0384,6.3091,12.5315,4.2129,4.1311,4.1874,9.8489,1.9865,1.9165,1.9693,2.0093,1.9673,1.3989,1.7424,1.4925,0.3788,0.0339,0.1143,0.0543,1.7601,1.5804,1.5423,0.4013,0.0557,0.1056,0.0552,2.7902,2.7706,0.9566,0.9734,0.8406,3.559,4.76,1.5735,1.6489,1.5375,-377.06,1.23,126.49,41.1
PAWDID,80.43,3.41,184.72,2.54,7.3,10.06,34.9,25.5,15.8,671.68,-3.1802,-2.2239,2.28,1.93,-0.19,-0.03,2.55,3.3,3.04,2.44,83.72,82.82,88.23,104.51,0.2501,-0.19,-0.0498,0.008,0.1646,-0.8482,0.2015,-0.6141,2.1769,2.5911,3.7136,1.3592,3.0453,1.7669,4.0327,2.0865,28.8597,7.2488,5.8344,25.2755,6.97,8.5299,5.773,8.4233,0.5921,0,0.6986,0.3233,0.251,0.6598,1.9819,1.1982,2.9349,1.0231,1.0932,0.9066,3.2174,3.8934,1.2778,1.2974,1.3182,3.7647,3.5995,3.8591,3.6129,10.1558,2.0237,2.0609,2.0229,2.0248,2.0235,6.3426,12.5432,4.1598,4.1476,4.2358,9.8641,1.9661,2.0086,1.9895,1.9559,1.9441,1.1735,1.0277,1.342,0.1258,0.0205,0.0276,0.0132,1.7748,1.6233,1.4821,0.4185,0.0428,0.1114,0.057,2.7897,2.7677,1.0042,0.9704,0.7931,3.5575,4.7578,1.5578,1.7088,1.4911,-367.99,1.23,126.6,50.7
GOCVAV,84.68,8.04,211.3,2.05,6.12,6.45,44.9,28.5,13,532.14,-4.4974,-2.6508,2.26,1.89,-0.21,0.06,2.54,3.09,2.84,2.5,87.8,75.58,89.4,100.69,0.1771,-0.171,-0.0281,0.0194,-0.2035,-0.39,0.209,-0.5844,2.5736,2.7108,3.6092,1.3382,3.0677,3.0782,3.978,2.0604,28.9238,7.2216,5.8837,25.2394,7.2661,7.509,5.7946,8.3734,0.5473,0,0.6392,0.4374,0.252,0.6601,1.9592,1.1383,2.929,1.0021,1.1174,0.8862,3.2065,3.8837,1.3013,1.245,1.3374,3.7723,3.5328,3.8996,3.6414,10.1346,2.0201,2.0514,2.0138,2.0313,2.018,6.3501,12.6394,4.2421,4.1417,4.2556,9.8334,1.9894,1.8642,1.9929,1.9885,1.9984,1.3547,1.3465,1.2521,0.0807,0.0121,0.0156,0.0165,1.3479,1.4198,1.2779,0.0729,0.0124,0.0062,0.0274,2.793,2.7584,0.9949,0.9687,0.7948,3.555,4.7071,1.5781,1.6728,1.4562,-444,1.22,124.1,54
LODPEB,104.25,-1.64,221.5,2.84,11.03,10.18,41.8,33.9,23.1,829.62,-3.6993,-2.2416,1.98,1.93,-0.04,-0.02,2.53,3.32,3.12,2.41,82.33,84.36,88.8,103.05,0.3384,-0.1869,-0.0477,0.0848,-0.6334,-0.691,0.2025,-0.6089,2.3432,2.5866,3.6811,1.4308,2.0277,1.8902,3.9772,2.0858,28.9046,7.2507,5.8013,25.2178,8.5005,8.5624,5.7391,8.4314,0.617,0,0.7526,0.2859,0.4347,0.6603,1.9567,1.2216,2.9311,1.0445,1.0704,0.908,3.2171,3.8915,1.2387,1.3373,1.3155,3.7507,3.6209,3.7839,3.603,10.1566,2.0308,2.0517,2.0296,2.0219,2.0226,6.2747,12.5417,4.1677,4.1583,4.2157,9.8452,1.9565,2.0049,1.9847,1.959,1.9401,1.4962,1.6252,1.5482,0.4604,0.086,0.1202,0.063,1.5833,1.7519,1.4283,0.4252,0.0418,0.1167,0.0589,2.7888,2.7671,0.9965,0.9693,0.8013,3.5566,4.7533,1.5133,1.7489,1.4911,-376.11,1.23,126.32,36.9
NAWXOY,96.38,-0.08,198.27,1.84,9.32,7.43,38.8,29.2,20.2,683.35,-3.3634,-2.1051,2,1.92,-0.03,-0.03,2.55,3.27,3.09,2.4,82.1,82.69,89.07,102.15,0.329,-0.1871,-0.0551,0.0749,-0.597,-0.8336,0.1977,-0.6206,2.3022,2.5651,3.7347,1.3869,1.9876,1.7892,4.0494,2.0941,28.861,7.2411,5.8304,25.2446,8.4773,8.5133,5.7859,8.4224,0.5781,0,0.7323,0.2864,0.392,0.6604,1.9935,1.2213,2.9318,1.0347,1.0535,0.9407,3.2145,3.8935,1.2352,1.3151,1.3432,3.751,3.5879,3.8582,3.5662,10.1619,2.0255,2.0587,2.02,2.0276,2.0301,6.2934,12.5415,4.169,4.1596,4.2129,9.8362,1.9719,1.9972,1.9754,1.9625,1.9293,1.5147,1.6875,1.4739,0.4094,0.0578,0.0964,0.0561,1.778,1.6715,1.424,0.4197,0.0496,0.1211,0.0537,2.7885,2.7716,1.0067,0.9763,0.7885,3.5577,4.7628,1.5217,1.753,1.4881,-376.97,1.23,126.4,40.4
SAVBEZ,84.77,-1.5,188.24,2.88,6.65,8.94,29.3,21.9,15.6,685.89,-4.6358,-4.0346,2.02,1.86,-0.04,0.09,2.49,3.07,2.91,2.58,91.65,74.44,85.36,99.93,0.3893,-0.1503,-0.0111,0.077,-0.5914,-0.5744,0.213,-0.5632,2.7227,2.8516,3.6913,1.4572,1.9923,2.0548,3.9836,2.0721,28.8285,7.2285,5.944,25.1581,8.599,8.5246,5.7535,8.3846,0.6293,0,0.5868,0.534,0.504,0.6607,1.96,1.1303,2.9335,0.9994,1.1081,0.8811,3.196,3.8723,1.3122,1.2085,1.3516,3.7781,3.5562,3.8888,3.5788,10.1211,2.0258,2.0387,2.0145,2.0263,2.0159,6.2804,12.6072,4.2201,4.146,4.241,9.7231,1.9663,1.8081,1.9922,1.9919,1.9647,1.5402,1.6534,1.4488,0.429,0.0457,0.1185,0.0509,1.5309,1.5904,1.536,0.415,0.0451,0.1201,0.0479,2.7911,2.7556,0.9701,0.9684,0.8171,3.554,4.7054,1.6088,1.6086,1.488,-419.65,1.22,124.28,32.7
WAPJON,88.17,-2,188.39,3.21,8.87,8.99,30.6,21.3,15.1,758.93,-4.517,-3.8564,2.16,1.87,-0.08,0.12,2.48,3,3.01,2.58,90.47,72.65,84.85,95.08,0.2786,-0.1592,-0.0079,-0.0058,-0.1198,-0.5722,0.2252,-0.5593,2.5501,2.6969,3.6573,1.4063,3.112,2.1423,3.9279,2.075,28.8675,7.2232,5.9254,25.1943,7.0498,8.4873,5.6947,8.4078,0.6428,0,0.6215,0.4719,0.3504,0.6608,1.9247,1.1308,2.9326,1.0017,0.9315,1.0532,3.202,3.8774,1.3628,1.2343,1.2803,3.7805,3.5515,3.8215,3.7277,10.1246,2.0321,2.0302,2.017,2.0289,2.0165,6.3099,12.6199,4.2218,4.1585,4.2396,9.7915,1.9537,1.8765,2.0058,1.9786,1.9768,1.2322,1.2109,1.3983,0.0907,0.0143,0.0288,0.0114,1.5539,1.6505,1.4482,0.4185,0.0439,0.1246,0.0543,2.7881,2.7476,0.9887,0.867,0.8919,3.5536,4.701,1.7737,1.465,1.4622,-417.26,1.22,123.91,22.4
USUNED,80.85,-0.33,176.58,1.81,4.9,7.18,30.1,20.8,10.4,552.49,-4.6186,-3.914,2.38,1.89,-0.21,0.08,2.52,3.07,2.91,2.56,91.39,74.2,87.39,99.31,0.1797,-0.1833,-0.015,-0.0038,-0.1027,-0.0841,0.207,-0.5725,2.3457,2.7853,3.6235,1.342,2.8971,3.2371,4.0002,2.0708,28.7998,7.2721,5.9052,25.2388,6.9503,6.9719,5.7496,8.3929,0.5823,0,0.5985,0.5093,0.165,0.6612,1.9612,1.1435,2.9332,1.0011,1.0701,0.921,3.2025,3.8997,1.2942,1.2318,1.3738,3.7844,3.5456,3.9169,3.6339,10.123,2.0214,2.0435,2.0116,2.03,2.0165,6.3835,12.6212,4.2437,4.1067,4.2707,9.8156,1.9889,1.8966,1.9686,1.9895,1.972,1.1821,1.2733,1.2906,0.1193,0.019,0.0247,0.0137,1.2583,1.1381,1.3902,0.1246,0.0194,0.0466,0.0126,2.7923,2.7602,0.9861,0.957,0.8172,3.5551,4.7155,1.5649,1.636,1.5146,-425.16,1.22,124.29,22.2
LECNIR,86.69,1.92,193.82,3.76,8.18,11.53,39.4,32.3,22.7,757.51,-2.8104,-2.8886,1.89,1.89,0.06,0.04,2.53,3.33,2.97,3.38,111.23,66.96,78.49,94.72,0.3972,-0.1481,-0.0358,-0.5583,-0.8148,-0.7575,0.1754,-0.6185,2.9507,2.9029,3.487,0.5514,1.852,1.8548,4.0633,2.032,28.8519,7.1983,5.8767,25.7747,8.4871,8.4818,5.7793,8.4488,0.5806,0.2525,0,0.5012,0.6176,0.6613,1.8579,1.3425,2.9733,0.9691,1.0264,0.9922,3.2028,3.8645,1.2184,1.3112,1.3349,3.8487,3.8288,3.9173,3.8616,10.1019,2.0151,2.0299,2.0108,2.0294,2.0167,6.2937,12.6206,4.2126,4.1803,4.2277,9.6886,1.9705,1.9775,1.8302,1.9881,1.9223,1.7709,1.6137,1.3885,0.4879,0.0656,0.1183,0.0814,1.7844,1.525,1.4221,0.4733,0.0867,0.1259,0.0623,2.7879,2.7946,0.9886,0.955,0.8509,3.5639,4.772,1.5139,1.7073,1.5507,-101.53,1.24,126.73,44.8
LAJNIT,85.16,-0.76,183.61,3.88,7.68,12.24,29.8,25.1,21.9,863.53,-4.3894,-3.4707,2.15,1.89,-0.03,0.07,2.49,3.01,3,2.54,91.39,73.52,87.2,96.9,0.3233,-0.1644,-0.0188,0.0357,-0.5166,-0.4784,0.2111,-0.5693,2.4618,2.7775,3.6776,1.3826,2.0293,2.1522,3.9869,2.1029,28.8791,7.2549,5.9328,25.223,8.4751,8.491,5.7497,8.3806,0.6381,0,0.5957,0.4988,0.3591,0.6616,2.0004,1.1487,2.933,1.0088,1.0999,0.8869,3.2013,3.8816,1.258,1.2725,1.3512,3.7703,3.5485,3.9097,3.6009,10.1349,2.0234,2.0475,2.0105,2.0321,2.0214,6.2896,12.5792,4.222,4.1519,4.2052,9.8079,1.9521,1.9236,1.9807,1.971,1.9805,1.4965,1.6266,1.5294,0.3294,0.0317,0.1028,0.0425,1.4107,1.7154,1.465,0.3903,0.0241,0.1199,0.0506,2.7909,2.7574,0.9872,0.9636,0.8065,3.5521,4.7083,1.5319,1.7061,1.4704,-429.07,1.22,124.72,20.7
COVPAE,106.08,-4.17,210.33,1.94,9.95,6.48,41.6,28.6,17.8,677.36,-3.5015,-2.2357,1.99,1.88,-0.06,0.07,2.54,3,3.17,2.43,85.5,74.17,89.46,95.1,0.3408,-0.1694,-0.0405,0.0647,-0.8829,-0.5049,0.208,-0.5974,2.9224,2.6299,3.6967,1.3157,1.731,2.0458,4.0068,2.1111,29.1396,7.241,5.8921,25.2554,8.5199,8.3434,5.7482,8.403,0.5567,0,0.6878,0.3742,0.589,0.6617,2.0086,1.1829,2.9293,1.0096,1.0492,0.9575,3.2024,3.8869,1.2388,1.2629,1.3853,3.7547,3.5839,3.9104,3.5287,10.1576,2.0312,2.053,2.0126,2.0341,2.0267,6.25,12.6075,4.2102,4.2023,4.195,9.8017,1.9951,1.9305,1.9943,2.0104,1.8715,1.7602,1.6894,1.4191,0.4423,0.0581,0.1109,0.0576,1.5837,1.6187,1.4433,0.3596,0.065,0.0867,0.069,2.789,2.7625,0.9844,0.9656,0.8125,3.5558,4.7375,1.5352,1.7021,1.5002,-428.61,1.23,126.08,50.6
HAHJOP,106.66,-0.55,210.21,4.27,8.93,9.36,37.6,30.5,22.3,748.89,-2.947,-2.012,1.95,1.92,-0.03,-0.04,2.55,3.34,3.18,2.4,80.2,84.82,88.71,101.94,0.3282,-0.1902,-0.0581,0.0604,-0.6336,-0.7038,0.1971,-0.6252,2.3039,2.5502,3.6471,1.3871,2.0519,1.8404,4.0988,2.1161,28.8909,7.2412,5.7853,25.2495,8.4907,8.5496,5.7933,8.4208,0.613,0,0.7585,0.2308,0.4762,0.6623,2.0319,1.2462,2.9325,1.0011,1.1079,0.9222,3.2177,3.894,1.3118,1.2871,1.2952,3.7498,3.4286,3.9054,3.69,10.1658,2.0184,2.0567,2.0242,2.0451,2.0214,6.2919,12.5398,4.1367,4.1768,4.2263,9.8401,1.956,1.9941,1.9939,1.9498,1.9463,1.5007,1.6278,1.5798,0.4301,0.0856,0.0757,0.0869,1.7234,1.6522,1.4057,0.4016,0.0519,0.12,0.0507,2.7879,2.7725,0.9497,0.9695,0.8533,3.5563,4.7682,1.5437,1.6864,1.5381,-356.62,1.23,126.85,39
CIQDOX,86.39,-2.05,185.69,1.95,11.88,11.12,28.8,17.9,12.5,797.57,-4.5881,-3.7865,2.1,1.91,0.05,0.02,2.49,3.02,3.01,2.56,91.68,73.39,86.34,97.39,0.3373,-0.1571,-0.0147,0.044,-0.5229,-0.5072,0.2125,-0.5632,2.5783,2.8176,3.6718,1.4088,2.0521,2.1382,4.0078,2.1012,28.8766,7.23,5.936,25.2003,8.4672,8.4878,5.7629,8.3788,0.6515,0,0.5768,0.5151,0.412,0.6626,1.9979,1.1426,2.933,0.9988,1.1078,0.8854,3.1989,3.8764,1.2944,1.2554,1.3266,3.7724,3.5047,3.9142,3.6342,10.1305,2.0201,2.0463,2.0141,2.0335,2.0165,6.2847,12.5983,4.2227,4.1581,4.2175,9.7798,1.9317,1.8787,1.9986,1.9858,1.985,1.4875,1.6222,1.5306,0.3493,0.0327,0.1141,0.0421,1.4469,1.716,1.4589,0.3782,0.0232,0.1163,0.0435,2.7909,2.756,1.0165,0.9629,0.7766,3.552,4.7055,1.5722,1.6887,1.4446,-427.99,1.22,124.71,21.7
FIZSIR,95.86,0.5,207.76,2.6,10.36,11.25,37.7,28.6,19.5,867.76,-3.2616,-2.143,2,1.91,-0.04,-0.02,2.52,3.33,3.1,2.41,82.22,84.99,88.56,102.6,0.3168,-0.1873,-0.0533,0.0885,-0.6009,-0.8656,0.1966,-0.6183,2.3215,2.5761,3.7658,1.4581,2.027,1.7558,4.0402,2.1015,28.8592,7.2487,5.8505,25.2185,8.4546,8.558,5.765,8.4217,0.6417,0,0.7309,0.2601,0.3708,0.6628,2.0043,1.2418,2.9328,1.016,1.0934,0.9177,3.2181,3.8908,1.2843,1.2934,1.3131,3.7476,3.5398,3.8567,3.6067,10.1607,2.0231,2.0605,2.0235,2.0298,2.0238,6.3014,12.5507,4.1643,4.1549,4.2314,9.8311,1.971,2.0103,1.9807,1.947,1.922,1.4768,1.7013,1.4768,0.4378,0.0638,0.1066,0.0652,1.5764,1.7436,1.5709,0.4227,0.0596,0.0865,0.1056,2.789,2.7724,0.9931,0.9718,0.8074,3.5576,4.7632,1.5514,1.7113,1.5005,-372.7,1.23,126.45,43.6
SIVZEC,86.78,-3.06,196.88,1.7,8.06,10.83,32.7,22.4,14.4,706.52,-4.9032,-4.3855,1.96,1.93,0.1,0,2.51,2.98,2.97,2.57,89.87,71.95,85.61,96.51,0.3325,-0.1462,-0.0113,0.1282,-0.0857,-0.6234,0.2124,-0.5736,2.8255,2.8476,3.6718,1.5039,3.2991,2.0451,3.9377,2.0855,28.9095,7.2521,5.957,25.1027,7.0679,8.5141,5.713,8.3898,0.6114,0,0.5777,0.5584,0.6092,0.6633,1.9597,1.1076,2.9316,0.9985,1.0709,0.92,3.1947,3.8704,1.3051,1.1991,1.3662,3.7754,3.6071,3.7835,3.5771,10.1286,2.033,2.0271,2.0263,2.028,2.0143,6.3126,12.6425,4.2063,4.1899,4.2462,9.7124,1.9619,1.8437,1.9704,1.9977,1.9387,1.2448,1.1993,1.4018,0.0914,0.0166,0.0337,0.0098,1.5616,1.6655,1.4401,0.435,0.0395,0.1258,0.0521,2.7898,2.7573,0.9519,0.9737,0.8318,3.5529,4.7007,1.6178,1.5646,1.5183,-445.94,1.22,124.41,19.8
CADVOS,85.65,0.21,181.71,2.51,5.5,10.88,30,17.9,10.6,619.01,-3.0815,-2.5714,2.18,1.93,-0.05,0.02,2.48,3.12,3.33,2.56,87.34,76.71,86.11,94.64,0.2431,-0.183,-0.0249,-0.0357,-0.4536,-0.7857,0.215,-0.5884,2.1559,2.5152,3.6984,1.3779,2.0605,1.9001,4.0204,2.0587,28.9416,7.1999,5.9563,25.2702,8.4428,8.5481,5.7712,8.4193,0.6932,0,0.6177,0.2881,0.2935,0.6639,1.8618,1.2364,2.9366,1.0386,0.9261,1.0352,3.2204,3.8844,1.385,1.2564,1.243,3.7729,3.7491,3.6397,3.7328,10.1412,2.0319,2.0311,2.0252,2.0154,2.0376,6.3361,12.5533,4.1628,4.1489,4.2416,9.8676,2.0011,1.9977,1.953,1.9625,1.9533,1.5287,1.5889,1.4805,0.3534,0.048,0.0919,0.0515,1.7948,1.5666,1.4992,0.3816,0.0719,0.1053,0.0415,2.7882,2.7586,0.994,0.8741,0.8905,3.557,4.7186,1.7005,1.5118,1.5063,-390.2,1.24,126.23,47.9
NUVSUS,72.07,0.32,212.31,2.14,13.86,7.82,39.4,27.4,16.9,1010.22,-2.3862,-2.1964,2.01,1.93,-0.01,0.06,2.52,3.37,3.17,4.36,126.67,50.37,65.96,103.3,0.2408,-0.1221,-0.0873,-0.5503,0.1581,-0.847,0.1922,-0.5973,3.0341,2.8883,3.4335,0.6282,3.1888,1.8013,4.1297,2.0738,29.1976,7.1332,5.8592,25.7189,5.2688,8.4616,5.7976,8.4262,0.5806,0.2117,0,0.6151,0.5243,0.664,1.9793,1.2441,2.978,1.0689,1.0381,0.9275,3.2043,3.8353,1.2118,1.2553,1.3681,3.8529,3.7734,3.9398,3.8899,10.0942,2.0204,2.0256,2.0078,2.033,2.0074,6.3617,12.6776,4.2441,4.1794,4.254,9.7199,1.9229,1.9275,1.9102,1.9971,1.9623,1.005,0.9314,0.9414,0.1204,0.0274,0.0262,0.0201,1.6195,1.6178,1.6093,0.423,0.0781,0.081,0.0899,2.793,2.7743,0.9094,0.942,0.9229,3.5615,4.7624,1.4937,1.6259,1.6429,-170.31,1.23,126.47,28.1
BEDLEB02,83.91,-1.81,198.79,2.88,6.59,6.08,44.5,33.7,15.2,560.68,-2.7822,-2.019,2.3,1.93,0.09,-0.05,2.56,3.18,3.27,2.36,80.31,80.48,90.18,98.6,0.244,-0.1878,-0.0621,0.0786,-0.1936,-0.8962,0.1955,-0.6518,1.9405,2.5583,3.7013,1.3528,2.785,1.8346,3.9854,2.0449,28.8361,7.2423,5.8108,25.2568,7.0957,8.5277,5.7642,8.4378,0.5157,0,0.7297,0.244,0.1801,0.6642,1.8926,1.251,2.9285,1.104,0.9984,0.9338,3.2131,3.8944,1.218,1.3549,1.3215,3.7441,3.886,3.4707,3.6447,10.176,2.0301,2.0254,2.0612,2.024,2.0352,6.3522,12.5087,4.1382,4.1641,4.2064,9.8951,1.9782,1.9749,2.0271,1.9761,1.9388,1.2152,1.2617,1.4833,0.1032,0.0282,0.0206,0.0273,1.7317,1.6791,1.4919,0.4384,0.0542,0.0945,0.0749,2.7873,2.7753,0.9758,0.9905,0.809,3.5575,4.7617,1.614,1.6486,1.4991,-390.04,1.23,126.31,42.2
