Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_3-5A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,C-I,I-C-Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_C,Bond_Order_C_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFre,Ea
ABOSOB,75.63,4.37,213.24,2.5,8.26,11.13,33.9,25.7,16.6,736.46,-3.1006,-2.414,2.31,2.1,-0.2,-0.1,2.64,2.03,2.25,76.19,0.2947,-0.2278,0.1662,-0.0351,-0.6368,2.7025,3.7828,1.3462,3.0255,2.0042,28.9718,6.0203,25.1152,7.0074,8.4601,0.5292,0.4436,0.7866,0.2288,0.3963,2.9232,1.1104,1.055,1.0462,3.7356,3.7842,3.7817,3.3648,10.1675,2.0173,2.0542,2.0349,2.0175,2.0436,6.3118,12.6173,4.2688,4.1791,4.1694,9.7762,1.8763,2.0087,2.006,1.9292,1.956,1.2181,1.2034,1.3206,0.1145,0.0226,0.0182,1.5225,1.5217,1.64,0.4352,0.0688,0.0738,-84.11,12.1
WALNOP,84.97,12.94,208.75,1.79,9.83,7.76,34.9,26.2,15.9,703.57,-3.0171,-2.4048,1.98,2.11,-0.02,-0.23,2.59,2.02,2.29,73.41,0.2855,-0.1929,0.1135,-0.0668,-0.7482,3.0183,3.7624,1.2864,3.2218,1.8695,29.0924,5.9206,25.1788,7.0287,8.4743,0.575,0.4752,0.6725,0.4641,0.3971,2.9215,0.9916,1.0698,1.1159,3.7434,3.2572,3.8224,3.9039,10.1597,2.0381,2.0262,2.0099,2.0733,2.0122,6.3228,12.6482,4.2532,4.2128,4.1822,9.7435,1.9705,1.9505,1.9499,1.9203,1.9522,1.2521,1.3068,1.2454,0.1239,0.0151,0.016,1.6011,1.432,1.7451,0.4336,0.0331,0.0524,-140.86,22
JIGDAE,85.91,-2.2,188.82,3.4,9.45,10.34,30.2,25.6,22.2,846.48,-2.8442,-2.5457,2.27,2.04,-0.33,0.31,2.59,2.23,2.19,71.78,0.2995,-0.219,0.248,-0.0741,-0.6217,2.5655,3.7132,1.4036,2.9391,2.0639,29.025,5.9218,25.0898,6.8811,8.4359,0.5696,0.2661,0.8006,0.2361,0.3972,2.9226,1.0438,1.0334,1.126,3.7076,3.3184,3.7677,3.7848,10.1736,2.0435,2.0403,2.0201,2.0545,2.0152,6.3191,12.5562,4.2528,4.1752,4.1282,9.8253,1.9729,2.0035,1.9695,1.9147,1.9647,1.1981,1.4045,1.1402,0.1215,0.0239,0.0133,1.5222,1.5421,1.6055,0.4312,0.0663,0.0556,-99.25,30.5
JORMEI,94.28,2.28,183.96,4.14,7.87,7.69,35.1,29.8,20,671.84,-2.6863,-1.9112,2.25,2.07,-0.25,-0.02,2.58,2.27,2.2,70.59,0.3616,-0.2091,0.2844,-0.6146,-0.578,2.5304,3.6633,1.4003,1.9292,1.8675,28.9505,5.9029,25.1492,8.4127,8.4398,0.5602,0.2377,0.7854,0.2214,0.3973,2.9262,1.0187,1.0261,1.146,3.6937,3.2308,3.7122,3.8916,10.1873,2.0698,2.0264,2.0133,2.0654,2.0124,6.3063,12.5391,4.2608,4.1589,4.1193,9.793,2.0021,1.9703,1.9727,1.8896,1.9583,1.5746,1.5136,1.5975,0.4047,0.0576,0.0484,1.7345,1.4398,1.5077,0.383,0.0546,0.053,-133.73,15.3
YUMDOA,80.83,13.49,176.6,1.55,7.78,7.23,31.8,23.9,15.2,648.56,-2.614,-1.6552,2.07,2.03,-0.18,-0.11,2.58,2.32,2.19,69.79,0.3508,-0.2189,0.216,-0.7069,-0.5531,2.6339,3.7433,1.351,1.9262,1.982,29.0214,5.9273,25.1662,8.468,8.4322,0.567,0.2264,0.7558,0.4364,0.3975,2.9275,1.0696,1.0373,1.0932,3.7038,3.5125,3.7737,3.6105,10.1835,2.0383,2.0534,2.0276,2.0357,2.0285,6.2965,12.5576,4.255,4.1686,4.1341,9.795,1.9634,1.9935,1.9416,1.932,1.9645,1.5489,1.4616,1.7287,0.4433,0.0494,0.0625,1.5212,1.4437,1.686,0.409,0.0434,0.0561,-157.39,19.3
ATOMED,85.13,10.43,184.6,1.8,12.78,6.51,34.1,26.8,18,772.67,-2.7288,-2.0441,2.06,2,-0.14,-0.07,2.6,2.17,2.2,72.88,0.3584,-0.213,0.2036,-0.762,-0.5233,2.8053,3.8384,1.3005,1.9315,2.0202,29.0746,5.9549,25.17,8.5171,8.3694,0.552,0.3559,0.7588,0.4865,0.3975,2.9222,1.0681,1.0421,1.0865,3.7121,3.5367,3.7863,3.5887,10.1725,2.0349,2.0525,2.0262,2.0314,2.0274,6.2874,12.5779,4.2538,4.1768,4.1472,9.7764,1.9835,1.9985,1.9472,1.9047,1.9425,1.6123,1.5004,1.6729,0.4458,0.0661,0.0676,1.4735,1.4238,1.7144,0.427,0.0475,0.0591,-141.02,13.7
RECNOF,80.28,-0.98,171.58,1.76,5.44,7.01,30.6,21.7,10.1,535.04,-3.4504,-2.9568,2.33,2.03,-0.41,0.38,2.53,1.99,2.37,70.26,0.204,-0.1794,0.1054,-0.0943,-0.0768,2.8352,3.7534,1.329,2.9797,3.1343,29.0525,5.8232,25.1274,6.9615,7.0184,0.6768,0.4508,0.5754,0.2012,0.3982,2.9204,1.0025,1.0589,1.1049,3.7588,3.3564,3.8291,3.8062,10.144,2.0377,2.0374,2.0144,2.0434,2.0111,6.3639,12.6528,4.2884,4.2238,4.1405,9.7793,2.018,1.998,1.954,1.8599,1.9494,1.1995,1.3809,1.1627,0.1183,0.0188,0.0137,1.2629,1.3673,1.1751,0.0913,0.0159,0.0106,-142.95,23.7
TUNBAH,82.74,1.99,214.06,2.28,11.22,5.66,38.3,29.5,17.2,755.24,-3.3786,-2.3415,2,2.04,-0.04,-0.09,2.57,1.98,2.32,73.07,0.1739,-0.1982,0.1135,-0.2197,-0.1166,3.2118,3.5491,1.3101,2.8402,3.0753,29.1412,5.6941,25.1625,7.0704,6.9674,0.5732,0.3901,0.6543,0.5433,0.3982,2.9198,1.131,1.0636,0.989,3.7501,3.9001,3.8161,3.254,10.1663,2.0133,2.0272,2.0603,2.0196,2.0459,6.3441,12.7391,4.2355,4.2487,4.255,9.7429,1.9931,1.991,2.0023,1.9611,1.7953,1.3824,1.409,1.1803,0.0773,0.0132,0.0094,1.1815,1.2755,1.3813,0.0925,0.0131,0.0096,-115.48,13.7
IXEWOY,75.38,3.59,204.47,2.59,8.53,10.3,35.9,29.4,20.4,769.76,-3.3557,-2.76,2.28,2.04,-0.21,-0.01,2.55,2.02,2.34,71.22,0.2063,-0.1887,0.1043,-0.091,-0.1438,2.9252,3.4559,1.3196,2.9019,3.1535,29.0541,5.7069,25.1399,7.0694,7.0353,0.6319,0.4099,0.6097,0.259,0.3984,2.9233,0.9845,1.0452,1.1434,3.7548,3.2449,3.8141,3.9263,10.1555,2.0483,2.0188,2.0113,2.0686,2.0084,6.3644,12.6571,4.2885,4.2364,4.1322,9.7722,1.98,2.0005,1.9973,1.8611,1.9333,1.2963,1.2075,1.2688,0.1119,0.0165,0.013,1.2904,1.3979,1.1947,0.0946,0.0172,0.0093,-133.03,17.8
KINTUY,79.6,9.73,187.14,4.36,12.78,5.2,38.3,30.6,19,756.66,-2.8755,-1.9525,2.07,2.1,-0.09,-0.13,2.59,2.12,2.2,73.56,0.2869,-0.2211,0.2126,-0.545,-0.169,2.7707,3.6268,1.3396,2.0294,2.8365,29.0329,5.8663,25.1594,8.4026,7.2374,0.5382,0.3604,0.7351,0.3426,0.3985,2.9201,1.0737,1.0542,1.0773,3.7074,3.5889,3.7865,3.5186,10.186,2.0353,2.057,2.0366,2.0287,2.0284,6.3106,12.6041,4.2557,4.1872,4.1612,9.7984,1.9961,1.9887,1.9871,1.909,1.9174,1.4878,1.4614,1.6882,0.4007,0.0548,0.0579,1.2125,1.3104,1.4174,0.0785,0.0223,0.0158,-99.55,24.2
FERFOZ,78.24,-0.9,180.44,1.7,6.14,6.59,31,22.6,10.7,549.9,-3.5207,-2.7626,2.34,2.03,-0.43,0.46,2.53,1.99,2.38,70.1,0.1991,-0.1753,0.1162,-0.098,-0.013,2.852,3.7293,1.3407,2.9358,2.9552,29.0685,5.8025,25.1089,6.9475,6.9804,0.6798,0.4359,0.5868,0.2023,0.3988,2.92,0.9972,1.0563,1.1092,3.7611,3.3326,3.828,3.8212,10.1408,2.0386,2.0344,2.0137,2.0444,2.0097,6.3706,12.6499,4.2902,4.2253,4.1345,9.7804,2.0192,1.9969,1.9606,1.8585,1.9451,1.2122,1.3836,1.1547,0.1187,0.0206,0.0136,1.2769,1.3768,1.0557,0.1187,0.0256,0.0135,-145.65,26.9
XOSHOD,90.4,2.81,186.84,3.11,7.6,9.12,31.1,26.8,20.7,707.89,-3.358,-3.3586,2.16,2.05,-0.25,-0.01,2.56,2.02,2.37,70.74,0.3624,-0.1562,0.1507,-0.5477,-0.5038,2.8516,3.771,1.3246,2.0161,2.0803,29.0804,5.7976,25.1347,8.3809,8.3693,0.695,0.4646,0.6243,0.308,0.3988,2.9178,0.9996,1.0278,1.1188,3.7596,3.3227,3.798,3.8316,10.1373,2.046,2.0299,2.0138,2.0403,2.0073,6.2928,12.6031,4.2696,4.2092,4.1243,9.7417,2.012,1.9773,1.9822,1.8553,1.915,1.4212,1.4641,1.7084,0.4391,0.068,0.0604,1.4592,1.5002,1.6364,0.4078,0.038,0.0526,-169.71,19.4
YEFVEL,74.71,5.82,210.92,2.55,8.33,8.62,33.5,25.7,16.5,674.58,-3.3156,-2.6225,2.35,2.1,-0.27,-0.11,2.61,2,2.31,74.11,0.2967,-0.2146,0.1283,-0.036,-0.6171,2.7582,3.7527,1.3428,3.0637,2.0214,28.9765,5.9854,25.1334,7.0191,8.444,0.595,0.4904,0.6905,0.2,0.3989,2.9261,1.1094,1.0477,1.04,3.7509,3.8077,3.7373,3.4157,10.1601,2.0192,2.0489,2.0336,2.0165,2.0419,6.3127,12.6325,4.2718,4.1928,4.1678,9.7582,1.876,1.9951,1.9941,1.9245,1.9684,1.2007,1.195,1.3449,0.1151,0.0211,0.0212,1.5287,1.5156,1.6282,0.4296,0.0699,0.0711,-126.94,9.9
KOZPUN,87.96,3.57,196.79,1.7,9.39,6.02,35.8,25.7,13.2,615.6,-3.556,-3.0091,2,2.1,-0.07,-0.16,2.56,1.99,2.38,71.08,0.1667,-0.167,0.0955,-0.0839,-0.1636,3.0812,3.7084,1.3036,3.1816,2.9254,29.1273,5.8224,25.1417,7.0417,7.0379,0.6373,0.4591,0.6169,0.4433,0.3991,2.9204,0.9831,1.0482,1.1231,3.7667,3.3285,3.8118,3.8545,10.1429,2.0359,2.028,2.0154,2.0504,2.0133,6.3502,12.7217,4.2854,4.2526,4.1836,9.7614,1.9471,2.0014,1.9703,1.8936,1.9491,1.2859,1.3095,1.18,0.121,0.0208,0.0129,1.313,1.2525,1.2677,0.1132,0.0144,0.0124,-163.51,14.2
QAJVOO,75.74,4.3,213.82,2.32,8.57,8.82,34.2,26,17,703.74,-3.1672,-2.6246,2.29,2.09,-0.18,-0.11,2.62,2.03,2.27,74.98,0.2894,-0.2215,0.1492,-0.0336,-0.6405,2.7484,3.7242,1.3462,3.0154,1.9949,28.997,5.9648,25.1258,7.0017,8.4515,0.5667,0.4395,0.7333,0.2474,0.3992,2.9248,1.1032,1.0572,1.0441,3.7413,3.7791,3.7676,3.3966,10.1662,2.0185,2.0556,2.0336,2.0178,2.0407,6.3109,12.6298,4.2721,4.1836,4.1742,9.7698,1.8809,2.0057,2.0043,1.9147,1.9642,1.228,1.1873,1.328,0.1142,0.021,0.0162,1.5121,1.5333,1.6338,0.4438,0.065,0.0696,-107.2,12.3
CUFRIH,79.94,2.8,183.64,1.85,6.57,7.45,32.1,23.9,12.1,595.54,-3.4666,-2.2546,2.16,2.1,-0.07,-0.15,2.57,2.09,2.24,72.5,0.1933,-0.2095,0.2087,-0.1529,0.1616,2.8256,3.8634,1.3686,3.0459,2.8701,29.0651,5.912,25.0912,7.1586,6.945,0.5668,0.3381,0.7306,0.3325,0.3992,2.9182,1.0401,1.0481,1.1091,3.7284,3.3831,3.7945,3.7195,10.1658,2.0409,2.043,2.0209,2.0419,2.019,6.352,12.647,4.2758,4.2039,4.1672,9.8077,2.0034,2.0012,1.9718,1.8912,1.9401,1.3222,1.4077,1.1554,0.0853,0.0126,0.0103,1.1785,1.3321,1.0158,0.128,0.0267,0.015,-88.42,17.8
FOGSEA,81.83,0.72,194.42,2.06,10.61,8.19,35.1,26.2,15.7,704.1,-3.2958,-2.8351,2.08,2.03,-0.1,0.02,2.57,2.02,2.29,73.03,0.182,-0.1945,0.121,-0.1651,-0.1318,3.0233,3.7242,1.3045,2.972,3.1493,29.0896,5.8615,25.1611,7.0544,6.9856,0.5857,0.433,0.669,0.4337,0.3992,2.9202,0.9956,1.0579,1.1262,3.7416,3.2785,3.8293,3.8629,10.1667,2.0485,2.0334,2.0135,2.0592,2.0121,6.3411,12.704,4.2796,4.2311,4.1932,9.7729,2.014,1.9958,1.9743,1.8522,1.9367,1.3437,1.3659,1.1959,0.0811,0.0094,0.0097,1.2489,1.3557,1.2742,0.0906,0.0147,0.0089,-126.55,21.3
ROFLIJ,87.86,7.7,185.75,1.7,6.87,7.04,31.9,22.4,12.9,595.16,-2.6922,-2.7147,1.98,2.05,-0.05,-0.17,2.57,2.21,2.23,70.82,0.364,-0.2103,0.1583,-0.5783,-0.6284,2.8589,3.7064,1.3144,1.9571,1.9671,29.0201,5.9029,25.2021,8.387,8.3896,0.6004,0.3199,0.6714,0.4536,0.3994,2.9266,1.0362,1.0442,1.1113,3.7166,3.4323,3.7902,3.7239,10.1787,2.0408,2.0524,2.0196,2.0465,2.0194,6.2862,12.5988,4.2562,4.189,4.1536,9.751,1.9923,1.9869,1.9451,1.881,1.9457,1.5782,1.4305,1.6857,0.3829,0.0305,0.051,1.4851,1.4486,1.7255,0.4564,0.0572,0.0664,-182.07,18
ECIBOJ,83.91,11.77,179.63,1.59,7.53,8.97,31.3,22.2,12.9,663.67,-2.6678,-1.7417,2.09,2.01,-0.17,-0.08,2.58,2.28,2.19,70.21,0.3445,-0.215,0.2183,-0.6757,-0.5249,2.6647,3.7227,1.3607,1.9277,2.006,29.0301,5.9154,25.1553,8.4643,8.4143,0.5855,0.2541,0.7552,0.4119,0.3995,2.9259,1.0624,1.0349,1.0998,3.7055,3.4794,3.7706,3.6463,10.1799,2.0382,2.0519,2.0252,2.039,2.0256,6.2933,12.567,4.2565,4.1739,4.1365,9.7952,1.9594,1.9986,1.9429,1.9304,1.9639,1.5427,1.4568,1.7387,0.4094,0.0418,0.0568,1.4963,1.4447,1.6898,0.4054,0.0407,0.0561,-164.46,19.4
YUHYEF,59.53,2.23,148.53,2.28,7.23,7.84,24.5,19.7,14.8,622.04,-2.6422,-1.8084,2.27,2.12,-0.18,0.02,2.58,2.38,2.19,68.46,0.3402,-0.2122,0.253,-0.5843,-0.6219,2.3578,3.5413,1.411,1.9167,1.8527,28.9809,5.8035,25.1655,8.4812,8.5484,0.569,0.1564,0.7389,0.2633,0.3996,2.9311,1.0758,1.0297,1.0847,3.6925,3.7973,3.3683,3.6876,10.2013,2.0343,2.0274,2.0508,2.0341,2.0547,6.3463,12.5168,4.1769,4.1995,4.1403,9.7967,1.9251,1.9942,1.9409,1.9741,1.9623,1.6043,1.5168,1.5694,0.3556,0.0523,0.0697,1.5179,1.6618,1.5246,0.392,0.08,0.0774,-83.17,26.3
GUHXOZ,84.17,3.41,203.57,2.2,7.64,10.38,37.3,27.9,19,760.05,-2.5779,-2.0171,2.03,2.02,-0.1,-0.06,2.62,2.2,2.19,73.29,0.2741,-0.215,0.1621,-0.8952,-0.1315,2.8345,3.8349,1.2932,1.6625,3.1334,29.0346,5.9505,25.1852,8.4867,7.026,0.4747,0.3311,0.769,0.5348,0.3996,2.925,1.0722,1.0422,1.0822,3.7143,3.5597,3.8036,3.5708,10.1895,2.0373,2.0545,2.0314,2.031,2.0354,6.3171,12.6299,4.2673,4.1886,4.174,9.7789,1.9761,2.002,1.931,1.9135,1.9564,1.7158,1.446,1.7189,0.4384,0.0569,0.0754,1.2576,1.4404,1.1848,0.0913,0.0163,0.0105,-166.67,23.6
HIGCAB,79.69,6.91,178.61,3.51,8.02,5.37,40,34.7,19.4,630.44,-2.8758,-1.8791,2.09,2.12,-0.09,-0.13,2.58,2.1,2.21,73.48,0.2982,-0.2177,0.2255,-0.5475,-0.1925,2.783,3.7111,1.3422,2.0127,2.7405,29.0429,5.9044,25.1583,8.4206,7.328,0.5524,0.3734,0.7301,0.3184,0.3999,2.92,1.0516,1.0563,1.0941,3.7111,3.4616,3.7847,3.6385,10.1786,2.0396,2.0509,2.0274,2.0373,2.0235,6.3093,12.5977,4.2542,4.1892,4.1544,9.7947,1.9939,1.9795,1.9774,1.9063,1.9377,1.4876,1.4578,1.6823,0.4131,0.0571,0.0648,1.1516,1.4059,1.3883,0.0796,0.0131,0.0204,-96.53,25.7
MOSYAV,80.98,0.49,206.6,2.21,10.17,8.68,35,28,17.7,714.71,-3.5482,-2.6888,2.26,2.01,-0.28,0.12,2.55,2,2.38,70.75,0.3032,-0.1896,0.1276,-0.0467,-0.5426,2.9662,3.6715,1.3147,2.9456,2.0348,29.1343,5.7155,25.1462,7.035,8.3659,0.689,0.4303,0.5684,0.2984,0.4,2.9217,1.0975,1.0624,1.0154,3.7611,3.7011,3.8056,3.464,10.1407,2.0213,2.0443,2.031,2.016,2.0281,6.3166,12.6293,4.2384,4.2196,4.1714,9.7509,1.991,1.9985,1.9711,1.894,1.8962,1.2395,1.4055,1.0865,0.1139,0.0229,0.0125,1.487,1.5015,1.6313,0.4275,0.0507,0.0597,-159.8,23.3
PATBEU,80.76,3.56,172.64,1.87,6.38,6.96,29,23.7,14.7,598.89,-2.9579,-2.2822,2.25,2,-0.25,0.01,2.56,2.06,2.29,71.85,0.3626,-0.1947,0.163,-0.5602,-0.5551,2.7016,3.6893,1.329,1.9692,2.0759,28.9924,5.8483,25.1496,8.3932,8.3897,0.6427,0.4091,0.6498,0.2091,0.4003,2.9225,1.0077,1.051,1.1204,3.737,3.3188,3.7974,3.8308,10.153,2.0396,2.0354,2.0124,2.0546,2.011,6.3055,12.5699,4.2635,4.1995,4.1069,9.7621,1.9951,1.9926,1.9523,1.8776,1.9446,1.4366,1.4696,1.7336,0.3994,0.0365,0.0538,1.4617,1.4572,1.7232,0.4222,0.0364,0.055,-126.28,14.4
SECHUG01,94.55,7.54,188.39,1.52,7.95,8.44,30.8,21.4,15.5,681.56,-2.5065,-1.5604,2.12,2.05,-0.17,-0.08,2.57,2.38,2.2,68.35,0.3408,-0.2102,0.2061,-0.698,-0.5043,2.5954,3.6978,1.3696,1.9311,2.059,29.0209,5.9005,25.1799,8.4998,8.4524,0.6093,0.2063,0.7471,0.4076,0.4003,2.9299,1.0514,1.0328,1.1058,3.7047,3.4559,3.7662,3.6799,10.1872,2.0422,2.0515,2.0258,2.045,2.0227,6.2965,12.5628,4.2563,4.1627,4.1438,9.7999,1.9712,1.9955,1.9487,1.9169,1.9676,1.5836,1.4465,1.7324,0.4009,0.0387,0.0522,1.5223,1.4638,1.6637,0.3566,0.0361,0.0487,-121.03,19.9
VIXNEY,81.92,0.75,195.57,1.54,6.15,9.11,35.3,25.5,14.9,622.45,-3.4636,-2.7098,1.98,2.11,0.05,-0.09,2.55,2,2.36,71.04,0.171,-0.1857,0.1058,-0.1184,-0.1159,3.12,3.6,1.3271,3.2277,3.1703,29.1283,5.7258,25.1556,6.9726,7.0138,0.649,0.4237,0.5951,0.4652,0.4005,2.9229,1.1094,1.0594,1.0013,3.7596,3.7657,3.7931,3.4232,10.1526,2.0222,2.0418,2.0331,2.0149,2.0405,6.3356,12.7435,4.2701,4.257,4.2164,9.7499,1.9871,2.0043,1.9322,1.9147,1.9116,1.2414,1.4075,1.2283,0.0921,0.0161,0.0087,1.2082,1.3193,1.3354,0.091,0.0134,0.009,-150.98,20
CIZRAE,74.95,5.42,210.93,2.1,8.5,8.77,33.7,25.5,15.8,658.15,-3.2512,-2.7523,2.33,2.1,-0.24,-0.11,2.62,2.01,2.29,75.04,0.2951,-0.2195,0.1444,-0.0316,-0.6209,2.7629,3.6834,1.3426,3.062,2.0096,28.9959,5.9246,25.124,7.0095,8.4461,0.5669,0.4464,0.7147,0.2245,0.4007,2.9249,1.1145,1.053,1.035,3.7468,3.8093,3.7758,3.3628,10.1609,2.0158,2.0497,2.0335,2.0165,2.0455,6.3131,12.6281,4.2678,4.1897,4.1706,9.7637,1.868,1.9996,1.9997,1.9424,1.9539,1.228,1.167,1.3398,0.1152,0.0224,0.0211,1.5168,1.524,1.632,0.4307,0.0827,0.0738,-114.06,10.9
TICYAG,84.51,11.84,203.75,2.56,10.27,10.28,39,31.5,20.4,814.91,-2.6772,-1.7027,2.11,2.09,-0.19,-0.15,2.67,2.17,2.23,74.92,0.2965,-0.2109,0.1263,-0.7338,-0.1564,2.6752,3.6543,1.2478,1.8845,2.9108,28.9777,5.7919,25.2222,8.512,6.9729,0.4428,0.3046,0.7356,0.3857,0.4008,2.9295,1.0366,1.0793,1.0733,3.7322,3.4785,3.845,3.6363,10.1818,2.0381,2.056,2.0191,2.0413,2.0273,6.3266,12.6008,4.2368,4.1957,4.1683,9.7761,2.0025,1.9894,1.911,1.8986,1.9746,1.4733,1.5358,1.7671,0.4172,0.1029,0.1129,1.2923,1.3642,1.2297,0.0826,0.0129,0.0162,-106.56,24.1
LEJYOP,64.63,-0.7,170.97,1.7,7.15,7.81,28.8,18.9,11.7,601.31,-2.7601,-1.8843,2.15,2,-0.02,0.05,2.57,2.28,2.2,69.84,0.2368,-0.2083,0.2489,-0.598,-0.1411,2.5837,3.731,1.416,1.9542,3.0204,29.0508,5.934,25.0871,8.3853,7.1671,0.5638,0.2565,0.7935,0.2892,0.401,2.9241,1.0348,1.0321,1.1254,3.7086,3.3223,3.7592,3.7848,10.1762,2.0452,2.0388,2.0206,2.0563,2.0153,6.3358,12.5968,4.272,4.1917,4.133,9.8306,1.9805,2.0036,1.9794,1.9186,1.9485,1.4939,1.5345,1.6661,0.3642,0.0495,0.0532,1.3211,1.3778,1.1994,0.0884,0.0113,0.0115,-149.06,28.6
QUZNOP,76.34,4.28,214.29,2.03,8.66,8.6,33.9,25.1,15.5,643.74,-3.1524,-2.5803,2.32,2.1,-0.21,-0.1,2.63,2.03,2.26,75.55,0.2942,-0.2252,0.157,-0.0369,-0.6059,2.7222,3.7412,1.347,2.9826,1.969,28.9888,5.9708,25.1203,7.0279,8.4696,0.5511,0.4464,0.751,0.2289,0.4019,2.9247,1.1125,1.0547,1.041,3.7401,3.8029,3.774,3.3605,10.1655,2.0167,2.0508,2.0346,2.0175,2.046,6.3127,12.62,4.266,4.1841,4.17,9.7731,1.8763,2.0001,1.9984,1.9397,1.9586,1.2057,1.1947,1.3441,0.1153,0.0212,0.02,1.5294,1.5289,1.618,0.4093,0.0667,0.0718,-97.46,12.4
