Ligand,Bite Angle (°),Cone Angle (°),% Buried Volume (5.0A),HOMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(px),Orbital Charge Cu(d),Orbital Charge Cu(dyz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dyz),Orbital Charge L2(px),Ea
YEHTIQ,62.65,156.29,24.3,-3.0609,2.1,2.07,0.383,-0.2576,-0.6084,1.6843,2.9216,28.8835,7.3194,0.6752,0.4376,0.4868,3.1599,6.4392,12.3642,4.1707,9.8136,1.9713,1.4669,1.6319,0.3666,0.0602,1.6898,14.3
BAFURC,94.7,196.84,20.6,-2.817,1.94,1.96,0.4048,-0.2456,-0.663,1.8087,2.8928,28.7141,7.2915,0.6081,0.4779,0.4868,3.1682,6.344,12.45,4.1809,9.8012,1.9533,1.5612,1.6601,0.3967,0.0666,1.5719,34.2
BULMAY,81.52,201.89,26.2,-4.3623,2.01,2.01,0.3172,-0.2728,-0.1226,2.0577,2.9654,28.697,7.3283,0.7007,0.4051,0.4869,3.1688,6.4165,12.4929,4.1688,9.7735,1.9375,1.3384,1.2586,0.095,0.0177,1.2158,25
KEJFOX,95.16,200.6,25.7,-3.5993,1.9,1.92,0.4913,-0.2419,-0.6054,2.0993,2.9344,28.669,7.2793,0.6469,0.5347,0.4869,3.1665,6.3287,12.4529,4.1202,9.7271,1.9461,1.5674,1.6792,0.4181,0.0872,1.5497,27.2
OPUPOG,62.49,155.37,14.1,-3.2654,2.18,2.03,0.3888,-0.2594,-0.5824,1.6434,2.9277,28.8298,7.3284,0.6864,0.335,0.4871,3.1605,6.4415,12.3569,4.1223,9.8128,1.9729,1.531,1.6608,0.3184,0.0706,1.614,22.2
POTVOK,62.88,158.19,20.2,-3.2471,2.13,2.06,0.3991,-0.2593,-0.5588,1.6929,2.9309,28.8648,7.3379,0.6938,0.4078,0.4872,3.1596,6.4304,12.359,4.1751,9.8115,1.9722,1.6956,1.5323,0.3123,0.0644,1.461,13.1
PUZRIM,95.6,198.34,19.9,-2.7287,1.94,1.96,0.3972,-0.2455,-0.6824,1.8097,2.8829,28.7063,7.2882,0.5969,0.4769,0.4873,3.1695,6.3442,12.4567,4.1925,9.802,1.9459,1.5861,1.6237,0.3978,0.0606,1.5797,19.6
DUYXOL,94.65,197.9,21.2,-2.9261,1.95,1.93,0.4237,-0.2466,-0.6186,1.8909,2.8958,28.7027,7.2891,0.6058,0.4985,0.4874,3.1694,6.338,12.4531,4.1948,9.7852,1.9415,1.5986,1.6111,0.3959,0.0838,1.5721,27.3
UNINAI,94.89,192.17,27.2,-3.5298,2.19,1.9,0.4584,-0.2266,-0.4371,2.054,2.9374,28.805,7.171,0.4958,0.2291,0.4875,3.1737,6.256,12.4421,4.1551,9.8436,1.9736,1.7004,1.4103,0.35,0.081,1.4688,17.1
GIRSOR,98.9,201.77,32.6,-3.7947,1.91,2.02,0.3217,-0.1591,-0.6918,1.9862,3.1697,28.8932,7.1029,0.5832,0.616,0.4875,3.156,6.3509,12.4902,4.2033,9.8372,1.9904,1.2862,1.1567,0.1281,0.0362,1.7068,-2.3
BECXOY,63.47,157.97,17.7,-2.8375,2.07,2.07,0.3693,-0.258,-0.5741,1.7327,2.9107,28.9089,7.3208,0.6663,0.4696,0.4876,3.1615,6.4403,12.3732,4.1917,9.8172,1.9914,1.5662,1.5457,0.3419,0.0675,1.6155,25.8
DAPHET01,86.69,187.53,17.4,-2.3016,1.95,1.99,0.3492,-0.2463,-0.7055,1.8292,2.8774,28.796,7.2922,0.6078,0.5271,0.4876,3.1639,6.3843,12.4674,4.1497,9.799,1.9601,1.6467,1.5631,0.3887,0.0811,1.5394,19.6
XURPEI,97.13,200.14,30.6,-3.6565,1.94,1.95,0.4864,-0.2358,-0.6471,2.1039,2.9274,28.7465,7.2759,0.6647,0.5817,0.4878,3.1648,6.3393,12.4389,4.1683,9.7353,1.9368,1.5494,1.6844,0.421,0.0927,1.408,16.6
NORSUL,96.27,199.21,20,-2.736,1.93,1.95,0.4055,-0.2456,-0.6823,1.8378,2.8844,28.6994,7.2901,0.5944,0.4849,0.4879,3.1696,6.3407,12.4578,4.1961,9.7961,1.9447,1.5753,1.6422,0.3986,0.0631,1.5781,19.1
LEWRAG,61.88,153.81,13,-3.3083,2.21,2.03,0.3874,-0.2601,-0.5736,1.6134,2.9248,28.8368,7.3317,0.6877,0.3092,0.488,3.1605,6.4482,12.3498,4.1743,9.8146,1.9729,1.4714,1.5741,0.298,0.0415,1.6885,24
CEKQIS,94.57,199.54,22.6,-3.1948,1.92,1.91,0.451,-0.245,-0.6107,2.0151,2.906,28.6856,7.2796,0.6186,0.5177,0.488,3.1685,6.3332,12.459,4.1907,9.7568,1.94,1.5814,1.6066,0.4051,0.08,1.4696,28.1
NEFQOF,95.6,198.67,19.9,-2.8039,1.93,1.95,0.4137,-0.2458,-0.6818,1.8646,2.8902,28.6947,7.2903,0.6024,0.4851,0.4882,3.1694,6.3395,12.4571,4.1971,9.7897,1.9411,1.5773,1.6374,0.3988,0.0633,1.589,19.2
IHANAG,62.81,178.02,18.5,-3.2307,2.15,2.02,0.3909,-0.2588,-0.5789,1.6915,2.9305,28.8566,7.3213,0.6818,0.3786,0.4883,3.1596,6.4381,12.362,4.1462,9.809,1.9737,1.6566,1.4963,0.3199,0.072,1.4973,14.4
DUSBEZ,95.53,200.38,28,-3.6682,2.06,2.02,0.4542,-0.2082,-0.5753,1.8751,3.0472,28.8532,7.1919,0.6593,0.4033,0.4883,3.1622,6.3216,12.4211,4.1046,9.8031,1.9599,1.5323,1.6734,0.3674,0.0357,1.6501,28.9
UGAREC,91,193.73,21,-2.8697,1.95,1.95,0.4109,-0.2477,-0.6646,1.8501,2.8976,28.7177,7.2917,0.6142,0.4792,0.4883,3.1684,6.3499,12.4471,4.1612,9.7921,1.968,1.5931,1.5976,0.4043,0.0559,1.54,28.1
BOLPEX,88.46,192.81,23,-4.0974,1.91,1.94,0.5472,-0.2357,-0.6231,2.1935,2.9869,28.6537,7.2692,0.688,0.52,0.4885,3.1701,6.3198,12.4356,4.1766,9.6974,1.9172,1.6027,1.5863,0.3932,0.0868,1.506,25.3
EZOHUX,92.45,194.09,21.7,-2.9078,1.96,1.96,0.4127,-0.2473,-0.6849,1.8114,2.8974,28.7279,7.2987,0.6213,0.4709,0.4887,3.1685,6.3503,12.439,4.1891,9.7979,1.9358,1.5417,1.6717,0.3927,0.0669,1.6026,27.9
OKOGAY,83.82,185.31,29.6,-3.3224,1.95,1.98,0.436,-0.2443,-0.566,1.9931,2.9413,28.8052,7.2903,0.6595,0.5693,0.4887,3.1648,6.3734,12.4409,4.1714,9.7497,1.938,1.5335,1.7013,0.4292,0.0684,1.4568,26.8
VEKTOW,93.49,211.46,40.5,-3.3237,1.97,1.96,0.4593,-0.2277,-0.6232,2.4583,2.9359,28.8424,7.2602,0.6447,0.5849,0.4887,3.1659,6.2927,12.519,4.133,9.729,1.8854,1.5218,1.6538,0.5078,0.1012,1.5911,41.5
YUZRAN,82.54,183.05,24.2,-4.4439,1.97,1.98,0.5492,-0.2307,-0.5352,2.0701,2.9874,28.633,7.2875,0.7333,0.5117,0.4888,3.1664,6.3246,12.4158,4.1593,9.7105,1.9452,1.4711,1.643,0.431,0.0946,1.4784,13.5
TIPHEH,82.35,230.42,34.8,-3.8524,2.07,1.98,0.3261,-0.227,-0.1893,1.7799,3.0567,28.7712,7.2667,0.6573,0.3521,0.4889,3.1603,6.3971,12.4576,4.1416,9.8192,1.9389,1.6255,1.5576,0.4398,0.0958,1.2371,32.3
SNQXSO,82.4,197.66,20.7,-4.4583,1.92,2.02,0.4455,-0.2305,0.2166,2.116,3.0667,28.704,7.2638,0.7058,0.566,0.4892,3.1631,6.362,12.4572,4.181,9.7354,1.9684,1.6268,1.5632,0.4155,0.0813,1.0994,12.7
LASBAK,62.88,159.01,15.8,-3.2777,2.15,2.03,0.3902,-0.2581,-0.5816,1.6867,2.9278,28.8506,7.3296,0.6875,0.3789,0.4894,3.1592,6.437,12.3605,4.1834,9.8123,1.9862,1.4873,1.6087,0.4431,0.1064,1.6866,22.2
XARCAV,93.18,196.6,25.2,-2.8296,1.94,1.94,0.4138,-0.2462,-0.6039,1.8636,2.9009,28.7061,7.2801,0.5981,0.4795,0.4894,3.1685,6.3435,12.4548,4.1793,9.788,1.9639,1.5411,1.6871,0.4596,0.0853,1.5976,17.5
EJIBEE,93.17,196.67,24.1,-2.9131,1.94,1.93,0.4231,-0.2469,-0.6368,1.8762,2.9045,28.7115,7.2884,0.6127,0.4819,0.4894,3.1685,6.3413,12.4538,4.1937,9.7818,1.9462,1.5737,1.6078,0.4279,0.0842,1.5375,30
PODLAY,66.36,165.6,11.5,-1.9345,2,1.99,0.3245,-0.2524,-0.6391,1.8299,2.9216,28.8865,7.3175,0.6642,0.4671,0.4895,3.1569,6.4379,12.446,4.147,9.7915,1.9498,1.6706,1.66,0.3333,0.0796,1.521,24.3
HIYFIE,99.83,201,23.2,-2.8318,1.97,1.97,0.4067,-0.244,-0.5833,1.841,2.8823,28.7493,7.2885,0.6015,0.5214,0.4896,3.1688,6.3372,12.4475,4.1593,9.8086,1.9428,1.5866,1.6475,0.384,0.0782,1.592,16
MUVNAS,99.23,199.87,30.9,-2.2375,2,2,0.3742,-0.2404,-0.7501,1.8828,2.915,28.8627,7.2571,0.5998,0.5044,0.4897,3.1691,6.3423,12.4575,4.1997,9.8259,1.9395,1.5598,1.6845,0.4151,0.0807,1.5996,17.4
FEWGUM,91.69,194.44,24.6,-2.9941,1.95,1.95,0.4253,-0.2479,-0.6784,1.8604,2.9075,28.7045,7.2883,0.6146,0.4538,0.4899,3.1682,6.3445,12.4428,4.1362,9.7874,1.9759,1.5741,1.6284,0.4339,0.062,1.539,27.3
YEQTUM,93.09,195.63,20.9,-2.9789,1.95,1.95,0.4195,-0.2474,-0.6444,1.8419,2.9004,28.7007,7.2924,0.6185,0.4573,0.4901,3.1685,6.3431,12.4442,4.1472,9.7931,1.9674,1.5912,1.6065,0.4005,0.0603,1.5514,28.5
RISBIE,93.47,195.97,19.8,-2.3041,1.95,1.95,0.3653,-0.2425,-0.7099,1.7885,2.8765,28.7374,7.2807,0.59,0.4847,0.4905,3.1671,6.362,12.4666,4.2007,9.806,1.9502,1.5937,1.6394,0.407,0.0594,1.5811,16.5
URESOA,97.47,202.84,22.1,-3.1997,1.91,1.91,0.4597,-0.2428,-0.6382,2.0737,2.9099,28.6898,7.2824,0.6192,0.5578,0.4906,3.1683,6.3296,12.4678,4.1945,9.7429,1.9479,1.5592,1.5902,0.3992,0.0725,1.5,21.2
HIWNEH,96.06,199.17,25.9,-2.8539,1.95,1.93,0.4084,-0.2447,-0.592,1.8681,2.8893,28.7121,7.2819,0.5969,0.5084,0.4907,3.1686,6.3383,12.4568,4.1701,9.7964,1.9517,1.5654,1.6771,0.4255,0.0842,1.5709,25.3
WONQAT,78.77,179.08,25.5,-4.2536,2.22,1.96,0.4216,-0.2521,-0.6205,1.6572,3.0512,28.6802,7.2622,0.6906,0.1697,0.4909,3.1652,6.4029,12.3706,4.1132,9.8049,1.9875,1.2797,1.2947,0.0608,0.0124,1.5965,7.7
VAQXIW,79.96,224.79,29.5,-3.9423,2.16,2.06,0.3568,-0.2562,-0.0373,1.7535,2.9474,28.7895,7.2876,0.693,0.2879,0.4909,3.1673,6.4051,12.4068,4.199,9.8313,1.9859,1.503,1.6483,0.397,0.0612,1.4086,35.9
XIQCEF,98.06,228.16,25.5,-3.0221,2.03,2.01,0.268,-0.2402,-0.2071,1.7563,2.9522,28.7777,7.2761,0.6159,0.3998,0.4909,3.1664,6.3966,12.4934,4.1886,9.842,1.9253,1.5517,1.6241,0.3612,0.0447,1.0828,19.1
ZUNTAD,83.19,182.86,19.2,-4.7885,1.97,2.01,0.5833,-0.2072,-0.4892,2.17,3.0447,28.6275,7.2877,0.7649,0.5345,0.4911,3.1722,6.3138,12.4143,4.1491,9.6887,1.9474,1.6688,1.5031,0.3715,0.068,1.5131,14
LECKUA,79.11,173.43,17.5,-3.7811,2.23,1.98,0.3417,-0.2525,-0.6528,1.5404,2.9753,28.7203,7.2925,0.6801,0.2175,0.4913,3.1611,6.4236,12.4051,4.15,9.8296,1.9928,1.0887,1.6101,0.0814,0.0107,1.6859,7.2
AQOCIU01,64.8,179.12,21.7,-2.9999,2.12,1.99,0.189,-0.2666,-0.4715,1.75,2.9321,28.8606,7.3239,0.662,0.2858,0.4914,3.1638,6.482,12.475,4.1906,9.8539,1.9438,1.2957,1.3723,0.0806,0.0139,1.2864,17.2
GAGWET,81.51,232,31.4,-4.1697,2.07,2.01,0.4305,-0.246,-0.0333,1.9302,2.968,28.6948,7.2773,0.7053,0.3526,0.4914,3.1665,6.3645,12.4227,4.1513,9.7823,1.9665,1.4955,1.6838,0.3676,0.0653,1.3393,33.6
NODJUM01,93.78,198.98,30.2,-3.5591,1.89,1.94,0.4834,-0.2426,-0.6071,2.1401,2.9575,28.7082,7.2493,0.6574,0.5627,0.4914,3.1671,6.3357,12.4565,4.1641,9.7244,1.9329,1.5241,1.6753,0.3995,0.0685,1.5504,20
SASFAU01,79.01,247.06,30.6,-4.288,1.96,1.99,0.5408,-0.2153,-0.6026,2.6416,2.9691,28.7793,7.2105,0.6559,0.5507,0.4915,3.1594,6.2732,12.5162,4.1846,9.6699,1.9121,1.1942,1.3478,0.0911,0.0094,1.5828,24.1
YAYGUC,79.57,174.01,18,-3.8482,2.23,1.98,0.3511,-0.2499,-0.6253,1.5537,2.9807,28.7169,7.2853,0.6776,0.2294,0.4917,3.1616,6.4142,12.4041,4.1516,9.8306,1.9877,1.0802,1.6533,0.0808,0.0104,1.6785,5.8
LOVZEE,79.46,233.92,36.9,-3.6203,2.23,1.98,0.3044,-0.2578,-0.1338,1.7452,2.9462,28.7365,7.2675,0.6763,0.2294,0.4919,3.1684,6.4258,12.438,4.177,9.8319,1.9694,1.1908,1.4362,0.0974,0.0154,1.3059,14.6
COTJUR,97.2,202.1,22.1,-3.1036,1.92,1.91,0.4502,-0.2431,-0.6435,2.0315,2.9035,28.6917,7.2845,0.615,0.5345,0.4919,3.1684,6.3303,12.4653,4.1106,9.7541,1.9716,1.5839,1.7216,0.399,0.1,1.5775,21.2
TICFUH,78.41,211.82,35.5,-3.6309,2.3,1.91,0.4545,-0.2325,-0.555,2.0486,2.9233,28.7855,7.1953,0.4925,0.171,0.4924,3.1811,6.2743,12.4244,4.1426,9.8467,1.9689,1.2192,1.2811,0.0842,0.0146,1.5397,-2.4
XAHRIK,62.38,155.14,16.8,-3.3315,2.2,2.01,0.3964,-0.259,-0.5493,1.6421,2.9361,28.8315,7.3326,0.6958,0.318,0.4924,3.1595,6.4385,12.3534,4.1408,9.8117,1.9687,1.6426,1.4867,0.3158,0.0703,1.4952,16.8
AYUDEE,90.9,230.03,32.9,-4.2141,2,2.01,0.3822,-0.2372,-0.1591,1.9039,3.0075,28.7718,7.2605,0.6702,0.3811,0.4925,3.1671,6.3634,12.4428,4.2108,9.8115,1.9812,1.6198,1.5297,0.3954,0.0763,1.4195,30.2
SIVROH,95.69,198.76,21.2,-2.7509,1.95,1.93,0.4038,-0.2453,-0.6251,1.8362,2.8889,28.7155,7.2852,0.5975,0.4934,0.4925,3.1692,6.3412,12.4578,4.174,9.7972,1.9593,1.5744,1.6636,0.4175,0.0825,1.5945,28
LUKCEB,89.1,189.59,21.8,-3.2325,2.09,1.97,0.3093,-0.2569,-0.1167,1.7942,2.9294,28.7792,7.312,0.6587,0.3471,0.4926,3.1683,6.4083,12.4505,4.2046,9.8319,1.972,1.6739,1.3284,0.3802,0.0964,1.2936,18.7
TOXYUC,84.88,238,26.7,-3.1735,2.02,1.98,0.316,-0.252,-0.1007,1.9079,2.9672,28.8169,7.2812,0.6399,0.4878,0.4926,3.1656,6.3963,12.4807,4.21,9.8071,1.973,1.5308,1.6652,0.3859,0.0627,1.41,25.2
CADSUV,94.82,197.75,21.2,-2.7015,1.93,1.95,0.4,-0.2452,-0.7107,1.8183,2.8904,28.712,7.2867,0.5943,0.4808,0.4928,3.1694,6.3442,12.4556,4.1536,9.8002,1.9601,1.5643,1.6607,0.3985,0.0616,1.5579,17.8
SAHSOJ,105.44,199.58,24.8,-3.4892,2.29,1.91,0.3986,-0.2368,-0.5739,1.5967,2.9916,28.767,7.248,0.6669,0.2212,0.493,3.1591,6.4051,12.3916,4.1483,9.8047,1.9514,1.5441,1.6017,0.3183,0.0791,1.561,26.6
NIRQUB,95.63,207.24,38.9,-3.4636,1.98,1.97,0.356,-0.2535,-0.8227,1.998,2.9752,28.7561,7.2749,0.6454,0.4967,0.493,3.1676,6.359,12.485,4.1685,9.8,1.9186,1.1745,1.3294,0.0946,0.0079,1.5219,17.1
LUQJEN,79.07,236.73,30.7,-4.0792,2.13,2.01,0.2517,-0.268,-0.0789,1.8848,2.9547,28.8262,7.2987,0.6961,0.3615,0.4933,3.1693,6.4148,12.4861,4.1541,9.8473,1.9751,1.2057,1.3654,0.0847,0.0103,1.4032,36
AJEJII,99.57,205.42,33.1,-3.5111,1.86,1.96,0.4789,-0.2341,-0.6087,2.2557,2.9319,28.7502,7.2438,0.6463,0.6379,0.4933,3.1645,6.3523,12.467,4.1287,9.7018,1.9042,1.54,1.7049,0.4201,0.1008,1.4337,22.7
EDAXUC,94.17,196.71,23.3,-2.9154,1.94,1.95,0.4242,-0.246,-0.6844,1.8775,2.9085,28.7099,7.2866,0.6062,0.4617,0.4934,3.1691,6.3418,12.4464,4.1955,9.7876,1.9354,1.5293,1.6816,0.4223,0.0695,1.576,17.6
YAGPIH,96.54,201.61,22.6,-3.2894,1.92,1.91,0.4614,-0.2437,-0.6337,2.0608,2.909,28.6982,7.2851,0.6294,0.5441,0.4934,3.1682,6.3311,12.4614,4.1457,9.7461,1.9683,1.5531,1.6884,0.4032,0.0798,1.538,22.1
XULSIG,62.88,156.58,19.2,-3.2036,2.14,2.03,0.3902,-0.2583,-0.6038,1.6811,2.9235,28.8503,7.3211,0.6835,0.3894,0.4935,3.1598,6.4378,12.3629,4.1623,9.8091,1.9701,1.6981,1.5086,0.3377,0.0726,1.4624,13.8
KUMZOH,97.06,202.32,22.1,-3.2456,1.91,1.91,0.4623,-0.2436,-0.6404,2.0728,2.9094,28.685,7.286,0.6266,0.5452,0.4935,3.1682,6.3299,12.466,4.1349,9.7418,1.9667,1.5603,1.695,0.3993,0.0836,1.5595,21.5
EYOGAA,80.96,188.34,23.3,-3.7482,2.12,2,0.3529,-0.2591,-0.0942,1.7792,2.9409,28.7821,7.3006,0.6852,0.3175,0.4937,3.1662,6.4097,12.4232,4.1588,9.8142,1.9843,1.493,1.6951,0.3646,0.0617,1.332,24.8
WERBED,84.04,187.22,23.4,-4.2392,1.91,1.98,0.5573,-0.2272,-0.6334,2.2073,2.9913,28.6628,7.2757,0.7231,0.587,0.4937,3.1688,6.3147,12.436,4.1483,9.692,1.9499,1.6519,1.5177,0.4162,0.065,1.4875,12.6
YASCIF,94.21,196.7,23.2,-2.9107,1.95,1.95,0.4231,-0.2462,-0.6795,1.8661,2.9073,28.7056,7.288,0.6057,0.4562,0.4941,3.1691,6.3419,12.4468,4.1932,9.7881,1.9308,1.5362,1.671,0.4221,0.0719,1.5803,19.7
WAWDOO,96.34,199.22,20,-2.735,1.93,1.96,0.4028,-0.2456,-0.6858,1.8375,2.881,28.7057,7.2878,0.5928,0.4883,0.4941,3.17,6.3417,12.4585,4.1981,9.797,1.9531,1.5895,1.6174,0.4003,0.0628,1.5822,20.2
XIXLAT,84.83,186.47,24,-3.4554,1.93,1.99,0.4692,-0.2486,-0.5526,2.0881,2.9241,28.753,7.3028,0.6663,0.5871,0.4941,3.1652,6.3562,12.439,4.1179,9.7357,1.9553,1.5231,1.6663,0.3992,0.0564,1.6055,16.5
LEFNIV,80.62,231.35,40.9,-3.3579,2.03,1.98,0.2556,-0.261,-0.1557,1.9709,2.9604,28.8109,7.2966,0.6331,0.5069,0.4942,3.1669,6.4164,12.5075,4.2096,9.8204,1.9778,1.2273,1.0443,0.1292,0.0292,1.1722,21.4
BAZHAO,94.49,197.07,23.2,-2.9004,1.94,1.95,0.4208,-0.2466,-0.68,1.8664,2.9034,28.7091,7.2903,0.6056,0.4607,0.4944,3.1691,6.3416,12.4484,4.1965,9.7892,1.9389,1.5362,1.6713,0.4232,0.0671,1.5732,17.9
EFOFUD,62.93,156.13,15.8,-3.3615,2.13,2.06,0.4083,-0.2597,-0.5346,1.748,2.9307,28.8714,7.3337,0.6911,0.4127,0.4945,3.161,6.43,12.3573,4.137,9.8044,1.966,1.6282,1.501,0.3098,0.0736,1.5034,19.8
IXIYUL,81.77,195.87,24.8,-4.4079,1.92,1.99,0.616,-0.1888,-0.5502,2.543,2.9874,28.8208,7.2021,0.5388,0.53,0.4945,3.1663,6.2459,12.4212,4.1663,9.7169,1.9411,1.5033,1.5202,0.4221,0.0595,1.5942,12.4
SOVNIB,85.82,186.27,16.9,-2.5101,1.99,1.97,0.3676,-0.2475,-0.659,1.8356,2.887,28.7929,7.3029,0.6197,0.508,0.4946,3.164,6.379,12.4514,4.1691,9.802,1.9577,1.5157,1.7082,0.3785,0.0592,1.6349,18.6
FOYVAQ,62.62,182.63,21.7,-3.1765,2.18,2.01,0.3888,-0.2587,-0.6108,1.6696,2.9294,28.8386,7.3213,0.6788,0.3461,0.4948,3.1595,6.4404,12.3615,4.1661,9.8093,1.982,1.5481,1.64,0.3174,0.0614,1.6242,17.1
NUQGOW,92.43,195.24,22.7,-3.0049,1.95,1.94,0.4218,-0.2471,-0.6864,1.8566,2.9041,28.6936,7.2857,0.6129,0.4363,0.4948,3.1681,6.3474,12.444,4.1909,9.7868,1.9428,1.4995,1.7019,0.4268,0.0719,1.5703,19
ZUHTAX,82.88,193.12,22.5,-3.3649,2.03,1.96,0.3289,-0.2613,-0.6399,1.8055,2.9538,28.7595,7.3069,0.673,0.3778,0.4949,3.1675,6.3976,12.4659,4.1703,9.8076,1.9627,1.2045,1.3486,0.0935,0.0113,1.6442,29.7
EJATIT,96.25,198.95,19.9,-2.7081,1.94,1.96,0.4001,-0.245,-0.6812,1.8269,2.8817,28.7094,7.2893,0.5952,0.4818,0.4952,3.1692,6.3423,12.4567,4.1974,9.8009,1.9493,1.6,1.6052,0.3963,0.0623,1.5902,18
OLUZEB,94.44,229.53,27.3,-3.1798,1.97,1.96,0.316,-0.2504,-0.7047,1.897,2.9443,28.7981,7.2643,0.6374,0.4999,0.4953,3.1708,6.3745,12.4904,4.1736,9.8191,1.9517,1.1945,1.4051,0.0953,0.011,1.5778,28.2
GAZGOF,83.08,184.42,19,-4.4573,1.95,1.98,0.5473,-0.2262,-0.5423,2.1247,3.0087,28.6275,7.2915,0.7481,0.5353,0.4955,3.1685,6.3282,12.43,4.1677,9.6945,1.9434,1.5511,1.6068,0.3963,0.0827,1.4908,14.8
DABWAH,91.01,192.06,23.6,-3.7308,2.03,1.91,0.4596,-0.2445,-0.5622,1.8862,2.9423,28.7149,7.2788,0.6663,0.345,0.4956,3.1668,6.3548,12.4136,4.1793,9.772,1.9595,1.6764,1.4791,0.3716,0.0916,1.6189,30.8
LIPYIT,86.94,187.59,17.8,-2.5884,1.98,1.97,0.3748,-0.2468,-0.6535,1.8573,2.8854,28.7804,7.3011,0.6145,0.5238,0.4957,3.1637,6.3717,12.4542,4.1532,9.7993,1.9518,1.6288,1.5602,0.3707,0.0725,1.4946,18.6
LOBRUR,81.49,189.79,25,-3.8814,2.16,2.02,0.3549,-0.2414,-0.0731,1.7599,3.0125,28.8219,7.2209,0.6942,0.3115,0.4959,3.1642,6.3694,12.4246,4.2276,9.8511,1.9822,1.5392,1.5924,0.3769,0.0759,1.3206,19.1
BAFGAU,93.76,198.33,34,-3.9204,2.11,1.88,0.4674,-0.2445,-0.5092,1.9527,3.0142,28.7489,7.2428,0.7002,0.3347,0.4959,3.1602,6.3198,12.4406,4.1506,9.7723,1.9514,1.5964,1.3751,0.4122,0.0368,1.4663,23.8
PILSEK,95.08,196.66,21.1,-2.8607,1.98,1.95,0.4153,-0.2453,-0.648,1.8417,2.9,28.7165,7.2907,0.6112,0.4181,0.4959,3.168,6.3463,12.4413,4.1659,9.7971,1.9371,1.5416,1.6632,0.353,0.0747,1.5314,18.8
HOMSOT,66.76,221.76,27.4,-3.8934,1.99,1.96,0.3285,-0.2749,-0.2052,2.2565,2.9727,28.7693,7.3056,0.695,0.4607,0.4964,3.167,6.4286,12.5172,4.207,9.7257,1.9204,1.3737,1.2364,0.0799,0.0182,1.2724,33.2
PIGTOP,93.02,199.67,25.3,-2.9919,1.95,1.95,0.4232,-0.2465,-0.6818,1.8742,2.9072,28.7107,7.2928,0.618,0.4534,0.4965,3.1679,6.3463,12.4428,4.1223,9.7876,1.9703,1.5663,1.6422,0.4211,0.0571,1.5386,14
ULEJEC,91.91,193.43,25.2,-3.1497,1.97,1.96,0.4374,-0.2413,-0.6089,1.9363,2.9627,28.7717,7.2758,0.6592,0.461,0.4966,3.1652,6.3428,12.4402,4.0804,9.7796,1.9879,1.6297,1.5654,0.3484,0.0744,1.5689,15.8
LABVAO,96.7,202.38,22.2,-3.3097,1.9,1.91,0.4674,-0.2432,-0.6321,2.0951,2.9133,28.6857,7.2864,0.6315,0.5511,0.4966,3.1683,6.3292,12.4667,4.1321,9.7367,1.9714,1.5445,1.7056,0.3992,0.0815,1.5428,22.2
HALFAD,87.11,202.98,28,-3.9852,1.94,1.94,0.522,-0.2457,-0.5674,2.1125,2.9623,28.7173,7.2818,0.6802,0.5212,0.4967,3.1684,6.3368,12.4131,4.163,9.7281,1.9364,1.5959,1.5833,0.4724,0.089,1.4337,19.6
YUCZII,86.38,185.37,26.3,-3.9949,2.07,2,0.3798,-0.2557,-0.0913,1.8993,2.9469,28.7245,7.3072,0.6852,0.3413,0.497,3.1701,6.4008,12.426,4.1205,9.7934,1.9895,1.4566,1.5521,0.4263,0.08,1.3937,27.3
WUDPUJ,94.55,193.23,23.7,-3.6878,1.98,2.03,0.4609,-0.1231,-0.6536,1.7629,3.2103,28.8056,7.0651,0.5987,0.4954,0.497,3.1561,6.2499,12.4179,4.2,9.8713,1.9894,1.6989,1.4984,0.3591,0.0671,1.6881,-3
OHENUN,84.91,183.79,20.3,-4.6017,1.98,2.02,0.5554,-0.2215,-0.4949,2.1192,3.0176,28.6739,7.3009,0.7563,0.5366,0.497,3.1702,6.3199,12.4136,4.1364,9.7111,1.9404,1.66,1.5409,0.3823,0.0653,1.4999,14.6
AXAREW,96.18,201.25,33.9,-3.4344,1.88,1.96,0.4737,-0.2393,-0.6309,2.1513,2.8988,28.7621,7.2716,0.6427,0.6429,0.4971,3.1658,6.3487,12.4531,4.1056,9.7246,1.9017,1.5246,1.6335,0.4637,0.0969,1.5477,22.8
JEVCOD,80.83,219.3,26.7,-4.0501,2.19,2,0.3738,-0.2551,-0.1035,1.7704,2.9715,28.763,7.2964,0.7038,0.2659,0.4973,3.1658,6.3996,12.4048,4.1938,9.8218,1.9787,1.533,1.5966,0.326,0.057,1.3638,29.7
NICNOE,93.64,197.54,22.5,-2.9513,1.92,1.94,0.4316,-0.2463,-0.7042,1.9274,2.9034,28.6972,7.2841,0.6065,0.4997,0.4974,3.1697,6.3386,12.4545,4.1952,9.7752,1.9303,1.5358,1.68,0.4044,0.0674,1.5998,29.2
